,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports
814,1499535,9429031766371,01 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1499535,1499535,,"2/415 Ellerslie Panmure Highway, Mt Wellington, Auckland
, New Zealand","2/415 Ellerslie Panmure Highway, Mt Wellington, Auckland
, New Zealand",,,,,,,,,,,,
815,1337372,9429035913849,10 Jul 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1337372,1337372,,"C/- Mcgregor Bailey & Co, 2 Crummer Road, Ponsonby, Auckland
, New Zealand","C/- Mcgregor Bailey & Co, 2 Crummer Road, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
816,1136239,9429036913473,15 May 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1136239,1136239,,"C/o Mr & Mrs Hazelton, Gunn Road R D, Waharoa
, New Zealand","51 Arawa Street, Matamata
, New Zealand",,,,,,,,,,,,
817,2076738,9429032977950,19 Dec 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2076738,2076738,,"Level 9, 2 Emily Place, Auckland, 1143
, New Zealand","Level 9, 2 Emily Place, Auckland, 1143
, New Zealand",,,,,,,,,,,,
818,1650045,9429034698969,23 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1650045,1650045,,"126, Weatherly Road, Torbay, Auckland
, New Zealand","126, Weatherly Road, Torbay, Auckland
, New Zealand",,,,,,,,,,,,
819,2121181,9429032787375,17 Apr 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2121181,2121181,,"724/8 Dockside Lane, Auckland City, Auckland, 1010
, New Zealand","810, Level 2, Artrium On Elliort, Auckland Cbd
, New Zealand",,,,,,,,,,,,
820,110110,9429032150629,05 Dec 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco110110,110110,,"Britwyn Bldg, 76-80 Parnell Rd, Parnell 1
, New Zealand",,,,,,,,,,,,,
821,5489823,9429041469774,24 Oct 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5489823,5489823,,"PwC, 15 Customs Street West, Auckland Central, Auckland, 1010
, New Zealand","PwC, 15 Customs Street West, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
822,75199,9429040617466,09 Sep 1968,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco75199,75199,,"55 Pollen Street, Ponsonby, Auckland
, New Zealand","Level 8, 53 Fort Street, Auckland
, New Zealand",,,,,,,,,,,,
823,807471,9429038326707,29 Apr 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco807471,807471,,"13 Wapiti Avenue, Epsom, Auckland
, New Zealand","13 Wapiti Avenue, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
824,974972,9429037504175,20 Aug 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco974972,974972,,"C/- Ascent Business Directions, Level 5, 145 Symonds Street, Auckland
, New Zealand","C/- Ascent Business Directions, Level 5, 145 Symonds Street, Auckland
, New Zealand",,,,,,,,,,,,
825,1325162,9429035943211,19 Jun 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1325162,1325162,,"C/- Mcgregor Bailey And Co, 2 Crummer Road, Ponsonby, Auckland
, New Zealand","C/- Mcgregor Bailey And Co, 2 Crummer Road, Ponsonby, Auckland
, New Zealand",,,,,,,,,,,,
826,1276946,9429036123582,19 Feb 2003,Removed,NZ Limited Company,No,TCL ACCOUNTANTS GROUP LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1276946,1276946,,"Tcl Accountants Group Ltd, 112 Princess Street, Palmerston North, 4410
, New Zealand","Tcl Accountants Group Ltd, 112 Princess Street, Palmerston North, 4410
, New Zealand",,,,,,,,,,,,
827,3333496,9429031163446,30 Mar 2011,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3333496,3333496,,"15a Hokonui Drive, Gore, Gore, 9710
, New Zealand","15a Hokonui Drive, Gore, Gore, 9710
, New Zealand",,,,,,,,,,,,
828,1827939,9429034056295,08 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1827939,1827939,,"4/5 Momona Road, Greenlane, Auckland, 1051
, New Zealand","4/5 Momona Road, Greenlane, Auckland, 1051
, New Zealand",,,,,,,,,,,,
829,7727937,9429047683426,13 Sep 2019,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7727937,7727937,,"KENNEDY & ASSOCIATES CA LIMITED, 112 Rimu Road, Paraparaumu, Paraparaumu, 5032
, New Zealand","KENNEDY & ASSOCIATES CA LIMITED, 112 Rimu Road, Paraparaumu, Paraparaumu, 5032
, New Zealand",,,,,,,,,,,,
830,821862,9429038258213,27 Aug 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco821862,821862,,"4 Victoria Avenue, Palmerston North
, New Zealand","4 Victoria Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,
831,52,9429040975191,13 Dec 1973,Removed,Overseas NonASIC Company,Yes,,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco52,52,,,,,Australia,"215-229 Lambton Quay, Wellington
,",,,,,,,,,
832,15501,9429040918525,20 Aug 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco15501,15501,,"112 Iles Road, Lynmore, Rotorua
, New Zealand",,,,,,,,,,,,,
833,2385549,9429031706544,04 Feb 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2385549,2385549,,"8a, Lunn Avenue, Mt. Wellington, Auckland, 1072
, New Zealand","8a, Lunn Avenue, Mt. Wellington, Auckland, 1072
, New Zealand",,,,,,,,,,,,
834,1917817,9429033552057,13 Mar 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1917817,1917817,,"Oxford Edge Limited, 3a / 335 Lincoln Road, Addington, Christchurch, 8024
, New Zealand","Oxford Edge Limited, 3a / 335 Lincoln Road, Addington, Christchurch, 8024
, New Zealand",,,,,,,,,,,,
835,2311294,9429031979375,23 Sep 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2311294,2311294,,"63 Bledisloe Road, Maraenui, Napier, 4110
, New Zealand","63 Bledisloe Road, Maraenui, Napier, 4110
, New Zealand",,,,,,,,,,,,
836,195131,9429040072043,07 Jun 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco195131,195131,,"562 Cameron Road, Tauranga
, New Zealand","562 Cameron Road, Tauranga
, New Zealand",,,,,,,,,,,,
837,13991,9429040927145,31 Oct 1961,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco13991,13991,,"C/o W R Mills, 223 Victoria Ave, Palmerston North
, New Zealand",,,,,,,,,,,,,
838,5678387,9429041704875,14 Apr 2015,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5678387,5678387,,"40 Borneo Drive, Fairview Heights, Auckland, 0632
, New Zealand","Forest Harrison Lawyers, Level 9, 191 Queen Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
839,1340680,9429035904076,27 Jun 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1340680,1340680,,"233a St Andrew's Road, Epsom, Auckland
, New Zealand","233a St Andrews Road, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
840,21416,9429040891057,04 Oct 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco21416,21416,,"The Stream, South Karori Road, P O Box 17-073, Wellington
, New Zealand",,,,,,,,,,,,,
841,76988,9429040607122,07 Jul 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco76988,76988,,"Dryden Pl, Ellerslie, Auckland
, New Zealand",,,,,,,,,,,,,
842,958686,9429037592516,18 May 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco958686,958686,,"12 Catlins Crescent, Milson, Palmerston North
, New Zealand","R D 6, Rongotea Road, Palmerston North
, New Zealand",,,,,,,,,,,,
843,710815,9429038374005,26 Jan 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco710815,710815,,"Coopers & Lybrand, 143 Durham Street, Tauranga
, New Zealand","Coopers & Lybrand, 143 Durham Street, Tauranga
, New Zealand",,,,,,,,,,,,
844,3517731,9429030978775,19 Aug 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3517731,3517731,,"93 Fields Parade, Oteha, Auckland, 0632
, New Zealand","93 Fields Parade, Oteha, Auckland, 0632
, New Zealand",,,,,,,,,,,,
845,8740790,9429051320256,09 May 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8740790,8740790,,"Osia, 2 Claridge Street, Glen Eden, Auckland, 0602
, New Zealand","Osia, 2 Claridge Street, Glen Eden, Auckland, 0602
, New Zealand",,,,,,,,,,,,
846,123020,9429031984256,28 Mar 1949,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco123020,123020,,"6th Floor, A S B Building, 298 Queen St, Auckland
, New Zealand",,,,,,,,,,,,,
847,115430,9429032069938,30 Sep 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco115430,115430,,"6 Downsview Road, Auckland 6
, New Zealand","6 Downsview Road, Auckland 6
, New Zealand",,,,,,,,,,,,
848,2048414,9429033050089,09 Nov 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2048414,2048414,,"7 Aotaki Street, Otaki, 5512
, New Zealand","7 Aotaki Street, Otaki, 5512
, New Zealand",,,,,,,,,,,,
849,123729,9429031979023,27 Mar 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco123729,123729,,"Koru Bldg, Centre Mall, Pakuranga Town, Centre Box 51007, Auckland
, New Zealand",,,,,,,,,,,,,
850,3677492,9429030862135,02 Dec 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3677492,3677492,,"139 Preston Road, Blaketown, Greymouth, 7805
, New Zealand","139 Preston Road, Blaketown, Greymouth, 7805
, New Zealand",March,,,,,,,,,,,
851,1235769,9429036352951,01 Oct 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1235769,1235769,,"80 Powrie Street, Glenfield, Auckland
, New Zealand","80 Powrie Street, Glenfield, Auckland
, New Zealand",,,,,,,,,,,,
852,20431,9429040896809,03 Nov 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco20431,20431,,"Mason King & Partners, Level 3, 99 Boulcott St, Wellington
, New Zealand",,,,,,,,,,,,,
853,6376633,9429046284822,22 Aug 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6376633,6376633,,"Abhinav kumar And Geetika Kumar, 72 Stancombe Road, Flat Bush, Auckland, 2016
, New Zealand","Abhinav kumar And Geetika Kumar, 72 Stancombe Road, Flat Bush, Auckland, 2016
, New Zealand",,,,,,,,,,,,
854,95686,9429040479958,12 Sep 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco95686,95686,,"52 Main Highway, Ellerslie, Auckland
, New Zealand",,,,,,,,,,,,,
855,18319,9429040906164,19 Jan 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco18319,18319,,"16 Tamar St, Island Bay, Wellington
, New Zealand","E H Goodhall, 41 Aparima Ave, Miramar, Wellington, 6022
, New Zealand",,,,,,,,,,,,
856,1263594,9429036201822,16 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1263594,1263594,,"Ascent Business Directions, Level 5, 145 Symonds Street, Auckland
, New Zealand","35 Milton Street, Cambridge
, New Zealand",,,,,,,,,,,,
857,1231875,9429036375011,28 Aug 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1231875,1231875,,"12 Western Road, Huntly
, New Zealand","12 Western Road, Huntly
, New Zealand",,,,,,,,,,,,
858,40014,9429040760315,31 Jan 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco40014,40014,,"1482 Dominion Road, Mount Roskill South, Auckland
, New Zealand",,,,,,,,,,,,,
859,2075017,9429032983036,21 Dec 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2075017,2075017,,"172 White Swan Rd, Lynfield, Auckland
, New Zealand","172 White Swan Rd, Lynfield, Auckland
, New Zealand",,,,,,,,,,,,
860,1199527,9429036560820,23 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1199527,1199527,,"16 Bronte Way, Rolleston, Christchurch
, New Zealand","16 Bronte Way, Rolleston, Christchurch
, New Zealand",,,,,,,,,,,,
861,1633180,9429034773697,09 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1633180,1633180,,"Level 27, Pwc Building, Cnr Quay & Albert Streets, Auckland
, New Zealand","Level 27, Pwc Building, Cnr Quay & Albert Streets, Auckland
, New Zealand",,,,,,,,,,,,
862,8214173,9429049518511,29 Jul 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8214173,8214173,,"A to Z Analysis, 63 Hughs Way, Flat Bush, Auckland, 2019
, New Zealand","A to Z Analysis, 63 Hughs Way, Flat Bush, Auckland, 2019
, New Zealand",,,,,,,,,,,,
863,89701,9429040520834,07 Dec 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco89701,89701,,"Official Assignee, 6th Floor Justice Dept Bldg, 3 Kingston St, Auckland 1
, New Zealand",,,,,,,,,,,,,
864,1048594,9429037197797,13 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1048594,1048594,,"7 Charthouse Lane, Whitby, Porirua
, New Zealand","7 Charthouse Lane, Whitby, Porirua
, New Zealand",,,,,,,,,,,,
865,3428651,9429031054201,24 Jun 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3428651,3428651,,"26 Great South Road, Otahuhu, Auckland, 1062
, New Zealand","26 Great South Road, Otahuhu, Auckland, 1062
, New Zealand",,,,,,,,,,,,
866,2154598,9429032646573,17 Jul 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2154598,2154598,,"17 Cairnbrae Court, Northcross, North Shore City
, New Zealand","17 Cairnbrae Court, Northcross, North Shore City
, New Zealand",,,,,,,,,,,,
867,940008,9429037690489,25 Jan 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco940008,940008,,"20 George Street, Te Puke
, New Zealand","20 George Street, Te Puke
, New Zealand",,,,,,,,,,,,
868,5618985,9429041634745,06 Mar 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5618985,5618985,,"T D AUTOMOTIVE, 222 Queen Victoria St, Motueka, 7120
, New Zealand","T D AUTOMOTIVE, 222 Queen Victoria St, Motueka, 7120
, New Zealand",,,,,,,,,,,,
869,2132058,9429032743722,14 May 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2132058,2132058,,"John Farac & Associates Limited, Level 2, 19 Mauranui Avenue, Newmarket, Auckland
, New Zealand","John Farac & Associates Limited, Level 2, 19 Mauranui Avenue, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
870,2465771,9429031563840,30 Apr 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2465771,2465771,,"3 Rowan Tce, Te Atatu Sth, Auckland
, New Zealand","3 Rowan Tce, Te Atatu Sth, Auckland
, New Zealand",,,,,,,,,,,,
871,1875649,9429033811307,25 Oct 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1875649,1875649,,"21 Konini Street, Wainuiomata, Lower Hutt
, New Zealand","21 Konini Street, Wainuiomata, Lower Hutt
, New Zealand",,,,,,,,,,,,
872,2137127,9429032720433,29 May 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2137127,2137127,,"56 Buchanans Road, Hei Hei, Christchurch, 8042
, New Zealand","56 Buchanans Road, Hei Hei, Christchurch, 8042
, New Zealand",,,,,,,,,,,,
873,198754,9429040039459,21 Dec 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco198754,198754,,"422 Te Rapa Rd, Hamilton
, New Zealand",,,,,,,,,,,,,
874,6482232,9429046394866,16 Oct 2017,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6482232,6482232,,"ALLANMCNEILL CHARTERED ACCOUNTANTS, 240 Ruahine Street, Terrace End, Palmerston North, 4414
, New Zealand","ALLANMCNEILL CHARTERED ACCOUNTANTS, 240 Ruahine Street, Terrace End, Palmerston North, 4414
, New Zealand",,,,,,,,,,,,
875,7316678,9429047318274,08 Mar 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7316678,7316678,,"Balasubramaniam Thevatharsini, 15 Pandora Rise, Huntly, Huntly, 3700
, New Zealand","Balasubramaniam Thevatharsini, 15 Pandora Rise, Huntly, Huntly, 3700
, New Zealand",,,,,,,,,,,,
876,1454559,9429035651611,19 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1454559,1454559,,"Level 8, 52 Wellesley Street, Auckland
, New Zealand","Level 8, 52 Wellesley Street, Auckland
, New Zealand",,,,,,,,,,,,
877,1104961,9429037061784,30 Nov 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1104961,1104961,,"26 Essex Strret, Masterton
, New Zealand","26 Essex Strret, Masterton
, New Zealand",,,,,,,,,,,,
878,647322,9429038609084,13 Sep 1994,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco647322,647322,,"C/- Robert B Knyvett, Chartered, Accountant, Challenge Realty Bldg, Jocelyn Str Katikati
, New Zealand","C/- Robert B Knyvett, Chartered, Accountant, Challenge Realty Bldg, Jocelyn Str Katikati
, New Zealand",,,,,,,,,,,,
879,3657911,9429030881525,15 Nov 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3657911,3657911,,"519 Marine Parade, Christchurch, 8062
, New Zealand","519 Marine Parade, Christchurch, 8062
, New Zealand",,,,,,,,,,,,
880,1827614,9429034055472,09 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1827614,1827614,,"6 Thomas Hamer Place, Albany, Auckland
, New Zealand","6 Thomas Hamer Place, Albany, Auckland
, New Zealand",,,,,,,,,,,,
881,1901475,9429033656236,16 Jan 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1901475,1901475,,"38 Porritt Avenue, Chatswood, Auckland, 0626
, New Zealand","1/5 Francis Street, Takapuna, Auckland
, New Zealand",,,,,,,,,,,,
882,8477208,9429050837939,14 Sep 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8477208,8477208,,"MYSAS NZ LTD, 29 Ota Creek Road, Rd 3, Edendale, 9893
, New Zealand","A to Z Auto Limited, 12 Wiltshire Drive, Huntington, Hamilton, 3210
, New Zealand",,,,,,,,,,,,
883,20394,9429040897707,27 Oct 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco20394,20394,,"Cnr Of Teed And Osborne St, Hayes Bldg, Auckland
, New Zealand",,,,,,,,,,,,,
884,3395352,9429031086073,23 May 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3395352,3395352,,"34 Para Close, Fairview Heights, Auckland, 0632
, New Zealand","5 Notre Dame Way, Albany, Auckland, 0632
, New Zealand",,,,,,,,,,,,
885,6064148,9429042480099,28 Jul 2016,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco6064148,6064148,,"1000 Victoria Street, Whitiora, Hamilton, 3200
, New Zealand","1000 Victoria Street, Whitiora, Hamilton, 3200
, New Zealand",,,,,,,,,,,,
886,2210504,9429032388794,16 Feb 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2210504,2210504,,"Peters Doig Limited Chartered Accountants, 59 High Street, Blenheim, 7201
, New Zealand","Peters Doig Limited Chartered Accountants, 59 High Street, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
887,98582,9429040455730,22 Jul 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco98582,98582,,"Allen & Allen, Power Board Bldg, Normanby St, Dargaville
, New Zealand",,,,,,,,,,,,,
888,5785267,9429041942161,26 Aug 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5785267,5785267,,"47 Northbore Road, Belmont, Auckland, 0622
, New Zealand","47 Northbore Road, Belmont, Auckland, 0622
, New Zealand",,,,,,,,,,,,
889,9064352,9429051841997,23 Jan 2024,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco9064352,9064352,,"107b The Drive, Epsom, Auckland, 1023
, New Zealand","107b The Drive, Epsom, Auckland, 1023
, New Zealand",,,,,,,,,,,,
890,77838,9429040602134,05 Nov 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77838,77838,,"67 Upper Queen St, Auckland
, New Zealand",,,,,,,,,,,,,
891,6928696,9429046897251,17 Jul 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6928696,6928696,,"Darmend Prasad, 10a Tawa Crescent, Manurewa, Auckland, 2102
, New Zealand","Darmend Prasad, 10a Tawa Crescent, Manurewa, Auckland, 2102
, New Zealand",,,,,,,,,,,,
892,657148,9429038568121,23 Nov 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco657148,657148,,"Duthie Whyte Solicitors, 6th Floor Duthie Whyte Building, 120 Mayoral Drive, Auckland
, New Zealand","C/- Duthie Whyte, 6th Floor Duthie Whyte Building, 120 Mayoral Drive, Auckland
, New Zealand",June,,,,,,,,,,,
893,1301827,9429035992240,13 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1301827,1301827,,"C/-sumpter Baughen, Level 1, 4 Vinery Lane, Whangarei
, New Zealand","C/-sumpter Baughen, Level 1, 4 Vinery Lane, Whangarei
, New Zealand",,,,,,,,,,,,
894,1484250,9429035531647,03 Mar 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1484250,1484250,,"54 Tremaine Avenue, Taupo
, New Zealand","4 Tremaine Avenue, Taupo
, New Zealand",,,,,,,,,,,,
895,39557,9429040760773,27 Aug 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco39557,39557,,"4th Floor, Farmers Mutual House, 68 The Square
, New Zealand",,,,,,,,,,,,,
896,22501,9429040883366,06 Aug 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco22501,22501,,"C/o G G Rae & J B Riddle, 30 Queen St, Levin
, New Zealand",,,,,,,,,,,,,
897,92920,9429040498515,31 Oct 1974,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco92920,92920,,"11 Halston Close, Rd 4, Ashburton, 7774
, New Zealand","11 Halston Close, Rd 4, Ashburton, 7774
, New Zealand",,,,,,,,,,,,
898,1644171,9429034717011,07 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1644171,1644171,,"1111/1 Hobson St, Auckland City
, New Zealand","1111/1 Hobson St, Auckland City
, New Zealand",,,,,,,,,,,,
899,8183310,9429049282412,03 May 2021,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8183310,8183310,,"5 Hansen Place, Takanini, Takanini, 2112
, New Zealand","5 Hansen Place, Takanini, Takanini, 2112
, New Zealand",,,,,,,,,,,,
900,434763,9429039321480,24 May 1989,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco434763,434763,,"4th Floor, 253 Queen Street, Auckland
, New Zealand","4th Floor, 253 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,
901,1019291,9429037345105,01 Mar 2000,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1019291,1019291,,"Unit 7, 667 Great North Road, Grey Lynn, Auckland
, New Zealand","Unit 7, 667 Great North Road, Grey Lynn, Auckland
, New Zealand",,,,,,,,,,,,
902,2217230,9429032358476,09 Mar 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2217230,2217230,,"Dods & Smith Ltd, Chartered Accountants, 35 May Street, Mt Maunganui
, New Zealand","Dods & Smith Ltd, Chartered Accountants, 35 May Street, Mt Maunganui
, New Zealand",,,,,,,,,,,,
903,165116,9429040206240,07 Sep 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco165116,165116,,"407 N Warren St, Hastings
, New Zealand",,,,,,,,,,,,,
