,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,ACN Number:,FRA Reporting Month:,Reports
756,5788048,9429041947821,26 Aug 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5788048,5788048,,"Level 1, The Hub, 525 Cameron Road, Tauranga, 3144
, New Zealand","Level 1, The Hub, 525 Cameron Road, Tauranga, 3144
, New Zealand",,,,,,,,,,,,
757,115639,9429032069679,22 Oct 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco115639,115639,,"247 Onehunga Mall, Onehunga, Auckland
, New Zealand",,,,,,,,,,,,,
758,1392002,9429035785712,05 Sep 2003,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1392002,1392002,,"451b Richardson Road, Mount Roskill, Auckland, 1041
, New Zealand","451b Richardson Road, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,
759,676899,9429038480218,26 Apr 1995,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco676899,676899,,"Flannery Tait Limited, Level 2, 77 Centennial Avenue, Alexandra, 9340
, New Zealand","Flannery Tait Limited, Level 2, 77 Centennial Avenue, Alexandra, 9340
, New Zealand",,,,,,,,,,,,
760,7556397,9429047529922,24 Jun 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7556397,7556397,,"4 Romney Drive, Belfast, Christchurch, 8051
, New Zealand","4 Romney Drive, Belfast, Christchurch, 8051
, New Zealand",,,,,,,,,,,,
761,3026462,9429031460552,14 Jul 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3026462,3026462,,"5 Forrest Hill Road, Milford, Auckland, 0620
, New Zealand","5 Forrest Hill Road, Milford, Auckland, 0620
, New Zealand",,,,,,,,,,,,
762,450696,9429039275127,26 Oct 1989,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco450696,450696,,"12 Isherwood Pl, St Johns, Auckland
, New Zealand",,,,,,,,,,,,,
763,49923,9429040725987,06 Oct 1952,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco49923,49923,,"Wainui, Kaukapakapa
, New Zealand",,,,,,,,,,,,,
764,146130,9429040313580,27 Apr 1961,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco146130,146130,,"C/o Kpmg Peat Marwick, 9 Shotover Street, Queenstown
, New Zealand","-
, New Zealand",,,,,,,,,,,,
765,1220558,9429036438945,25 Jun 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1220558,1220558,,"C/- Taurus Accounting Solutions Limited, Cnr Durham & Gloucester Street, Level 3 Landsborough House, Christchurch
, New Zealand","C/- Taurus Accounting Solutions Limited, Cnr Durham & Gloucester Street, Level 3 Landsborough House, Christchurch
, New Zealand",,,,,,,,,,,,
766,715807,9429038363078,08 Mar 1996,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco715807,715807,,"Accounted4 Limited, 30 Duke Street, Cambridge, 3434
, New Zealand","Accounted4 Limited, 30 Duke Street, Cambridge, 3434
, New Zealand",,,,,,,,,,,,
767,3251068,9429031238830,26 Jan 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3251068,3251068,,"95 Donovan Street, Blockhouse Bay, Auckland, 0600
, New Zealand","95 Donovan Street, Blockhouse Bay, Auckland, 0600
, New Zealand",,,,,,,,,,,,
768,1562063,9429035153054,01 Oct 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1562063,1562063,,"TFS Chartered Accountants, 214 Main Road, Tawa, Wellington, 5028
, New Zealand","TFS Chartered Accountants, 214 Main Road, Tawa, Wellington, 5028
, New Zealand",,,,,,,,,,,,
769,38936,9429040772363,24 Mar 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco38936,38936,,"246 Plateau Rd, Te Marua, Upper Hutt
, New Zealand",,,,,,,,,,,,,
770,1146742,9429036856541,02 Jul 2001,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1146742,1146742,,"19 Myers Grove, Churton Park, Wellington, 6037
, New Zealand","19 Myers Grove, Churton Park, Wellington, 6037
, New Zealand",,,,,,,,,,,,
771,161208,9429040231822,11 May 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco161208,161208,,"Corner Raffles And Bower Streets, Napier
, New Zealand","-
, New Zealand",,,,,,,,,,,,
772,670026,9429038507007,16 Mar 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco670026,670026,,"C/- K F W Chung, Chartered Accountant, 39 Thackeray Street, Hamilton
, New Zealand","C/- K F W Chung, Chartered Accountant, 39 Thackeray Street, Hamilton
, New Zealand",,,,,,,,,,,,
773,3383015,9429031102865,17 May 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3383015,3383015,,"ATAXZ ACCOUNTANTS LTD, 147 Chadwick Road, Greerton, Tauranga, 3112
, New Zealand","ATAXZ ACCOUNTANTS LTD, 147 Chadwick Road, Greerton, Tauranga, 3112
, New Zealand",,,,,,,,,,,,
774,124251,9429031972697,28 Aug 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco124251,124251,,"236 Oxford Tce, Christchurch
, New Zealand",,,,,,,,,,,,,
775,8467142,9429050810963,01 Sep 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8467142,8467142,,"228 Papanui Road, Merivale, Christchurch, 8014
, New Zealand","228 Papanui Road, Merivale, Christchurch, 8014
, New Zealand",,,,,,,,,,,,
776,142377,9429040328324,21 Dec 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco142377,142377,,"161 Victoria Street, Christchurch
, New Zealand",,,,,,,,,,,,,
777,1048024,9429037199708,13 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1048024,1048024,,"143 Main Highway, Otaki
, New Zealand","143 Main Highway, Otaki
, New Zealand",,,,,,,,,,,,
778,2105698,9429032859317,18 Mar 2008,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2105698,2105698,,"Bennett Reddington Ltd, Unit 3b, 303 Blenheim Road, Christchurch, 8041
, New Zealand","Bennett Reddington Ltd, Unit 3b, 303 Blenheim Road, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
779,180562,9429040137032,06 Aug 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco180562,180562,,"C/o Dey Reilly Stewart, Vickery House, 113 Alexandra St, Hamilton
, New Zealand",,,,,,,,,,,,,
780,2167845,9429032583373,01 Sep 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2167845,2167845,,"275 Oxford Street, Levin 5510
, New Zealand","275 Oxford Street, Levin 5510
, New Zealand",,,,,,,,,,,,
781,5893824,9429042200390,23 Feb 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5893824,5893824,,"1103 Harbourgreen,11 Union Street, Auckland Central, Auckland, 1010
, New Zealand","1103 Harbourgreen,11 Union Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
782,1144393,9429036869220,15 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1144393,1144393,,"Bay Of Islands Taxation 2000 Ltd, The Meridian Building, 93 Kerikeri Road, Kerikeri
, New Zealand","Bay Of Islands Taxation 2000 Ltd, The Meridian Building, 93 Kerikeri Road, Kerikeri
, New Zealand",,,,,,,,,,,,
783,1207233,9429036515745,29 Apr 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1207233,1207233,,"47 Mataro Road, Rd 45, Urenui, 4375
, New Zealand","47 Mataro Road, Rd 45, Urenui, 4375
, New Zealand",,,,,,,,,,,,
784,1568619,9429035120759,21 Oct 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1568619,1568619,,"770c, Cameron Road, Tauranga
, New Zealand","770c, Cameron Road, Tauranga
, New Zealand",,,,,,,,,,,,
785,3228607,9429031269353,17 Dec 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3228607,3228607,,"129 Dominion Road, Nawton, Hamilton, 3200
, New Zealand","129 Dominion Road, Nawton, Hamilton, 3200
, New Zealand",,,,,,,,,,,,
786,3199046,9429031304573,18 Nov 2010,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3199046,3199046,,"199 Stafford Drive, Ruby Bay, Mapua, 7005
, New Zealand","199 Stafford Drive, Ruby Bay, Mapua, 7005
, New Zealand",,,,,,,,,,,,
787,28317,9429040852683,12 Sep 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco28317,28317,,"C/o Official Assignee, 1st Floor Databank House, 175 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,
788,101964,9429040424002,07 Nov 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco101964,101964,,"11a Majesty Place, Bucklands Beach, Auckland
, New Zealand",,,,,,,,,,,,,
789,2161942,9429032611397,21 Aug 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2161942,2161942,,"Turner Accounting Limited, Level 4 Fraser House, 160-162 Willis Street, Wellington
, New Zealand","Turner Accounting Limited, Level 4 Fraser House, 160-162 Willis Street, Wellington
, New Zealand",,,,,,,,,,,,
790,117777,9429032029659,28 Jun 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco117777,117777,,"J J & C E Anelay Ltd, 156 Rowandale Ave, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,
791,2197182,9429032448108,20 Jan 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2197182,2197182,,"64 Gatland Road, Papakura, Auckland
, New Zealand","64 Gatland Road, Papakura, Auckland
, New Zealand",,,,,,,,,,,,
792,7887258,9429047943391,18 Feb 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7887258,7887258,,"63 Appleby Crescent, Burnside, Christchurch, 8053
, New Zealand","63 Appleby Crescent, Burnside, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
793,171978,9429040167602,05 Oct 1972,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco171978,171978,,"81 Golf Club Road, Taihape, 4795
, New Zealand","81 Golf Club Road, Taihape, 4795
, New Zealand",,,,,,,,,,,,
794,5894797,9429042203124,29 Feb 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5894797,5894797,,"15 Casheltown Way, Flat Bush, Auckland, 2019
, New Zealand","15 Casheltown Way, Flat Bush, Auckland, 2019
, New Zealand",,,,,,,,,,,,
795,118041,9429032028454,21 Jul 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco118041,118041,,"116 Duke St, Mt Roskill, Auckland
, New Zealand",,,,,,,,,,,,,
796,57211,9429040698304,11 Jul 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco57211,57211,,"157 Great South Road, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,
797,12305,9429040932569,06 Nov 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco12305,12305,,"Bank Of New South Wales, 152 Main St, Upper Hutt
, New Zealand",,,,,,,,,,,,,
798,684122,9429038457197,22 Jun 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco684122,684122,,"A R Short & Co, Chartered Accountants, 2nd Floor, Farmers Mutual House, 68 The Square, Palmerston North
, New Zealand","A R Short & Co, Chartered Accountants, 2nd Floor, Farmers Mutual House, 68 The Square, Palmerston North
, New Zealand",,,,,,,,,,,,
799,2299963,9429032040753,11 Aug 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2299963,2299963,,"11 Pukenui Road, Epsom, Auckland, 1023
, New Zealand","11 Pukenui Road, Epsom, Auckland, 1023
, New Zealand",,,,,,,,,,,,
800,1207374,9429036514519,03 May 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1207374,1207374,,"35 Charles Street, Westshore, Napier
, New Zealand","35 Charles Street, Westshore, Napier
, New Zealand",,,,,,,,,,,,
801,199900,9429040026541,15 May 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco199900,199900,,"15 Hebe Place, Birkenhead, Auckland
, New Zealand","15 Hebe Place, Birkenhead, Auckland
, New Zealand",,,,,,,,,,,,
802,42367,9429040748900,13 Jun 1929,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco42367,42367,,"6 Boston Road, Mt Eden, Auckland
, New Zealand","6 Boston Road, Mt Eden, Auckland
, New Zealand",,,,,,,,,,,,
803,83649,9429040565804,21 Mar 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco83649,83649,,"210 Gt South Rd, Papatoetoe
, New Zealand",,,,,,,,,,,,,
804,1783849,9429034253939,16 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1783849,1783849,,"C/-lowthers Auckland Limited, Level 12, 191 Queen Street, Auckland Centre, Auckland
, New Zealand","C/-lowthers Auckland Limited, Level 12, 191 Queen Street, Auckland Centre, Auckland
, New Zealand",,,,,,,,,,,,
805,3222809,9429031275088,14 Dec 2010,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco3222809,3222809,,"Hayes Knight, Level 1, 5 William Laurie Place, Albany, Auckland, 0632
, New Zealand","Hayes Knight, Level 1, 5 William Laurie Place, Albany, Auckland, 0632
, New Zealand",,,,,,,,,,,,
806,163580,9429040219837,01 Nov 1971,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco163580,163580,,"9-11 Barraud Street, Dannevirke
, New Zealand","Same As Registered Office
, New Zealand",,,,,,,,,,,,
807,864079,9429038054310,09 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco864079,864079,,"36 Victoria Road, St Kilda, Dunedin
, New Zealand","36 Victoria Road, St Kilda, Dunedin
, New Zealand",,,,,,,,,,,,
808,6012028,9429042385592,07 Jun 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6012028,6012028,,"12 Furlong Road, Papamoa, Te Puke, 3118
, New Zealand","12 Furlong Road, Papamoa, Te Puke, 3118
, New Zealand",,,,,,,,,,,,
809,83941,9429040564173,26 Apr 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco83941,83941,,"89-91 Gt South Rd, Hunters Corner, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,,
810,1587111,9429035033288,15 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1587111,1587111,,"12 The Heights, Reotahi, Whangarei Heads
, New Zealand","12 The Heights, Reotahi, Whangarei Heads
, New Zealand",,,,,,,,,,,,
811,101630,9429040428826,16 Sep 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco101630,101630,,"31 Eddowes St, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,
812,62797,9429040680194,30 Mar 1962,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco62797,62797,,"5 Glenveagh Dr, Auckland
, New Zealand","5 Glenveagh Dr, Auckland
, New Zealand",,,,,,,,,,,,
813,1799690,9429034187890,07 Apr 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1799690,1799690,,"The Offices Of Maurice Howley Ltd, 24 Coles Crescent,, Papakura
, New Zealand","Maurice Howley Ltd, 24 Coles Crescent, Papakura
, New Zealand",,,,,,,,,,,,
814,979055,9429037484828,17 Sep 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco979055,979055,,"7 Addison Place, Halswell, Christchurch
, New Zealand","7 Addison Place, Halswell, Christchurch
, New Zealand",,,,,,,,,,,,
815,1357001,9429035858331,30 Jul 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1357001,1357001,,"Staples Rodway, 314 Riccarton Road, Christchurch, 8041
, New Zealand","Staples Rodway, 314 Riccarton Road, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
816,1960038,9429033285672,27 Jun 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1960038,1960038,,"62 Columba Avenue, Calton Hill, Dunedin, 9012
, New Zealand","62 Columba Avenue, Calton Hill, Dunedin, 9012
, New Zealand",,,,,,,,,,,,
817,1622245,9429034828359,26 Apr 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1622245,1622245,,"9 Tinley Street, Auckland Central, Auckland, 1010
, New Zealand","9 Tinley Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
818,1846867,9429033966915,25 Jul 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1846867,1846867,,"Ross Holmes Trusts Limited, 2 Airbourne Road, Rosedale, Auckland, 0632
, New Zealand","Ross Holmes Trusts Limited, 2 Airbourne Road, Rosedale, Auckland, 0632
, New Zealand",,,,,,,,,,,,
819,1688934,9429034560334,06 Sep 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1688934,1688934,,"Flintoffs, 85 Gala Street, Invercargill
, New Zealand","Flintoffs, 85 Gala Street, Invercargill
, New Zealand",,,,,,,,,,,,
820,1818424,9429034109526,18 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1818424,1818424,,"Brimble Sherriff Young Limited, 155a Trafalgar Street, Nelson
, New Zealand","Brimble Sherriff Young Limited, 155a Trafalgar Street, Nelson
, New Zealand",,,,,,,,,,,,
821,198593,9429040045016,05 Oct 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco198593,198593,,"C/o Mr R A Sinclair, Munros Bldg, Wharf St, Tauranga
, New Zealand",,,,,,,,,,,,,
822,7102734,9429047105492,05 Nov 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7102734,7102734,,"202b Great South Road, Papatoetoe, Auckland, 2025
, New Zealand","202b Great South Road, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,,,,,
823,8338325,9429050460854,31 Mar 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8338325,8338325,,"Biz Solutions Limited, Level 1, 46 Stanley Street, Parnell, Auckland, 1010
, New Zealand","Biz Solutions Limited, Level 1, 46 Stanley Street, Parnell, Auckland, 1010
, New Zealand",,,,,,,,,,,,
824,1591175,9429035010340,10 Jan 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1591175,1591175,,"179 Hibiscus Coast Hwy, Orewa, Auckland
, New Zealand","179 Hibiscus Coast Hwy, Orewa, Auckland
, New Zealand",,,,,,,,,,,,
825,1577526,9429035075769,23 Nov 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1577526,1577526,,"1350 Hinemoa Street, Rotorua, 3040
, New Zealand","1350 Hinemoa Street, Rotorua, 3040
, New Zealand",,,,,,,,,,,,
826,108353,9429032248821,12 May 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco108353,108353,,"1a/165 Stoddard Rd, Mt Roskill, Auckland
, New Zealand",,,,,,,,,,,,,
827,504836,9429039117137,22 May 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco504836,504836,,"240 The Strand, Whakatane
, New Zealand",,,,,,,,,,,,,
828,6841897,9429046780027,14 May 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6841897,6841897,,"Unit 2, 2 Spinella Drive, Bayview, Auckland, 0629
, New Zealand","Unit 2, 2 Spinella Drive, Bayview, Auckland, 0629
, New Zealand",,,,,,,,,,,,
829,10171,9429040942407,17 Oct 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10171,10171,,"49 Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
830,1711247,9429034489628,25 Oct 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1711247,1711247,,"35a Onewa Rd, Northcote Point, Northshore, Auckland
, New Zealand","35a Onewa Rd, Northcote Point, Northshore, Auckland
, New Zealand",,,,,,,,,,,,
831,7427437,9429047417649,26 Apr 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7427437,7427437,,"Katherine Dean, 485 Wairere Road, Rd 2, Auckland, 0782
, New Zealand","Katherine Dean, 485 Wairere Road, Rd 2, Auckland, 0782
, New Zealand",,,,,,,,,,,,
832,73478,9429040625522,31 Oct 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco73478,73478,,"37 Smale St, Pt Chevalier, Auckland
, New Zealand",,,,,,,,,,,,,
833,2201914,9429032427066,22 Jan 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2201914,2201914,,"Equity House, Ground Floor, 75 Queen Street, City, Auckland
, New Zealand","Equity House, Ground Floor, 75 Queen Street, City, Auckland
, New Zealand",,,,,,,,,,,,
834,5889548,9429042200451,24 Feb 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5889548,5889548,,"192 Great South Road, Papakura, Papakura, 2110
, New Zealand","192 Great South Road, Papakura, Papakura, 2110
, New Zealand",,,,,,,,,,,,
835,2355526,9429031795067,09 Nov 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2355526,2355526,,"C/-Tickedy Boo Auckland Limited, 90 John Downs Drive, Browns Bay, Auckland, 0630
, New Zealand","C/-Tickedy Boo Auckland Limited, 90 John Downs Drive, Browns Bay, Auckland, 0630
, New Zealand",,,,,,,,,,,,
836,1483002,9429035538516,13 Feb 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1483002,1483002,,"Accounted4 Ltd, 30 Duke Street, Cambridge, 3434
, New Zealand","Accounted4 Ltd, 30 Duke Street, Cambridge, 3434
, New Zealand",,,,,,,,,,,,
837,895395,9429037909819,03 Mar 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco895395,895395,,"14 Roberts Avenue, Wanganui
, New Zealand","14 Roberts Avenue, Wanganui
, New Zealand",,,,,,,,,,,,
838,3687956,9429030847392,19 Dec 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3687956,3687956,,"Greg Finlay & Associates Limited, Chartered Accountants, 314 Maunganui Rd, Mount Maunganui, 3116
, New Zealand","Greg Finlay & Associates Limited, Chartered Accountants, Level 1, 314 Maunganui Road, Mount Maunganui, 3116
, New Zealand",,,,,,,,,,,,
839,4885939,9429041051306,14 Jan 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4885939,4885939,,"C/- PwC, 15 Customs Street West, Auckland Central, Auckland, 1010
, New Zealand","C/- PwC, 15 Customs Street West, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
840,27608,9429040856025,26 Apr 1973,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco27608,27608,,"15/2 Brasell Street, Fairfield, Lower Hutt, 5011
, New Zealand","15/2 Brasell Street, Fairfield, Lower Hutt, 5011
, New Zealand",,,,,,,,,,,,
841,568836,9429038907524,09 Nov 1992,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco568836,568836,,"91 Richardson Road, Mt Albert, Auckland
, New Zealand","91 Richardson Road, Mt Albert, Auckland
, New Zealand",,,,,,,,,,,,
842,242625,9429039943712,10 May 1984,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco242625,242625,,"Coopers And Lybrand, 143 Durham Street, Tauranga
, New Zealand","-
, New Zealand",,,,,,,,,,,,
843,81063,9429040579702,26 Feb 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco81063,81063,,"243 Symonds St, Auckland 1
, New Zealand",,,,,,,,,,,,,
844,117775,9429032029321,28 Jun 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco117775,117775,,"274 Blockhouse Bay Rd, Auckland 7
, New Zealand",,,,,,,,,,,,,
845,1419599,9429035725152,08 Oct 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1419599,1419599,,"Kelvin C Deal, 53 Bridge Street, Whakatane, 3120
, New Zealand","Kelvin C Deal, 53 Bridge Street, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
846,3707980,9429030820661,19 Jan 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3707980,3707980,,"141 Taita Drive, Avalon, Lower Hutt, 5011
, New Zealand","141 Taita Drive, Avalon, Lower Hutt, 5011
, New Zealand",,,,,,,,,,,,
