,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
809,8147955,9429048875431,16 Dec 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8147955,8147955,,"Flat 2, 19 Sudeley Street, Orakei, Auckland, 1071
, New Zealand","Flat 2, 19 Sudeley Street, Orakei, Auckland, 1071
, New Zealand",,,,,,,,,,,,
810,399027,9429039432810,29 Jun 1988,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco399027,399027,,"C/o B R V Brown, 3033 Great North Road, New Lynn
, New Zealand",,,,,,,,,,,,,
811,1588781,9429035023012,20 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1588781,1588781,,"81 Meeanee Rd, Taradale, Napier
, New Zealand","81 Meeanee Rd, Taradale, Napier
, New Zealand",,,,,,,,,,,,
812,1884289,9429033760094,09 Nov 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1884289,1884289,,"79a Girrahween Drive, Totara Vale, Auckland, 0629
, New Zealand","79a Girrahween Drive, Totara Vale, Auckland, 0629
, New Zealand",,,,,,,,,,,,
813,1204083,9429036534159,09 May 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1204083,1204083,,"C/o S W & J E Leslie, Settlement Road, Kaiwaka
, New Zealand","C/o S W & J E Leslie, Settlement Road, Kaiwaka
, New Zealand",,,,,,,,,,,,
814,1718742,9429034461433,01 Nov 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1718742,1718742,,"221 Princes Street, Invercargill
, New Zealand","221 Princes Street, Invercargill
, New Zealand",,,,,,,,,,,,
815,156957,9429040256511,08 Sep 1971,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco156957,156957,,"37 Gala Street, Invercargill
, New Zealand","37 Gala Street, Invercargill
, New Zealand",,,,,,,,,,,,
816,5982088,9429042327899,02 May 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5982088,5982088,,"C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand","C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,,,,,
817,947157,9429037653019,25 Feb 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco947157,947157,,"Level 3, 110 Customs Street, Auckland
, New Zealand","Level 3, 110 Customs Street West, Auckland
, New Zealand",,,,,,,,,,,,
818,842181,9429038163326,30 Jan 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco842181,842181,,"3 Pirinoa Street, Feilding
, New Zealand","3 Pirinoa Street, Feilding
, New Zealand",,,,,,,,,,,,
819,18782,9429040904719,01 Jun 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco18782,18782,,"8 Davidson Crescent, Tawa
, New Zealand",,,,,,,,,,,,,
820,3198932,9429031304900,23 Nov 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3198932,3198932,,"289 King Street, Temuka, Temuka, 7920
, New Zealand","289 King Street, Temuka, Temuka, 7920
, New Zealand",,,,,,,,,,,,
821,1653384,9429034685181,30 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1653384,1653384,,"149 Ti Rakau Drive, Pakuranga
, New Zealand","149 Ti Rakau Drive, Pakuranga, Auckland
, New Zealand",,,,,,,,,,,,
822,20117,9429040897479,25 Jul 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco20117,20117,,"80 Rongopai St, Palmerston North
, New Zealand",,,,,,,,,,,,,
823,5579265,9429041586839,29 Jan 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5579265,5579265,,"Sayed Masoum Noori, 109 Poulson Street, Addington, Christchurch, 8024
, New Zealand","Sayed Masoum Noori, 109 Poulson Street, Addington, Christchurch, 8024
, New Zealand",,,,,,,,,,,,
824,984942,9429037456290,09 Nov 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco984942,984942,,"C/-goldsmith Fox, 236 Armagh Street, Christchurch
, New Zealand","C/-goldsmith Fox, 236 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,
825,1465188,9429035639343,05 Dec 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1465188,1465188,,"528 Massey Road, Mangere, Auckland, 2022
, New Zealand","528 Massey Road, Mangere, Auckland, 2022
, New Zealand",,,,,,,,,,,,
826,196617,9429040059297,23 Nov 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco196617,196617,,"Cnr Rosemont And Johnston Sts, Waihi
, New Zealand",,,,,,,,,,,,,
827,199692,9429040033020,13 Mar 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco199692,199692,,"11 Torphin Crescent, Tokoroa
, New Zealand",,,,,,,,,,,,,
828,63536,9429040675664,29 Aug 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco63536,63536,,"56 Oshannessey St, Papakura
, New Zealand",,,,,,,,,,,,,
829,925204,9429037762360,16 Sep 1998,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco925204,925204,,"Floor 16, 41 Shortland Street, Auckland Central, Auckland, 1010
, New Zealand","Floor 16, 41 Shortland Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
830,1663424,9429034657492,28 Jul 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1663424,1663424,,"C/-macky Roberton, 144 Parnell Road, Parnell, Auckland
, New Zealand","C/-macky Roberton, 144 Parnell Road, Parnell, Auckland
, New Zealand",,,,,,,,,,,,
831,31250,9429040832463,05 Aug 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco31250,31250,,"Level 7 National Mutual Building, 19 Fitzherbert Ave, Palmerston North
, New Zealand",,,,,,,,,,,,,
832,27049,9429040862538,13 Dec 1972,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco27049,27049,,"C/-murray G Allott, Chartered Accountant, Level 1, 22 Dorset Street, Christchurch
, New Zealand","C/-murray G Allott, Chartered Accountant, Level 1, 22 Dorset Street, Christchurch
, New Zealand",,,,,,,,,,,,
833,86450,9429040543017,22 Jul 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco86450,86450,,"3/38 Huia Road, Otahuhu
, New Zealand",,,,,,,,,,,,,
834,178556,9429040141800,18 Apr 1955,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco178556,178556,,"Lynch & Partners, 25 Willoughby Street, Paeroa
, New Zealand","Lynch & Partners, 25 Willoughby Street, Paeroa
, New Zealand",,,,,,,,,,,,
835,6318748,9429046206008,22 Jun 2017,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6318748,6318748,,"Ketankumar Suthar, 234a Wairau Road, Wairau Valley, Auckland, 0627
, New Zealand","Ketankumar Suthar, 234a Wairau Road, Wairau Valley, Auckland, 0627
, New Zealand",,,,,,,,,,,,
836,824567,9429038246043,04 Sep 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco824567,824567,,"D/108 Colwill Road, Massey, Auckland
, New Zealand","D/108 Colwill Road, Massey, Auckland
, New Zealand",,,,,,,,,,,,
837,72698,9429040630663,18 May 1967,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco72698,72698,,"Level 4, 16 Viaduct Harbour Ave, Auckland
, New Zealand","Level 4, 16 Viaduct Harbour Ave, Auckland
, New Zealand",,,,,,,,,,,,
838,4643880,9429030065093,17 Sep 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4643880,4643880,,"MACKAY BAILEY LIMITED, 109 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand","MACKAY BAILEY LIMITED, 109 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand",,,,,,,,,,,,
839,876833,9429037994259,20 Oct 1997,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco876833,876833,,"Graham Brown & Co Ltd, Chartered Accountants, 45-49 Tirau Street, Putaruru
, New Zealand","Graham Brown & Co Ltd, Chartered Accountants, 45-49 Tirau Street, Putaruru
, New Zealand",,,,,,,,,,,,
840,324661,9429039671486,26 Nov 1986,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco324661,324661,,"22 Anzac Avenue, Auckland 1
, New Zealand",,,,,,,,,,,,,
841,3713539,9429030810938,30 Jan 2012,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3713539,3713539,,"9 Cognac Place, Henderson, Auckland, 0612
, New Zealand","9 Cognac Place, Henderson, Auckland, 0612
, New Zealand",,,,,,,,,,,,
842,87252,9429040538051,16 May 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco87252,87252,,"80 Greys Ave, Auckland
, New Zealand",,,,,,,,,,,,,
843,1129634,9429036946488,17 Apr 2001,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1129634,1129634,,"Rochdale Advisory Group, 56 Straven Road, Riccarton, Christchurch, 8011
, New Zealand","Rochdale Advisory Group, 56 Straven Road, Riccarton, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
844,3161349,9429031353687,06 Oct 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3161349,3161349,,"7 Farleigh Street, Atawhai, Nelson, 7010
, New Zealand","7 Farleigh Street, Atawhai, Nelson, 7010
, New Zealand",,,,,,,,,,,,
845,1281179,9429036097326,03 Apr 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1281179,1281179,,"102 Jeffs Road, Mission Heights, Manukau
, New Zealand","102 Jeffs Road, Mission Heights, Manukau
, New Zealand",,,,,,,,,,,,
846,3674191,9429030866294,28 Nov 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3674191,3674191,,"32 Goffe Drive, Haruru, Haruru, 0204
, New Zealand","32 Goffe Drive, Haruru, Haruru, 0204
, New Zealand",,,,,,,,,,,,
847,2159819,9429032624120,31 Jul 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2159819,2159819,,"63 Ridge Road, Howick
, New Zealand","63 Ridge Road, Howick
, New Zealand",,,,,,,,,,,,
848,251254,9429039914620,06 Sep 1984,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco251254,251254,,"23 White Heron Drive, Massey
, New Zealand",,,,,,,,,,,,,
849,1479601,9429035558361,30 Jan 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1479601,1479601,,"6 Halloran Place, Massey, Auckland
, New Zealand","6 Halloran Place, Massey, Auckland
, New Zealand",,,,,,,,,,,,
850,193481,9429040081939,31 Jul 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco193481,193481,,"C/- O'sheas Solictors, 5th Floor, Peat Marwick Tower, 85 Alexandra Street, Hamilton
, New Zealand",,,,,,,,,,,,,
851,1755837,9429034353592,12 Jan 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1755837,1755837,,"C/-lowthers Auckland Limited, Level 12, 19 Queen Street, Auckland
, New Zealand","C/-lowthers Auckland Limited, Level 12, 191 Queen Street, Auckland Centre, Auckland
, New Zealand",,,,,,,,,,,,
852,77194,9429040606712,06 Aug 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77194,77194,,"Arthur Young, 22 Amersham Way, Manukau City
, New Zealand",,,,,,,,,,,,,
853,1896968,9429033681115,15 Jan 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1896968,1896968,,"C/-minter Ellison Rudd Watts, Level 17, 125 The Terrace, Wellington
, New Zealand","C/-minter Ellison Rudd Watts, Level 17, 125 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,
854,8666,9429040949413,01 Jun 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco8666,8666,,"C/o L J Hunter, Level 3, 99 Boulcott St, Wellington
, New Zealand",,,,,,,,,,,,,
855,58075,9429040695440,29 Apr 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco58075,58075,,"C/o Ross Melville Bridgman, 5th Floor Achilles House, 47 Custom St Box 881, Auckland
, New Zealand",,,,,,,,,,,,,
856,480935,9429039189424,16 Aug 1990,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco480935,480935,,"C/-ancellclare, Chartered Accountants, 275 Hukanui Road, Chartwell, Hamilton 3210
, New Zealand","C/-ancellclare, Chartered Accountants, 275 Hukanui Road, Chartwell, Hamilton 3210
, New Zealand",,,,,,,,,,,,
857,1215225,9429036469260,29 May 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1215225,1215225,,"8a West Belt, Lincoln
, New Zealand","8a West Belt, Lincoln
, New Zealand",,,,,,,,,,,,
858,103030,9429040417660,17 May 1978,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco103030,103030,,"G C Foster & Co, 187 Pakuranga Road, Pakuranga
, New Zealand","G C Foster & Co, 187 Pakuranga Road, Pakuranga
, New Zealand",,,,,,,,,,,,
859,146396,9429040312880,08 Nov 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco146396,146396,,"Co Cowan Morton & Hunter, 11 Charlemont St, Ranfurly
, New Zealand",,,,,,,,,,,,,
860,6980313,9429046965134,15 Aug 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6980313,6980313,,"JOHNSTON ASSOCIATES CHARTERED ACCOUNTANTS LIMITED, Level 1, 1 Jervois Road, Ponsonby, Auckland, 1011
, New Zealand","JOHNSTON ASSOCIATES CHARTERED ACCOUNTANTS LIMITED, Level 1, 1 Jervois Road, Ponsonby, Auckland, 1011
, New Zealand",,,,,,,,,,,,
861,1137033,9429036909117,24 May 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1137033,1137033,,"Dcl Ltd, Hallmark Building, Hillary Square, Orewa
, New Zealand","Dcl Ltd, Hallmark Building, Hillary Square, Orewa
, New Zealand",,,,,,,,,,,,
862,10227,9429040943671,15 Nov 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10227,10227,,"11 Watt Street, Wanganui
, New Zealand",,,,,,,,,,,,,
863,132922,9429031884785,10 Jun 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco132922,132922,,"177 Lichfield St, Christchurch
, New Zealand",,,,,,,,,,,,,
864,6132475,9429043372560,13 Oct 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6132475,6132475,,"N A TRAVELS LIMITED, 156 Halkett Road, Rd 6, Christchurch, 7676
, New Zealand","N A TRAVELS LIMITED, 156 Halkett Road, Rd 6, Christchurch, 7676
, New Zealand",,,,,,,,,,,,
865,5701799,9429041755310,14 May 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5701799,5701799,,"FARMit Accountants Ltd Partnership, Level 1, 2 Commerce Street, Whakatane, 3120
, New Zealand","FARMit Accountants Ltd Partnership, Level 1, 2 Commerce Street, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
866,3542351,9429030954182,13 Sep 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3542351,3542351,,"Heron & Associates (CA) Ltd, 458 Great South Road, Papatoetoe, Auckland, 2025
, New Zealand","Heron & Associates (CA) Ltd, 458 Great South Road, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,,,,,
867,81036,9429040581972,22 Feb 1971,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco81036,81036,,"Robertson Bixley & Assoc, Cnr Wood & East Sts, Papakura
, New Zealand","Robertson Bixley & Assoc, Cnr Wood & East Sts, Papakura
, New Zealand",,,,,,,,,,,,
868,234208,9429039971920,30 Jan 1984,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco234208,234208,,"Level 7, Laptop House, 23 Waring Taylor Street, Wellington
, New Zealand","Level 7, Laptop House, 23 Waring Taylor Street, Wellington
, New Zealand",,,,,,,,,,,,
869,869770,9429038025587,07 Aug 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco869770,869770,,"206 W Lyndon Road, Hastings
, New Zealand","206 W Lyndon Road, Hastings
, New Zealand",,,,,,,,,,,,
870,7558496,9429047531482,25 Jun 2019,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7558496,7558496,,"6 Homewood Avenue, Karori, Wellington, 6012
, New Zealand","6 Homewood Avenue, Karori, Wellington, 6012
, New Zealand",,,,,,,,,,,,
871,1260292,9429036220380,04 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1260292,1260292,,"No 1 Maskell Street, St Heliers, Auckland
, New Zealand","No 1 Maskell Street, St Heliers, Auckland
, New Zealand",,,,,,,,,,,,
872,1047630,9429037201715,13 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1047630,1047630,,"6a Grant Street, Whangarei
, New Zealand","6a Grant Street, Whangarei
, New Zealand",,,,,,,,,,,,
873,91090,9429040514871,14 May 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco91090,91090,,"3 John Gill Rd, Cockle Bay
, New Zealand",,,,,,,,,,,,,
874,1769265,9429034301289,15 Feb 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1769265,1769265,,"8 Knighton Road, Hamilton
, New Zealand","8 Knighton Road, Hamilton
, New Zealand",,,,,,,,,,,,
875,1454514,9429035651734,01 Dec 2003,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1454514,1454514,,"265 Polson Hill Drive, Rd 1, Aokautere, 4471
, New Zealand","265 Polson Hill Drive, Rd 1, Aokautere, 4471
, New Zealand",,,,,,,,,,,,
876,1275244,9429036133192,13 Feb 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1275244,1275244,,"5 Winscombe St, Belmont, North Shore, Auckland
, New Zealand","8th Floor, Patent House, 57 Fort Street, Auckland
, New Zealand",,,,,,,,,,,,
877,1822952,9429034084601,02 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1822952,1822952,,"Lowthers Auckland Limited, Level 12, 191 Queen Street, Auckland Centre, Auckland
, New Zealand","C/-lowthers Auckland Limited, Level 12, 191 Queen Street, Auckland Centre, Auckland
, New Zealand",,,,,,,,,,,,
878,1917640,9429033555492,23 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1917640,1917640,,"C/- Deloitte, 10 Brandon Street, Wellington, 6140
, New Zealand","C/- Deloitte, 10 Brandon Street, Wellington, 6140
, New Zealand",,,,,,,,,,,,
879,1937082,9429033430737,30 Apr 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1937082,1937082,,"Whk Gosling Chapman, Level 6, 51-53 Shortland Street, Auckland
, New Zealand","Whk Gosling Chapman, Level 6, 51-53 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,
880,950239,9429037638320,10 Mar 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco950239,950239,,"Unit C, Level 2, 27-35 Victoria Street, West Auckland
, New Zealand","Unit C, Level 2, 27-35 Victoria Street, West Auckland
, New Zealand",,,,,,,,,,,,
881,1587409,9429035031062,13 Dec 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1587409,1587409,,"ECOVIS KGA Limited, Level 2, 5-7 Kingdon Street, Newmarket, Auckland, 1023
, New Zealand","ECOVIS KGA Limited, Level 2, 5-7 Kingdon Street, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
882,1099826,9429037087319,03 Nov 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1099826,1099826,,"85 Potae Avenue, Gisborne
, New Zealand","85 Potae Avenue, Gisborne
, New Zealand",,,,,,,,,,,,
883,1500424,9429035463269,07 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1500424,1500424,,"10 Lintaine Place, Glen Innes, Auckland
, New Zealand","10 Lintaine Place, Glen Innes, Auckland
, New Zealand",,,,,,,,,,,,
884,580573,9429038873836,30 Apr 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco580573,580573,,"M.p. Obrien, 22 B Everest St, Khandallah, Wellington
, New Zealand","18 Derwent Street, Island Bay, Wellington
, New Zealand",,,,,,,,,,,,
885,197282,9429040055510,23 Nov 1977,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco197282,197282,,"Highway 18, Kumeu Rd 2, Auckland
, New Zealand",,,,,,,,,,,,,
886,71367,9429040635729,13 Sep 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco71367,71367,,"3033 Gt North Rd, New Lynn, Auckland 7
, New Zealand",,,,,,,,,,,,,
887,201617,9429040014937,28 Jun 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco201617,201617,,"Suite 7,, Strata Views,, 30 Willow Street,, Tauranga.
, New Zealand","Suite 7,, Strata Views,, 30 Willow Street,, Tauranga.
, New Zealand",,,,,,,,,,,,
888,1917641,9429033555584,12 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1917641,1917641,,"98 Aorangi Street, Feilding
, New Zealand","98 Aorangi Street, Feilding
, New Zealand",,,,,,,,,,,,
889,2360868,9429031770033,17 Nov 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2360868,2360868,,"BDS Hughes & Clarke Chartered Accountants, 168 Hibiscus Coast Highway, Red Beach, Red Beach, 0932
, New Zealand","BDS Hughes & Clarke Chartered Accountants, 168 Hibiscus Coast Highway, Red Beach, Red Beach, 0932
, New Zealand",,,,,,,,,,,,
890,138456,9429040364582,26 Jun 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco138456,138456,,"88 Landsdowne Terrace, Christchurch 2
, New Zealand",,,,,,,,,,,,,
891,262510,9429039878229,18 Jan 1985,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco262510,262510,,"45 Station Road, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,
892,5478236,9429041441176,06 Oct 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5478236,5478236,,"Bay Accounting & Financial Services Limited, 2 Orange Lane, Bethlehem, Tauranga, 3110
, New Zealand","Bay Accounting & Financial Services Limited, 2 Orange Lane, Bethlehem, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
893,948954,9429037642679,03 Mar 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco948954,948954,,"942 State Highway 5, Rd 2, Rotorua 3072, Nz
, New Zealand","942 State Highway 5, Rd 2, Rotorua 3072, Nz
, New Zealand",,,,,,,,,,,,
894,1850639,9429033951225,02 Aug 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1850639,1850639,,"125 West Tamaki Rd, Glen Innes, 1072, Auckland
, New Zealand","125 West Tamaki Rd, Glen Innes, 1072, Auckland
, New Zealand",,,,,,,,,,,,
895,55887,9429040704890,30 Sep 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco55887,55887,,"Chatfield & Co, 1st Floor, 10 Turner Street, Auckland
, New Zealand",,,,,,,,,,,,,
896,6225961,9429045939723,02 Feb 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6225961,6225961,,"Dianne Weetman, 5 Bacardi Place, Conifer Grove, Takanini, 2112
, New Zealand","Dianne Weetman, 5 Bacardi Place, Conifer Grove, Takanini, 2112
, New Zealand",,,,,,,,,,,,
897,134644,9429031866668,20 Jul 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco134644,134644,,"C/- Ager Riley & Cocks, Chartered Accountants, 84 Gloucester Street, Christchurch
, New Zealand",,,,,,,,,,,,,
898,6323870,9429046214133,05 Jul 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6323870,6323870,,"Craig Anderson Ltd, 270a Queen Street, Richmond, Nelson, 7020
, New Zealand","Craig Anderson Ltd, 270a Queen Street, Richmond, Nelson, 7020
, New Zealand",,,,,,,,,,,,
899,34826,9429040808857,11 Sep 1978,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco34826,34826,,"Suite 16, Wicksteed Tce, Wanganui
, New Zealand","Suite 16, Wicksteed Tce, Wanganui
, New Zealand",,,,,,,,,,,,
