,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
735,1229254,9429036388943,26 Aug 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1229254,1229254,,"Level 20, Asb Bank Centre, 135 Albert Street, Auckland
, New Zealand","Level 20, Asb Bank Centre, 135 Albert Street, Auckland 1010
, New Zealand",,,,,
736,3351612,9429031142403,08 Apr 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3351612,3351612,,"50 Tennyson Street, Napier South, Napier, 4110
, New Zealand","50 Tennyson Street, Napier South, Napier, 4110
, New Zealand",,,,,
737,1009150,9429037395322,18 Jan 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1009150,1009150,,"3/7 Argyle Avenue, Papakura
, New Zealand","3/7 Argyle Avenue, Papakura
, New Zealand",,,,,
738,2241561,9429032266344,07 May 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2241561,2241561,,"Suite 1, 24 Scarborough Terrace, Parnell, Auckland, 1052
, New Zealand","Suite 1, 24 Scarborough Terrace, Parnell, Auckland, 1052
, New Zealand",,,,,
739,1941354,9429033403540,06 Jun 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1941354,1941354,,"32a Avenue Rd, Greenmeadows, Napier
, New Zealand","32a Avenue Rd, Greenmeadows, Napier
, New Zealand",,,,,
740,970569,9429037528065,27 Jul 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco970569,970569,,"30 Abbotsford Street, Whitiora, Hamilton
, New Zealand","30 Abbotsford Street, Whitiora, Hamilton
, New Zealand",,,,,
741,2254866,9429032215328,03 Jun 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2254866,2254866,,"201-10 Fox St, Parnell, Auckland
, New Zealand","201-10 Fox St, Parnell, Auckland
, New Zealand",,,,,
742,7875279,9429047909533,30 Jan 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7875279,7875279,,"Zhu Yang, 5 Wynne Gray Avenue, Stonefields, Auckland, 1072
, New Zealand","Zhu Yang, 5 Wynne Gray Avenue, Stonefields, Auckland, 1072
, New Zealand",,,,,
743,5898070,9429042212393,29 Feb 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5898070,5898070,,"Xtreme Clean Director, 385 Old Dunedin Road, Rd 2, Invercargill, 9872
, New Zealand","Xtreme Clean Director, 385 Old Dunedin Road, Rd 2, Invercargill, 9872
, New Zealand",,,,,
744,7243296,9429047248250,11 Feb 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7243296,7243296,,"Micheal fahy, 41 Pukenui Road, Maunu, Whangarei, 0110
, New Zealand","Micheal fahy, 41 Pukenui Road, Maunu, Whangarei, 0110
, New Zealand",,,,,
745,845956,9429038143243,21 Feb 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco845956,845956,,"17 Debron Avenue, Remuera, Auckland
, New Zealand","17 Debron Avenue, Remuera, Auckland
, New Zealand",,,,,
746,3422311,9429031060370,15 Jun 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3422311,3422311,,"Suite 4, 32 Great South Road, Otahuhu, Auckland, 1062
, New Zealand","Suite 4, 32 Great South Road, Otahuhu, Auckland, 1062
, New Zealand",,,,,
747,960796,9429037581107,13 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco960796,960796,,"C/-paul Johnston, 55 Theodosia Street, Timaru
, New Zealand","C/-paul Johnston, 55 Theodosia Street, Timaru
, New Zealand",,,,,
748,910636,9429037834180,28 May 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco910636,910636,,"7 Charann Place, Avondale, Auckland
, New Zealand","L3,bdo House, 116 Harris Road, East Tamaki, Auckland
, New Zealand",November,,,,
749,2383744,9429031712699,08 Jan 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2383744,2383744,,"21 Dunstan Place, Otara, Auckland, 2023
, New Zealand","21 Dunstan Place, Otara, Auckland, 2023
, New Zealand",,,,,
750,1024792,9429037315573,27 Mar 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1024792,1024792,,"21/10 George Street, Mt Eden, Auckland
, New Zealand","21/10 George Street, Mt Eden, Auckland
, New Zealand",,,,,
751,1918964,9429033543765,09 Mar 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1918964,1918964,,"NZ Y & G CO. LIMITED, 2.07 Ecenter, Gate 5, Oaklands Road, Massey University , Albany, North Shore City, 0632
, New Zealand","NZ Y & G CO. LIMITED, 2.00 Ecenter, Gate 5, Oaklands Road, Massey University , Albany, North Shore City, 0632
, New Zealand",,,,,
752,173199,9429040159188,22 May 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco173199,173199,,"Murphy & Landrigan, 10 Young St, Box 332, New Plymouth
, New Zealand",,,,,,
753,2536648,9429031481526,24 Jun 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2536648,2536648,,"Brenda Meadows, 166 Coates Road, Rd 1, Alexandra, 9391
, New Zealand","Brenda Meadows, 166 Coates Road, Rd 1, Alexandra, 9391
, New Zealand",,,,,
754,9277763,9429052359538,19 Sep 2024,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9277763,9277763,,"Moore Markhams Otago Limited, 2 Clark Street, Dunedin Central, Dunedin, 9016
, New Zealand","Moore Markhams Otago Limited, 2 Clark Street, Dunedin Central, Dunedin, 9016
, New Zealand",,,,,
755,1445860,9429035668213,20 Nov 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1445860,1445860,,"52 Rosebank Road, Avondale, Auckland
, New Zealand","52 Rosebank Road, Avondale, Auckland
, New Zealand",,,,,
756,1948881,9429033359304,31 May 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1948881,1948881,,"C/-nextstep, 4 Park Street, Queenstown
, New Zealand","C/-nextstep, 4 Park Street, Queenstown
, New Zealand",,,,,
757,1944280,9429033387253,11 Jun 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1944280,1944280,,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,
758,164441,9429040215921,25 Jul 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco164441,164441,,"C/o Mcculloch Menzies, Locke St Box 100, Wairoa
, New Zealand",,,,,,
759,1492804,9429035482185,19 Mar 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1492804,1492804,,"Graham Brown & Co Ltd, Chartered Accountants, 45-49 Tirau Street, Putaruru
, New Zealand","Graham Brown & Co Ltd, Chartered Accountants, 45-49 Tirau Street, Putaruru
, New Zealand",,,,,
760,8215498,9429049525373,02 Aug 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8215498,8215498,,"7 Sawyers Lane, Silverdale, Silverdale, 0932
, New Zealand","7 Sawyers Lane, Silverdale, Silverdale, 0932
, New Zealand",,,,,
761,1097297,9429037093716,06 Nov 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1097297,1097297,,"C/- Terrys Takeaways, 309 St Aubyn Street, New Plymouth
, New Zealand","C/- Terrys Takeaways, 309 St Aubyn Street, New Plymouth
, New Zealand",,,,,
762,1274908,9429036134373,12 Feb 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1274908,1274908,,"4 Heversham Place, Glendene, Auckland
, New Zealand","4 Heversham Place, Glendene, Auckland
, New Zealand",,,,,
763,897263,9429037898090,06 Mar 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco897263,897263,,"34 Lagoon Way, West Harbour, Auckland
, New Zealand","34 Lagoon Way, West Harbour, Auckland
, New Zealand",,,,,
764,543805,9429038999918,26 Mar 1992,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco543805,543805,,"Level 3a, Krukziener House, 17 Albert Street, Auckland
, New Zealand","24 Killarney Ave, Torbay, Auckland
, New Zealand",,,,,
765,1627941,9429034799307,27 Apr 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1627941,1627941,,"2/19 Tindells Bay Road, Tindells Bay, Whangaparaoa, Auckland, 1463
, New Zealand","2/19 Tindells Bay Road, Tindells Bay, Whangaparaoa, Auckland, 1463
, New Zealand",,,,,
766,1287798,9429036057467,02 Apr 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1287798,1287798,,"8 Coronation Street, Barrington, Christchurch
, New Zealand","8 Coronation Street, Barrington, Christchurch
, New Zealand",,,,,
767,325404,9429039668899,26 Nov 1986,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco325404,325404,,"Level 9 Wool House, Cnr Featherston And Brandon Streets, Wellington
, New Zealand","Level 9 Wool House, Cnr Featherston And Brandon Streets, Wellington
, New Zealand",,,,,
768,2277591,9429032172249,03 Jul 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2277591,2277591,,"139 Carlton Gore Road, Newmarket, Auckland
, New Zealand","139 Carlton Gore Road, Newmarket, Auckland
, New Zealand",,,,,
769,1257442,9429036238057,18 Nov 2002,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1257442,1257442,,"131 The Ridge, Langs Beach Estate, Waipu, 0582
, New Zealand","131 The Ridge, Langs Beach Estate, Waipu, 0582
, New Zealand",,,,,
770,111996,9429032131635,07 Aug 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco111996,111996,,"Flat 2 29 Titirangi Road, New Lynn, Auckland
, New Zealand",,,,,,
771,1800129,9429034184417,07 Apr 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1800129,1800129,,"209 Great South Road, Papakura, Auckland
, New Zealand","209 Great South Road, Papakura, Auckland
, New Zealand",,,,,
772,1965396,9429033248271,12 Jul 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1965396,1965396,,"15n Roseberry Avenue, Birkenhead, Auckland
, New Zealand","15n Roseberry Avenue, Birkenhead, Auckland
, New Zealand",,,,,
773,1300083,9429035999171,08 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1300083,1300083,,"1460a Hinemoa Street, Rototrua
, New Zealand","1460a Hinemoa Street, Rotorua
, New Zealand",,,,,
774,1529592,9429035310907,25 Jun 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1529592,1529592,,"21 Dahlia Street, Hokowhitu, Palmerston North
, New Zealand","21 Dahlia Street, Hokowhitu, Palmerston North
, New Zealand",,,,,
775,810510,9429038311581,21 May 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco810510,810510,,"19 Cedar Park Road, Tamahere, R D 3, Hamilton
, New Zealand","19 Cedar Park Road, R D 3, Hamilton
, New Zealand",,,,,
776,1274878,9429036134922,17 Feb 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1274878,1274878,,"60 Durham Street, Tauranga
, New Zealand","60 Durham Street, Tauranga
, New Zealand",,,,,
777,960239,9429037584092,20 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco960239,960239,,"8 Richardson Street, Whakatane
, New Zealand","8 Richardson Street, Whakatane
, New Zealand",,,,,
778,8090216,9429048546911,17 Aug 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8090216,8090216,,"30 Rahui Road, Greenhithe, Auckland, 0632
, New Zealand","30 Rahui Road, Greenhithe, Auckland, 0632
, New Zealand",,,,,
779,3320429,9429031178716,23 Mar 2011,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3320429,3320429,,"Giles & Associates Chartered Accountants Limited, 34 Rosemont Road, Waihi, Waihi, 3610
, New Zealand","6 Tatai Road, Rd 1, Katikati, 3177
, New Zealand",,,,,
780,1598271,9429034967560,03 Feb 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1598271,1598271,,"14 Melba Street, Beachhaven, North Shore City
, New Zealand","14 Melba Street, Beachhaven, North Shore City
, New Zealand",,,,,
781,2243511,9429032251562,11 May 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2243511,2243511,,"688 Sandon Road, Rd 9, Feilding, 4779
, New Zealand","688 Sandon Road, Rd 9, Feilding, 4779
, New Zealand",,,,,
782,1209803,9429036500192,08 May 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1209803,1209803,,"7b Haast Street, Remuera, Auckland
, New Zealand","7b Haast Street, Remuera, Auckland
, New Zealand",,,,,
783,160452,9429040235356,27 Sep 1957,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco160452,160452,,"C/- Gardiner Reaney, Chartered Accountants, Maritime Bldg, Cnr Browning & Byron Streets, Napier
, New Zealand","Gardiner Reaney, Chartered Accountants, Cnr Byron & Browning Streets, Napier
, New Zealand",,,,,
784,4651799,9429030058989,13 Sep 2013,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4651799,4651799,,"Fox & Tweed Ltd, Chartered Accountants, 44 Moffatt Road, Bethlehem, Tauranga, 3110
, New Zealand","Fox & Tweed Ltd, Chartered Accountants, 44 Moffatt Road, Bethlehem, Tauranga, 3110
, New Zealand",,,,,
785,1265936,9429036187591,30 Jan 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1265936,1265936,,"7a Aspen Street, Avondale, Auckland
, New Zealand","7a Aspen Street, Avondale, Auckland
, New Zealand",,,,,
786,1911804,9429033588445,16 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1911804,1911804,,"118b Sunnybrae Road, Takapuna Auckland
, New Zealand","118b Sunnybrae Road, Takapuna Auckland
, New Zealand",,,,,
787,1935414,9429033440972,01 May 2007,Removed,NZ Limited Company,No,SPOTX PUBLICATIONS LIMITED,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1935414,1935414,,"Level 6, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand","Level 6, 57 Symonds Street, Grafton, Auckland, 1010
, New Zealand",,,,,
788,1189115,9429036622221,21 Feb 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1189115,1189115,,"112 Richmond Street, Petone 6008
, New Zealand","112 Richmond Street, Petone 6008
, New Zealand",,,,,
789,7115595,9429047119420,19 Nov 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7115595,7115595,,"38 Plantation Avenue, Flat Bush, Auckland, 2016
, New Zealand","38 Plantation Avenue, Flat Bush, Auckland, 2016
, New Zealand",,,,,
790,6902354,9429046860378,25 Jun 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6902354,6902354,,"36 Cheshire Street, Cannons Creek, Porirua, 5024
, New Zealand","36 Cheshire Street, Cannons Creek, Porirua, 5024
, New Zealand",,,,,
791,625249,9429038709029,16 Mar 1994,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco625249,625249,,"Brookfields, 8th Floor, 19 Victoria Street West, Auckland
, New Zealand","Brookfields, 8th Floor, 19 Victoria Street West, Auckland
, New Zealand",,,,,
792,2470589,9429031557986,28 Apr 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2470589,2470589,,"2 Merlot Way, Te Atatu South, Waitakere, 0610
, New Zealand","2 Merlot Way, Te Atatu South, Waitakere, 0610
, New Zealand",,,,,
793,1269931,9429036164479,24 Jan 2003,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1269931,1269931,,"16 Ferniehurst Street, Somerfield, Christchurch, 8024
, New Zealand","16 Ferniehurst Street, Somerfield, Christchurch, 8024
, New Zealand",,,,,
794,2097188,9429032897944,20 Feb 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2097188,2097188,,"46 Victoria Street, Alicetown, Lower Hutt
, New Zealand","46 Victoria Street, Alicetown, Lower Hutt
, New Zealand",,,,,
795,2255548,9429032213454,08 Jun 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2255548,2255548,,"1 Seventeenth Avenue, Tauranga, 3112
, New Zealand","1 Seventeenth Avenue, Tauranga, 3112
, New Zealand",,,,,
796,1641515,9429034730300,31 May 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1641515,1641515,,"Level 1, 103-105 Johnsonville Road, Johnsonville, Wellington, 6037
, New Zealand","Level 1, 103-105 Johnsonville Road, Johnsonville, Wellington, 6037
, New Zealand",,,,,
797,2060059,9429033024752,21 Nov 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2060059,2060059,,"203 Youngson Road, Rd6, Tauranga, 3176
, New Zealand","203 Youngson Road, Rd6, Tauranga, 3176
, New Zealand",,,,,
798,2127185,9429032762716,27 May 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2127185,2127185,,"Baker Tilly Staples Rodway Christchurch Limited, Level 2, 329 Durham Street, Christchurch Central, Christchurch, 8013
, New Zealand","Baker Tilly Staples Rodway Christchurch Limited, Level 2, 329 Durham Street, Christchurch Central, Christchurch, 8013
, New Zealand",,,,,
799,1507021,9429035425816,07 May 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1507021,1507021,,"19 Pukatea Ave, Albany, Auckland
, New Zealand","19 Pukatea Ave, Albany, Auckland
, New Zealand",,,,,
800,6927034,9429046894700,30 Jul 2018,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6927034,6927034,,"24 Seccombes Road, Epsom, Auckland, 1023
, New Zealand","24 Seccombes Road, Epsom, Auckland, 1023
, New Zealand",,,,,
801,8022578,9429048298254,04 Jun 2020,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8022578,8022578,,"15b Paris Place, Birkenhead, Auckland, 0626
, New Zealand","15b Paris Place, Birkenhead, Auckland, 0626
, New Zealand",,,,,
802,70111,9429040642635,09 Mar 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco70111,70111,,"10 West Park Drive, West Harbour
, New Zealand",,,,,,
803,300209,9429039750822,21 Mar 1986,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco300209,300209,,"Taita Cips, 18 Taine St, Taita
, New Zealand",,,,,,
804,1682773,9429034588437,30 Aug 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1682773,1682773,,"31 Dornwell Road Mt Roskill, Auckland
, New Zealand","31 Dornwell Rd Mt Roskill, Auckland
, New Zealand",,,,,
805,1960300,9429033279855,29 Jun 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1960300,1960300,,"1 Realm Place, Massey, Auckland, 0614
, New Zealand","1 Realm Place, Massey, Auckland, 0614
, New Zealand",,,,,
806,5895734,9429042206071,24 Feb 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5895734,5895734,,"46 Sunnynook Road, Sunnynook, Auckland, 0620
, New Zealand","46 Sunnynook Road, Sunnynook, Auckland, 0620
, New Zealand",,,,,
807,8756950,9429051352448,23 May 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8756950,8756950,,"Labour X Force, 15 Wharf Street, Papakura, 2110
, New Zealand","Labour X Force, 15 Wharf Street, Papakura, 2110
, New Zealand",,,,,
808,495917,9429039144805,11 Dec 1990,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco495917,495917,,"36 The Mall, Cromwell
, New Zealand","36 The Mall, Cromwell
, New Zealand",,,,,
809,1588654,9429035023036,17 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1588654,1588654,,"10 Isabel Court, Arrowtown
, New Zealand","10 Isabel Court, Arrowtown
, New Zealand",,,,,
810,3752230,9429030749139,19 Mar 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3752230,3752230,,"2/24 Hatherlow Street, Glenfield, Auckland, 0629
, New Zealand","2/24 Hatherlow Street, Glenfield, Auckland, 0629
, New Zealand",,,,,
811,1269726,9429036165438,20 Jan 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1269726,1269726,,"17 Riversdale Road, Avondale, Auckland
, New Zealand","17 Riversdale Road, Avondale, Auckland
, New Zealand",,,,,
812,919530,9429037791506,12 Aug 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco919530,919530,,"16 Old Quarry Road, Rotorua
, New Zealand","16 Old Quarry Road, Rotorua
, New Zealand",,,,,
813,5140521,9429041192597,14 Apr 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5140521,5140521,,"JESSE & ASSOCIATES BARRISTERS & SOLICITORS, Suite 5a, 17 Albert Street, Auckland Central, Auckland, 1010
, New Zealand","JESSE & ASSOCIATES BARRISTERS & SOLICITORS, Suite 5a, 17 Albert Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,
814,5799348,9429041966891,08 Sep 2015,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5799348,5799348,,"McVeagh Fleming, 5-7 Corinthian Drive, Albany, Auckland, 0632
, New Zealand","McVeagh Fleming, 5-7 Corinthian Drive, Albany, Auckland, 0632
, New Zealand",,,,,
815,1285690,9429036070121,20 Mar 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1285690,1285690,,"Level 6, 121 Beach Road, Auckland
, New Zealand","Level 6, 121 Beach Road, Auckland
, New Zealand",,,,,
816,2396686,9429031682091,03 Feb 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2396686,2396686,,"6 Mangawhai Rd, Rd 5, Wellsford, 0975
, New Zealand","6 Mangawhai Rd, Rd 5, Wellsford, 0975
, New Zealand",,,,,
817,2301402,9429032028195,26 Aug 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2301402,2301402,,"257 Oropi Gorge Road, Rd 3, Tauranga, 3173
, New Zealand","257 Oropi Gorge Road, Rd 3, Tauranga, 3173
, New Zealand",,,,,
818,8149269,9429048887243,21 Dec 2020,Removed,NZ Limited Company,Yes,CORPORATION X LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8149269,8149269,,"Level 27 181 Queens St, Auckland, 1010
, New Zealand","Level 27 181 Queens St, Auckland, 1010
, New Zealand",,,,,
819,1433708,9429035689867,07 Nov 2003,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1433708,1433708,,"91 Moontide Rd, Kumeu, Auckland, 0892
, New Zealand","91 Moontide Rd, Kumeu, Auckland, 0892
, New Zealand",,,,,
820,2260207,9429032203271,16 Jun 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2260207,2260207,,"C/-chatfield & Co Ltd, Level 10/outsource It Tower, 44 Khyber Pass Road, Auckland, 1150
, New Zealand","C/-chatfield & Co Ltd, Level 10/outsource It Tower, 44 Khyber Pass Road, Auckland, 1150
, New Zealand",,,,,
821,1256350,9429036242603,16 Dec 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1256350,1256350,,"C/-mcdonald Vague, Level 5, 80 Greys Avenue, Auckland
, New Zealand","C/-mcdonald Vague, Level 5, 80 Greys Avenue, Auckland
, New Zealand",,,,,
822,1173400,9429036708840,09 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1173400,1173400,,"15 Hargreaves Street, Ponsonby, Auckland
, New Zealand","15 Hargreaves Street, Ponsonby, Auckland
, New Zealand",,,,,
823,946588,9429037658977,19 Feb 1999,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco946588,946588,,"28 Ballard Drive, Stoke, Nelson, 7011
, New Zealand","28 Ballard Drive, Stoke, Nelson, 7011
, New Zealand",,,,,
824,1642427,9429034726822,02 Jun 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1642427,1642427,,"45 Miriama Street, Taumarunui
, New Zealand","45 Miriama Street, Taumarunui
, New Zealand",,,,,
