,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,ACN Number:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
772,611879,9429038765018,16 Mar 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco611879,611879,,"C And I Services Limited, 1st Floor, 145 Willis Street, Wellington
, New Zealand","C And I Services Limited, 1st Floor, 145 Willis Street, Wellington
, New Zealand",,,,,,,,,,,,
773,1144755,9429036865543,15 Jun 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1144755,1144755,,"28 Tonar Street, Northcote, Auckland
, New Zealand","28 Tonar Street, Northcote, Auckland
, New Zealand",,,,,,,,,,,,
774,2159925,9429032624090,22 Aug 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2159925,2159925,,"7 Wolter Crescent, Industrial Estate Cromwell 9342
, New Zealand","7 Wolter Crescent, Industrial Estate Cromwell 9342
, New Zealand",,,,,,,,,,,,
775,531930,9429039030580,10 Dec 1991,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco531930,531930,,"West City Motor Inn, 65-71 Swanson Road, Auckland
, New Zealand",,,,,,,,,,,,,
776,926284,9429037759797,23 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco926284,926284,,"1st Floor, 78 First Avenue, Tauranga
, New Zealand","1st Floor, 78 First Avenue, Tauranga
, New Zealand",,,,,,,,,,,,
777,8256384,9429050034918,03 Nov 2021,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8256384,8256384,,"B Ganger, 14 Gordon Paul Place, Tuakau, Tuakau, 2121
, New Zealand","B Ganger, 14 Gordon Paul Place, Tuakau, Tuakau, 2121
, New Zealand",,,,,,,,,,,,
778,1220299,9429036441679,25 Jun 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1220299,1220299,,"33 Hartley Street, Foxton Beach
, New Zealand","33 Hartley Street, Focton Beach
, New Zealand",,,,,,,,,,,,
779,1941037,9429033406718,09 May 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1941037,1941037,,"Coastal Accounting Ltd, 2 Grant Street, Kamo, Whangarei, 0112
, New Zealand","Coastal Accounting Ltd, 2 Grant Street, Kamo, Whangarei, 0112
, New Zealand",,,,,,,,,,,,
780,1125710,9429036958221,02 Apr 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1125710,1125710,,"30/559 Adelaide Rd, Berhampore, Wellington, 6002
, New Zealand","30/559 Adelaide Rd, Berhampore, Wellington, 6002
, New Zealand",,,,,,,,,,,,
781,32134,9429040830216,26 Mar 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco32134,32134,,"521 High St, Lower Hutt
, New Zealand",,,,,,,,,,,,,
782,90267,9429040518206,25 Feb 1974,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco90267,90267,,"COS.CA Limited, 1a Douglas Street, Whangarei, 0112
, New Zealand","COS.CA Limited, 1a Douglas Street, Whangarei, 0112
, New Zealand",,,,,,,,,,,,
783,6275237,9429046102966,02 May 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6275237,6275237,,"57 John Davis Road, Mount Roskill, Auckland, 1041
, New Zealand","57 John Davis Road, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,
784,1533343,9429035291756,27 Jul 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1533343,1533343,,"C/-burns Mccurrach, The Top Floor, Citibank Centre, 23 Customs Street East, Auckland City
, New Zealand","C/-burns Mccurrach, The Top Floor, Citibank Centre, 23 Customs Street East, Auckland City
, New Zealand",,,,,,,,,,,,
785,1148268,9429036847709,23 Jul 2001,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1148268,1148268,,"Laurie Jordan Fca Limited, 141 Powderham Street, New Plymouth, 4340
, New Zealand","Laurie Jordan Fca Limited, 141 Powderham Street, New Plymouth, 4340
, New Zealand",,,,,,,,,,,,
786,1570767,9429035108665,03 Nov 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1570767,1570767,,"ICL Chartered Accountants Limited, Level 1, 69 Tarbert Street, Alexandra, 9320
, New Zealand","ICL Chartered Accountants Limited, Level 1, 69 Tarbert Street, Alexandra, 9320
, New Zealand",,,,,,,,,,,,
787,1158452,9429036791354,24 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1158452,1158452,,"Crichton Horne & Associates, Old Library Chambers, 109 Cambridge Terrac, Christchurch
, New Zealand","Crichton Horne & Associates, Old Library Chambers, 109 Cambridge Terrace, Christchurch
, New Zealand",,,,,,,,,,,,
788,6419652,9429046332462,01 Sep 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6419652,6419652,,"34b Oranga Street, Marfell, New Plymouth, 4310
, New Zealand","34b Oranga Street, Marfell, New Plymouth, 4310
, New Zealand",,,,,,,,,,,,
789,3982979,9429030532533,04 Sep 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3982979,3982979,,"9 Grays Lane, Kaikoura, Kaikoura, 7300
, New Zealand","9 Grays Lane, Kaikoura, Kaikoura, 7300
, New Zealand",,,,,,,,,,,,
790,23696,9429040881096,04 Jun 1970,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco23696,23696,,"Ranginui, Chamberlain Road, R D 8, Masterton
, New Zealand",,,,,,,,,,,,,
791,7534,9429040954301,14 Dec 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco7534,7534,,"C/o Toothill & Marshall, Manchester Square, Feilding
, New Zealand",,,,,,,,,,,,,
792,77413,9429040602455,08 Sep 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77413,77413,,"C/o P W Byers, Dickeson St, Kaikohe
, New Zealand",,,,,,,,,,,,,
793,4568439,9429030120655,30 Jul 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4568439,4568439,,"KAREN MORRIS, 1 Lighthouse View, Atawhai, Nelson, 7010
, New Zealand","KAREN MORRIS, 1 Lighthouse View, Atawhai, Nelson, 7010
, New Zealand",,,,,,,,,,,,
794,3050225,9429031435307,17 Aug 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3050225,3050225,,"Unit 1, Level 2,191 High Street, Lower Hutt, Lower Hutt, 5010
, New Zealand","Unit 1, Level 2,191 High Street, Lower Hutt, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
795,122376,9429031989060,10 Jun 1946,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco122376,122376,,"C/- Chambers Nicholls, Amp Building, Cathedral Square, Christchurch
, New Zealand",,,,,,,,,,,,,
796,1263648,9429036201686,13 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1263648,1263648,,"10 Corlett Street, Rotorua
, New Zealand","10 Corlett Street, Rotorua
, New Zealand",,,,,,,,,,,,
797,1915659,9429033565224,05 Mar 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1915659,1915659,,"C/-plus Chartered Accountants Ltd, 1st Floor, Dairy House, Porowini Avenue, Whangarei
, New Zealand","C/-plus Chartered Accountants Ltd, 1st Floor, Dairy House, Porowini Avenue, Whangarei
, New Zealand",,,,,,,,,,,,
798,143773,9429040321967,29 Jun 1936,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco143773,143773,,"Queen St, Waimate
, New Zealand",,,,,,,,,,,,,
799,66275,9429040663890,13 Apr 1964,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco66275,66275,,"92a Takanini Clevedon Road, R D 2, Ardmore, Papakura
, New Zealand","92a Takanini Clevedon Road, R D 2, Ardmore, Papakura
, New Zealand",,,,,,,,,,,,
800,103476,9429040412726,17 Jul 1978,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco103476,103476,,"Ground Floor, 83 Grafton Road, Auckland
, New Zealand",,,,,,,,,,,,,
801,1275421,9429036131778,14 Feb 2003,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1275421,1275421,,"Moore Stephens Markhams Auckland, Level 10, 203 Queen Street, Auckland, 1010
, New Zealand","Moore Stephens Markhams Auckland, Level 10, 203 Queen Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
802,149677,9429034061831,24 Nov 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco149677,149677,,"52 Taward St, Oamaru
, New Zealand","-
, New Zealand",,,,,,,,,,,,
803,2192658,9429032469004,15 Dec 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2192658,2192658,,"3/31 Whiteleigh Avenue, Addington, Christchurch 8024
, New Zealand","3/31 Whiteleigh Avenue, Addington, Christchurch 8024
, New Zealand",,,,,,,,,,,,
804,2119128,9429032794991,08 May 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2119128,2119128,,"170a Kerikeri Inlet Road, Kerikeri, Kerikeri, 0230
, New Zealand","170a Kerikeri Inlet Road, Kerikeri, Kerikeri, 0230
, New Zealand",,,,,,,,,,,,
805,112191,9429032126112,01 Sep 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco112191,112191,,"53 Premier Ave, Pt Chevalier, Auckland
, New Zealand",,,,,,,,,,,,,
806,495148,9429039147516,27 Feb 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco495148,495148,,"3 Suzetta Place, Sunny Hills, Pakuranga, Auckland
, New Zealand","-
, New Zealand",,,,,,,,,,,,
807,505857,9429039111098,27 May 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco505857,505857,,"Seymour Building, Cnr Wellington St & Fencible Drive, Howick
, New Zealand","-
, New Zealand",,,,,,,,,,,,
808,807794,9429038325489,30 Apr 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco807794,807794,,"1 Hart Avenue, Lower Hutt
, New Zealand","1 Hart Avenue, Lower Hutt
, New Zealand",,,,,,,,,,,,
809,87626,9429040536811,19 Jun 1973,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco87626,87626,,"106 Bush Road, Building 4, Albany
, New Zealand","106 Bush Road, Building 4, Albany
, New Zealand",,,,,,,,,,,,
810,2051680,9429033048819,07 Nov 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2051680,2051680,,"181 Finlayson Ave, Clendon Park, Manurewa, Auckland
, New Zealand","181 Finlayson Ave, Clendon Park, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,
811,17302,9429040909776,01 Apr 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17302,17302,,"157 Broadway Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,,
812,1298646,9429036003167,01 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1298646,1298646,,"Business Like NZ Limited, 3/53 Cavendish Drive, Manukau, Manukau, 2104
, New Zealand","Business Like NZ Limited, 3/53 Cavendish Drive, Manukau, Manukau, 2104
, New Zealand",,,,,,,,,,,,
813,6558532,9429046468444,17 Nov 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6558532,6558532,,"Level 2, 430 Victoria Street, Hamilton 3204
, New Zealand","Level 2, 430 Victoria Street, Hamilton 3204
, New Zealand",,,,,,,,,,,,
814,4652879,9429030058354,18 Sep 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4652879,4652879,,"160 Hutchinson Avenue, New Lynn, Auckland, 0600
, New Zealand","160 Hutchinson Avenue, New Lynn, Auckland, 0600
, New Zealand",,,,,,,,,,,,
815,1766922,9429034310199,06 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1766922,1766922,,"18 Treagon Place, Papatoetoe, Auckland
, New Zealand","18 Treagon Place, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,
816,3940842,9429030564985,14 Aug 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3940842,3940842,,"2a Leamington Road, Mount Eden, Auckland, 1024
, New Zealand","2a Leamington Road, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
817,3702017,9429030829374,11 Jan 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3702017,3702017,,"2169 Great North Road, Avondale, Auckland, 0600
, New Zealand","2169 Great North Road, Avondale, Auckland, 0600
, New Zealand",,,,,,,,,,,,
818,1118303,9429036994861,07 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1118303,1118303,,"174 Milne Drive, Paraparaumu
, New Zealand","174 Milne Drive, Paraparaumu
, New Zealand",,,,,,,,,,,,
819,1903407,9429033641478,23 Jan 2007,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1903407,1903407,,"91 Somerville Road, Somerville, Auckland, 2014
, New Zealand","91 Somerville Road, Somerville, Auckland, 2014
, New Zealand",,,,,,,,,,,,
820,1133129,9429036930401,23 Apr 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1133129,1133129,,"777 Cameron Road, Tauranga
, New Zealand","777 Cameron Road, Tauranga
, New Zealand",,,,,,,,,,,,
821,56936,9429040700519,12 May 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco56936,56936,,"8a Railside Ave, Henderson, Auckland 8
, New Zealand",,,,,,,,,,,,,
822,891515,9429037925741,27 Jan 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco891515,891515,,"91 Roxburgh Street, Mt Victoria, Wellington
, New Zealand","91 Roxburgh Street, Mt Victoria, Wellington
, New Zealand",,,,,,,,,,,,
823,6234006,9429045952982,10 Feb 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6234006,6234006,,"George Issaq Jajjo, 166 Russell Road, Manurewa, Auckland, 2102
, New Zealand","George Issaq Jajjo, 166 Russell Road, Manurewa, Auckland, 2102
, New Zealand",,,,,,,,,,,,
824,3702575,9429030828520,13 Jan 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3702575,3702575,,"Unit 3, 204 Warren Street North, Hastings, 4122
, New Zealand","Accountants Hawkes Bay Limited, Unit 3, 204 Warren Street North, Hastings, 4122
, New Zealand",,,,,,,,,,,,
825,5398922,9429041333297,25 Jul 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5398922,5398922,,"Level 1, 162 Victoria Street West, Auckland 1010
, New Zealand","Level 1, 162 Victoria Street West, Auckland 1010
, New Zealand",,,,,,,,,,,,
826,1500965,9429035460442,02 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1500965,1500965,,"15 Edsel St, Henderson, Auckland
, New Zealand","15 Edsel St, Henderson, Auckland
, New Zealand",,,,,,,,,,,,
827,1380585,9429035808084,26 Aug 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1380585,1380585,,"C/- Paul Enoka Chartered Accountants Ltd, Level 1, 2 Pretoria Street, Lower Hutt, 5010
, New Zealand","C/- Paul Enoka Chartered Accountants Ltd, Level 1, 2 Pretoria Street, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
828,5842952,9429042057420,06 Nov 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5842952,5842952,,"131 Reynolds Avenue, Bishopdale, Christchurch, 8053
, New Zealand","131 Reynolds Avenue, Bishopdale, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
829,5461523,9429041414187,17 Sep 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5461523,5461523,,"Eastland Refrigeration, 155 Carnarvon Street, Gisborne, Gisborne, 4010
, New Zealand","Eastland Refrigeration, 155 Carnarvon Street, Gisborne, Gisborne, 4010
, New Zealand",,,,,,,,,,,,
830,21437,9429040892580,11 Oct 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco21437,21437,,"2nd Floor, Government Life Buildings, 15 Daly Street, Lower Hutt
, New Zealand",,,,,,,,,,,,,
831,3618631,9429030905184,16 Nov 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3618631,3618631,,"VGA Chartered Accountants Limited, Unit G12, 23 Edwin Street, Mt Eden, Auckland, 1024
, New Zealand","Jono Kennerley, Unit G12, 23 Edwin Street, Mt Eden, Auckland, 1024
, New Zealand",,,,,,,,,,,,
832,626683,9429038701696,16 Sep 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco626683,626683,,"Walker Davey Ltd, Level 3, 148 Victoria Street, Christchurch
, New Zealand","Walker Davey Ltd, Level 3, 148 Victoria Street, Christchurch
, New Zealand",,,,,,,,,,,,
833,147964,9429040302928,13 Mar 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco147964,147964,,"Automobile Association Building, 450 Moray Place, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,
834,1608262,9429034907122,24 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1608262,1608262,,"C/-storey & Associates Limited, 234 Broadway Avenue, Palmerston North
, New Zealand","C/-storey & Associates Limited, 234 Broadway Avenue, Palmerston North
, New Zealand",,,,,,,,,,,,
835,136746,9429031840279,08 Aug 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco136746,136746,,"95 Beachville Road, Christchurch
, New Zealand",,,,,,,,,,,,,
836,84249,9429040562100,30 May 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco84249,84249,,"7 Prospect Rd, Mount Eden, Auckland
, New Zealand",,,,,,,,,,,,,
837,7164973,9429047171855,05 Dec 2018,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7164973,7164973,,"9 Wychwood Crescent, Springfield, Rotorua, 3015
, New Zealand","9 Wychwood Crescent, Springfield, Rotorua, 3015
, New Zealand",,,,,,,,,,,,
838,5836927,9429042040064,27 Oct 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5836927,5836927,,"Mbie Building, 19 Bower St, Napier,  4110
, New Zealand","Mbie Building, 19 Bower St, Napier,  4110
, New Zealand",,,,,,,,,,,,
839,167984,9429040191416,30 Apr 1964,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco167984,167984,,"Marriages Rd Tasman R D 1, Upper Moutere
, New Zealand","Marriages Rd Tasman R D 1, Upper Moutere
, New Zealand",,,,,,,,,,,,
840,239424,9429039953629,12 Apr 1984,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco239424,239424,,"63 Harbour View Road, Pt.chevalier
, New Zealand","63 Harbour View Point, Pt Chevalier, Auckland
, New Zealand",,,,,,,,,,,,
841,2279471,9429032165319,06 Aug 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2279471,2279471,,"Paul Jackson & Asscoaies Ltd, Chartered Accountants, Nathan House, 541 Parnell Road, Parnell, Auckland, 1052
, New Zealand","Paul Jackson & Asscoaies Ltd, Chartered Accountants, Nathan House, 541 Parnell Road, Parnell, Auckland, 1052
, New Zealand",,,,,,,,,,,,
842,1492309,9429035485414,10 Mar 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1492309,1492309,,"61b Mandalay Terrace, Khandallah, Wellington
, New Zealand","61b Mandalay Terrace, Khandallah, Wellington
, New Zealand",,,,,,,,,,,,
843,1161194,9429036776313,28 Sep 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1161194,1161194,,"7 Liardet Street, New Plymouth, Attn: Mr Grant Barnett
, New Zealand","7 Liardet Street, New Plymouth, Attn: Mr Grant Barnett
, New Zealand",,,,,,,,,,,,
844,5003220,9429041117200,04 Mar 2014,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5003220,5003220,,"1/81 Magdala Plc, Middleton, 8024
, New Zealand","1/81 Magdala Plc, Middleton, 8024
, New Zealand",,,,,,,,,,,,
845,157738,9429040254517,25 May 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco157738,157738,,"260 Dee St, Invercargill
, New Zealand",,,,,,,,,,,,,
846,838641,9429038180743,16 Dec 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco838641,838641,,"C/- Ascent Business Directions Limited, 145 Symonds Street, Auckland
, New Zealand","C/- Ascent Business Directions Limited, Level 5, 145 Symonds Street, Auckland
, New Zealand",,,,,,,,,,,,
847,371109,9429039518538,16 Feb 1988,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco371109,371109,,"C/-official Assignee, 10th Floor, Boulcott Street, Wellington
, New Zealand",,,,,,,,,,,,,
848,30569,9429040838809,27 Feb 1975,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco30569,30569,,"C/- Peat Marwick,, Chartered Accountants,, 7th Floor, 135 Victoria St, Wellington.
, New Zealand","C/- Peat Marwick,, Chartered Accountants,, 7th Floor, 135 Victoria St, Wellington.
, New Zealand",,,,,,,,,,,,
849,1855840,9429033923666,23 Aug 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1855840,1855840,,"15a Jocelyn Crescent, Pinehaven, Upper Hutt, 5019
, New Zealand","15a Jocelyn Crescent, Pinehaven, Upper Hutt, 5019
, New Zealand",,,,,,,,,,,,
850,6673573,9429046568403,26 Jan 2018,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6673573,6673573,,"Gael Murray, 706 Robinsons Road, Rolleston, 7678
, New Zealand","Gael Murray, 706 Robinsons Road, Rolleston, 7678
, New Zealand",,,,,,,,,,,,
851,8186705,9429049318012,14 May 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8186705,8186705,,"3 Huia Avenue, Mount Maunganui, Tauranga, 3116
, New Zealand","3 Huia Avenue, Mount Maunganui, Tauranga, 3116
, New Zealand",,,,,,,,,,,,
852,4435838,9429030234949,07 May 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4435838,4435838,,"5 A Oaklands Rd, Mt Eden, Auckland, 1204
, New Zealand","5 A Oaklands Rd, Mt Eden, Auckland, 1204
, New Zealand",,,,,,,,,,,,
853,148800,9429040292748,18 Jun 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco148800,148800,,"Abacus House, 102 Thames St, Oamaru
, New Zealand",,,,,,,,,,,,,
854,3036727,9429031449892,21 Jul 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3036727,3036727,,"126 Titirangi Road, New Lynn, Waitakere, 0600
, New Zealand","126 Titirangi Road, New Lynn, Waitakere, 0600
, New Zealand",,,,,,,,,,,,
855,1506550,9429035427377,30 Apr 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1506550,1506550,,"90 Onslow Road, Khandallah, Wellington, 6035
, New Zealand","90 Onslow Road, Khandallah, Wellington, 6035
, New Zealand",,,,,,,,,,,,
856,8721706,9429051284220,04 May 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8721706,8721706,,"12 Fremantle Place, Pakuranga Heights, Auckland, 2010
, New Zealand","12 Fremantle Place, Pakuranga Heights, Auckland, 2010
, New Zealand",,,,,,,,,,,,
857,8213569,9429049514056,29 Jul 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8213569,8213569,,"187m Great South Road, Greenlane, Auckland, 1051
, New Zealand","187m Great South Road, Greenlane, Auckland, 1051
, New Zealand",,,,,,,,,,,,
858,5620585,9429041646144,11 Mar 2015,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5620585,5620585,,"39, 39 Oranga Avenue, Onehunga, Auckland, 1061
, New Zealand","39, 39 Oranga Avenue, Onehunga, Auckland, 1061
, New Zealand",,,,,,,,,,,,
859,5614265,9429041628294,20 Mar 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5614265,5614265,,"1 Melbourne Street, Queenstown, 9300
, New Zealand","1 Melbourne Street, Queenstown, 9300
, New Zealand",,,,,,,,,,,,
860,1572512,9429035100430,03 Nov 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1572512,1572512,,"2 St Pauls Place, Burwood, Christchurch
, New Zealand","2 St Pauls Place, Burwood, Christchurch
, New Zealand",,,,,,,,,,,,
