,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
750,1540498,9429035254393,13 Aug 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1540498,1540498,,"29 Logan Avenue, Marewa, Napier
, New Zealand","29 Logan Avenue, Marewa, Napier
, New Zealand",Showing 1 of 1 directors,,,,
751,2303166,9429032019223,14 Aug 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2303166,2303166,,"46 Lakeside Drive, Pahurehure, Papakura, 2113
, New Zealand","46 Lakeside Drive, Pahurehure, Papakura, 2113
, New Zealand",Showing 1 of 1 directors,,,,
752,144297,9429040321127,03 Jun 1948,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco144297,144297,,"56 York Place, Dunedin
, New Zealand",,,,,,
753,1943334,9429033392530,23 May 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1943334,1943334,,"923 High Street, Avalon, Lower Hutt
, New Zealand","923 High Street, Avalon, Lower Hutt
, New Zealand",Showing 2 of 2 directors,,,,
754,109126,9429032163810,11 Aug 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco109126,109126,,"6 Regents Grove, Taupo
, New Zealand","6 Regents Grove, Taupo
, New Zealand",Showing 1 of 1 directors,,,,
755,2351942,9429031807562,30 Oct 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2351942,2351942,,"177 Wellesley Road, Napier South, Napier, 4110
, New Zealand","177 Wellesley Road, Napier South, Napier, 4110
, New Zealand",Showing 2 of 2 directors,,,,
756,501482,9429039127716,21 Mar 1991,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco501482,501482,,"105 Oriel Ave, Tawa
, New Zealand","105 Oriel Avenue, Tawa
, New Zealand",Showing 2 of 2 directors,,,,
757,1152708,9429036822522,27 Jul 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1152708,1152708,,"6a Vinery Lane, Whangarei
, New Zealand","David Wynne, Chartered Accountant, 56 Kamo Road, Whangarei
, New Zealand",Showing 2 of 2 directors,,,,
758,78264,9429040597584,23 Dec 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco78264,78264,,"Official Assignee, 2nd Fl Lorne Towers, Lorne St, Auckland
, New Zealand",,,,,,
759,2256988,9429032210200,22 Jun 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2256988,2256988,,"49 Wilton Crescent, Bishopdale, Christchurch
, New Zealand","49 Wilton Crescent, Bishopdale, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,
760,4714000,9429030019416,16 Oct 2013,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4714000,4714000,,"80 Hillsborough Road, Hillsborough, Auckland, 1042
, New Zealand","80 Hillsborough Road, Hillsborough, Auckland, 1042
, New Zealand",Showing 1 of 1 directors,,,,
761,2530508,9429031483575,14 Jul 2010,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2530508,2530508,,"Nairn Fisher 2015 Limited, 1274 Eruera Street, Rotorua, 3010
, New Zealand","Nairn Fisher 2015 Limited, 1274 Eruera Street, Rotorua, 3010
, New Zealand",Showing 1 of 1 directors,,,,
762,1132188,9429036934652,11 Apr 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1132188,1132188,,"1st Floor, 118 Victoria Street, Christchurch
, New Zealand","1st Floor, 118 Victoria Street, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,
763,177309,9429040144641,11 Jun 1953,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco177309,177309,,"123 Maunganui Rd, Mount Mauganui
, New Zealand",,,,,,
764,416424,9429039381262,12 Jan 1989,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco416424,416424,,"12 Talga Court, Takanini
, New Zealand","12 Talga Court, Takanini
, New Zealand",Showing 1 of 1 directors,,,,
765,5892047,9429042196242,22 Feb 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5892047,5892047,,"Evolve Accounting Ltd, 30 Trigg Road, Huapai, Auckland, 0810
, New Zealand","Evolve Accounting Ltd, 30 Trigg Road, Huapai, Auckland, 0810
, New Zealand",Showing 2 of 2 directors,,,,
766,96165,9429040473369,08 Oct 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco96165,96165,,"109 Tihi Rd, Rotorua
, New Zealand",,,,,,
767,638389,9429038651939,31 Jan 1994,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco638389,638389,,"20a Sylvia Park Road, Mt Wellington, Auckland, 1060
, New Zealand","20a Sylvia Park Road, Mt Wellington, Auckland, 1060
, New Zealand",Showing 2 of 2 directors,,,,
768,911556,9429037827458,17 Jun 1998,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco911556,911556,,"7/15 Ely Avenue, Remuera, Auckland
, New Zealand","7/15 Ely Avenue, Remuera, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
769,1937934,9429033426556,02 May 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1937934,1937934,,"Level 2, 90 Symonds Street, Auckland
, New Zealand","Level 2, 90 Symonds Street, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
770,113284,9429032109894,22 Jan 1982,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco113284,113284,,"2 Johns Lane, Pakuranga
, New Zealand",,,,,,
771,107479,9429032264029,11 Jan 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco107479,107479,,"47 Hunua Rd, Papakura
, New Zealand",,,,,,
772,1324484,9429035944485,06 Jun 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1324484,1324484,,"348 Matua Road, Kumeu, Auckland
, New Zealand","348 Matua Road, Kumeu, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
773,876277,9429037996406,30 Sep 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco876277,876277,,"46 Bradbury Rd, Howick, Auckland
, New Zealand","46 Bradbury Rd, Howick, Auckland
, New Zealand",Showing 2 of 4 directors,,,,
774,87879,9429040536675,09 Jul 1973,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco87879,87879,,"126 Jellicoe St, Te Puke
, New Zealand","77 Townpoint Road, Maketu 3020
, New Zealand",Showing 1 of 1 directors,,,,
775,231502,9429039980649,28 Feb 1984,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco231502,231502,,"Business Plus One Limited, Unit 1 / 120 King Street, Pukekohe, Pukekohe, 2120
, New Zealand","Business Plus One Limited, Unit 1 / 120 King Street, Pukekohe, Pukekohe, 2120
, New Zealand",Showing 2 of 2 directors,,,,
776,59901,9429040688060,29 Jun 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco59901,59901,,"Evans Rd, Helensville
, New Zealand",,Showing 2 of 2 directors,,,,
777,1536187,9429035277590,04 Aug 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1536187,1536187,,"465 Pinnacle Hill Road, Bombay, Auckland
, New Zealand","465 Pinnacle Hill Road, Bombay, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
778,186316,9429040121963,23 Mar 1964,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco186316,186316,,"Peat Marwick, 11th Floor Peat Marwick Tower, 85 Alexandra Street, Hamilton
, New Zealand",,,,,,
779,48510,9429040730097,09 Nov 1950,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco48510,48510,,"C/-mcdonald Vague, Level 5, 80 Greys Avenue, Auckland
, New Zealand","C/-mcdonald Vague, Level 5, 80 Greys Avenue, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
780,1626322,9429034806111,21 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1626322,1626322,,"Taurus Accounting Solutions Limited, Level 3, Landsborough House, 287 Durham Street, Christchurch
, New Zealand","Taurus Accounting Solutions Limited, Level 3, Landsborough House, 287 Durham Street, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,
781,2463090,9429031567695,13 May 2010,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2463090,2463090,,"Black & White Accounting Limited, 5 Carlyle Street, Napier South, Napier, 4110
, New Zealand","Black & White Accounting Limited, 5 Carlyle Street, Napier South, Napier, 4110
, New Zealand",Showing 2 of 2 directors,,,,
782,192182,9429040090979,23 Mar 1972,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco192182,192182,,"128 Rostrevor Street, Hamilton
, New Zealand","-
, New Zealand",Showing 2 of 2 directors,,,,
783,99345,9429040451541,22 Oct 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco99345,99345,,"1a John Street, Herne Bay, Auckland
, New Zealand","1a John Street, Herne Bay, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
784,203517,9429040006918,25 Nov 1983,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco203517,203517,,"C/o Martin Wakefield & Co, First Floor Cml Building, Stafford Street, Timaru
, New Zealand","-
, New Zealand",,,,,
785,45413,9429040740324,18 Mar 1946,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco45413,45413,,"7 Ngapuhi Road, Remuera
, New Zealand",,,,,,
786,5999,9429040961972,17 Feb 1949,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco5999,5999,,"8 Tui Street, Taihape
, New Zealand","Ryan Thomas & Co, 8 Tui Street, Taihape
, New Zealand",Showing 1 of 1 directors,,,,
787,2349490,9429031813853,28 Oct 2009,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2349490,2349490,,"Russell Turner, Chartered Accountants, 58 Otaika Road, Whangarei, 0110
, New Zealand","Russell Turner, Chartered Accountants, 58 Otaika Road, Whangarei, 0110
, New Zealand",Showing 1 of 1 directors,,,,
788,6327625,9429046221452,03 Jul 2017,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6327625,6327625,,"3 Otley Street, Christchurch Central, Christchurch, 8013
, New Zealand","3 Otley Street, Christchurch Central, Christchurch, 8013
, New Zealand",Showing 1 of 1 directors,,,,
789,1231607,9429036376216,14 Aug 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1231607,1231607,,"12 Ormsby Crescent, Otorohanga
, New Zealand","12 Ormsby Crescent, Otorohanga
, New Zealand",Showing 1 of 1 directors,,,,
790,157987,9429040249766,04 Oct 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco157987,157987,,"Broad Christie & Partners, Cnr Spey & Kelvin St, Invercargill
, New Zealand",,,,,,
791,197409,9429040052106,27 Feb 1978,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco197409,197409,,"C/o Candy Tappin & Co, Whitaker St, Te Aroha
, New Zealand","-
, New Zealand",Showing 1 of 1 directors,,,,
792,26208,9429040864167,19 May 1947,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco26208,26208,,"C/o Lion Breweries Ltd, 15-17 Murphy St, Wellington
, New Zealand",,,,,,
793,76880,9429040606903,23 Jun 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco76880,76880,,"1 Riverside Dve, Whangarei
, New Zealand",,Showing 2 of 2 directors,,,,
794,30547,9429040841434,20 Feb 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco30547,30547,,"32 Martin Rd, Paraparaumu Beach
, New Zealand",,,,,,
795,188611,9429040110035,22 May 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco188611,188611,,"433 Pollen St, Thames
, New Zealand",,,,,,
796,96980,9429040468150,22 Dec 1975,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco96980,96980,,"Yovich Advisory Limited, 30 Rathbone Street, Whangarei, 0110
, New Zealand","Yovich Advisory Limited, 30 Rathbone Street, Whangarei, 0110
, New Zealand",Showing 1 of 1 directors,,,,
797,603710,9429038796036,01 Sep 1993,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco603710,603710,,"Level 14, Westplaza House, 3 Albert Street, Auckland
, New Zealand","Level 14, Westplaza House, 3 Albert Street, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
798,7440700,9429047430129,02 May 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7440700,7440700,,"Fiona LILLEY, 30b Tarawera Terrace, St Heliers, Auckland, 1071
, New Zealand","Fiona LILLEY, 30b Tarawera Terrace, St Heliers, Auckland, 1071
, New Zealand",Showing 1 of 1 directors,,,,
799,957985,9429037595494,19 May 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco957985,957985,,"Shop C, Meadowland Court, 109 Meadowland Drive, Howick, Auckland
, New Zealand","Shop C, Meadowland Court, 109 Meadowland Drive, Howick, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
800,143523,9429040323053,21 Aug 1931,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco143523,143523,,"51 Forth Street, Dunedin
, New Zealand",,,,,,
801,56997,9429040700052,23 May 1958,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco56997,56997,,"8 Gordon Rd, Otahuhu
, New Zealand",,,,,,
802,86435,9429040546735,28 Feb 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco86435,86435,,"C/o Yolland & Romaniuk, 1st Flr 6 High St, Auckland P O Box 3196
, New Zealand",,,,,,
803,361622,9429039552884,09 Sep 1987,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco361622,361622,,"3/477 Great South Road, Penrose, Auckland
, New Zealand","3/477 Great South Road, Penrose, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
804,153274,9429040275130,06 Apr 1954,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco153274,153274,,"126 Mackay St, Greymouth
, New Zealand",,,,,,
805,1807740,9429034156896,12 May 2006,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1807740,1807740,,"Knobloch & Associates Ltd, 34 Cavendish Drive, Manukau, Auckland, 2104
, New Zealand","Knobloch & Associates Ltd, 34 Cavendish Drive, Manukau, Auckland, 2104
, New Zealand",Showing 1 of 1 directors,,,,
806,59403,9429040689890,31 Mar 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco59403,59403,,"C/o Topliss Fletcher Byers & Co, Clifford St, Kaikohe
, New Zealand",,,,,,
807,4558019,9429030127777,24 Jul 2013,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco4558019,4558019,,"CRAIG PERIAM LIMITED, 13 West Street, Pukekohe, Pukekohe, 2120
, New Zealand","CRAIG PERIAM LIMITED, 13 West Street, Pukekohe, Pukekohe, 2120
, New Zealand",Showing 1 of 1 directors,,,,
808,2156765,9429032637854,30 Jul 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2156765,2156765,,"19 Rumgay St, Fairfield, Lower Hutt, Wellington
, New Zealand","19 Rumgay St, Fairfield, Lower Hutt, Wellington
, New Zealand",Showing 1 of 1 directors,,,,
809,4893,9429040964478,02 Aug 1946,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4893,4893,,"C/o Watkins Hull & Co, Challenge House, The Terrace Box 1990, Wellington
, New Zealand",,,,,,
810,1080027,9429037123482,16 Oct 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1080027,1080027,,"C/- Stanford Foster Ltd, Chartered Accountants, 187 Pakuranga Road, Pakuranga
, New Zealand","C/- Stanford Foster Ltd, Chartered Accountants, 187 Pakuranga Road, Pakuranga
, New Zealand",Showing 1 of 1 directors,,,,
811,425438,9429039352545,04 May 1989,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco425438,425438,,"Level 2, Bower House, 26 - 28 Bower Street, Napier 4110
, New Zealand","Level 2, Bower House, 26 - 28 Bower Street, Napier 4110
, New Zealand",Showing 2 of 2 directors,,,,
812,72332,9429040632346,16 Mar 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco72332,72332,,"3/21 Clobern Rd, Remuera, Auckland
, New Zealand",,,,,,
813,17078,9429040913346,04 Feb 1965,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco17078,17078,,"A R Short & Co, Chartered Accountants, Level 8 Fmg Building, 55 The Square, Palmerston North
, New Zealand","A R Short & Co, Chartered Accountants, Level 8 Fmg Building, 55 The Square, Palmerston North
, New Zealand",Showing 2 of 2 directors,,,,
814,6982,9429040958064,09 Nov 1950,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco6982,6982,,"1-25 Fitzherbert Ave, Palmerston North
, New Zealand","1-25 Fitzherbert Ave, Palmerston North
, New Zealand",Showing 2 of 6 directors,,,,
815,8879429,9429051566654,30 Aug 2023,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8879429,8879429,,"Harshmeet Virdi, 13 Thames Drive, Rolleston, Rolleston, 7615
, New Zealand","Harshmeet Virdi, 13 Thames Drive, Rolleston, Rolleston, 7615
, New Zealand",Showing 2 of 2 directors,,,,
816,851263,9429038116230,22 Apr 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco851263,851263,,"182 Vivian Street, Wellington
, New Zealand","182 Vivian Street, Wellington
, New Zealand",Showing 2 of 2 directors,,,,
817,173059,9429040154312,28 Mar 1979,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco173059,173059,,"Baker Tilly Staples Rodway Taranaki Limited, 109 Powderham Street, New Plymouth, New Plymouth, 4310
, New Zealand","Baker Tilly Staples Rodway Taranaki Limited, 109 Powderham Street, New Plymouth, New Plymouth, 4310
, New Zealand",Showing 2 of 2 directors,,,,
818,1643752,9429034717851,03 Jun 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1643752,1643752,,"8 Moana Place, Morrinsville, Morrinsville, 3300
, New Zealand","8 Moana Place, Morrinsville, Morrinsville, 3300
, New Zealand",Showing 1 of 1 directors,,,,
819,1812886,9429034129814,05 May 2006,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1812886,1812886,,"Level 9, 191 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","Level 9, 191 Queen Street, Auckland Central, Auckland, 1010
, New Zealand",Showing 2 of 3 directors,,,,
820,1486026,9429035521716,02 Mar 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1486026,1486026,,"3/19 Driver Road, Mangere East, Auckland
, New Zealand","3/19 Driver Road, Mangere East, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
821,1811980,9429034133064,05 May 2006,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1811980,1811980,,"51 Awarua Street, Ngaio, Wellington, 6035
, New Zealand","51 Awarua Street, Ngaio, Wellington, 6035
, New Zealand",Showing 2 of 2 directors,,,,
822,1279957,9429036104024,05 Mar 2003,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1279957,1279957,,"40 Vale Road, Riverside, Whangarei, 0112
, New Zealand","40 Vale Road, Riverside, Whangarei, 0112
, New Zealand",Showing 1 of 1 directors,,,,
823,1622808,9429034824832,05 May 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1622808,1622808,,"Foley Hughes, Level 1, 20 Beaumont St, Freemans Bay, Auckland, 1010
, New Zealand","Foley Hughes, Level 1, 20 Beaumont St, Freemans Bay, Auckland, 1010
, New Zealand",Showing 2 of 2 directors,,,,
824,263902,9429039873552,04 Feb 1985,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco263902,263902,,"31a North Ridge Drive, Rd 1, Hamilton, 3281
, New Zealand","31a North Ridge Drive, Rd 1, Hamilton, 3281
, New Zealand",Showing 1 of 1 directors,,,,
825,6802,9429040955919,23 Jun 1950,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco6802,6802,,"4 Victoria Avenue, Palmerston North
, New Zealand","Pritchard Dilks, 4 Victoria Avenue, Palmerston North
, New Zealand",Showing 1 of 1 directors,,,,
826,191177,9429040095578,28 Sep 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco191177,191177,,"Reeder Smith & Co, Eruera St, Box 1049, Rotorua
, New Zealand",,,,,,
827,1210257,9429036497133,13 May 2002,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1210257,1210257,,"101 Aikmans Road, Merivale, Christchurch, 8014
, New Zealand","101 Aikmans Road, Merivale, Christchurch, 8014
, New Zealand",Showing 1 of 1 directors,,,,
828,81245,9429040581620,25 Mar 1971,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco81245,81245,,"7th Flr, Air New Zealand Hse, 1 Queen St, Auckland
, New Zealand",,,,,,
829,647473,9429038609695,12 May 1995,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco647473,647473,,"7 Liardet Street, New Plymouth
, New Zealand","7 Liardet Street, New Plymouth
, New Zealand",Showing 1 of 1 directors,,,,
830,194842,9429040073781,27 May 1964,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco194842,194842,,"5th Level Touche Ross Centre, Cnr Bryce And Angelsea Streets, Hamilton
, New Zealand",,,,,,
831,2198472,9429032442441,18 Dec 2008,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2198472,2198472,,"108 Rockfield Road, Penrose, Auckland, 1061
, New Zealand","108 Rockfield Road, Penrose, Auckland, 1061
, New Zealand",Showing 1 of 1 directors,,,,
832,46952,9429040734613,07 Oct 1948,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco46952,46952,,"4th Floor, Barclays House, 70 Shortland Street, Auckland
, New Zealand","4th Floor, Barclays House, 70 Shortland Street, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
833,2523555,9429031487818,23 Jun 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2523555,2523555,,"122 Victoria St, Dargaville
, New Zealand","122 Victoria St, Dargaville
, New Zealand",Showing 2 of 2 directors,,,,
834,30839,9429040839912,06 May 1975,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco30839,30839,,"69 Rutherford St, Lower Hutt
, New Zealand",,,,,,
835,1875119,9429033813554,20 Oct 2006,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1875119,1875119,,"C/-johnston Associates, 202 Ponsonby Road, Ponsonby, Auckland
, New Zealand","C/-johnston Associates, 202 Ponsonby Road, Ponsonby, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
836,66796,9429040662053,08 Jul 1964,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco66796,66796,,"C/o Stoddard Robinson & Co, Mercury Buildings, Clyde Road, Auckland 10
, New Zealand",,,,,,
837,673140,9429038493881,21 Apr 1995,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco673140,673140,,"8 Ames Street, Paekakariki
, New Zealand","8 Ames Street, Paekakariki
, New Zealand",Showing 1 of 1 directors,,,,
838,323183,9429039677198,29 Oct 1986,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco323183,323183,,"47 Bannings Way, Hobsonville
, New Zealand","47 Bannings Way, Hobsonville
, New Zealand",Showing 1 of 1 directors,,,,
839,2492411,9429031529754,18 May 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2492411,2492411,,"Level 1, 18 Shortland Street, Auckland
, New Zealand","Level 1, 18 Shortland Street, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
840,88793,9429040530055,25 Sep 1973,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco88793,88793,,"865 West Coast Rd, Oratia
, New Zealand","865 West Coast Road, Oratia
, New Zealand",Showing 1 of 1 directors,,,,
841,98059,9429040457574,25 May 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco98059,98059,,"6th Flr Anz Bank Bldg, Cnr Queen St & Victoria St, Auckland
, New Zealand",,,,,,
842,1926697,9429033497464,24 Apr 2007,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1926697,1926697,,"Deloittes, Attention: Cathy Priest, Deloittes House, Levels 11-16, 10, Brandon Str, Wellington 6011
, New Zealand","Deloittes, Attention: Cathy Priest, Deloittes House, Levels 11-16, 10, Brandon Str, Wellington 6011
, New Zealand",Showing 2 of 2 directors,,,,
843,10439,9429040943374,25 Mar 1957,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco10439,10439,,"5 Chamberlain Road, Karori, Wellington
, New Zealand","5 Chamberlain Road, Karori, Wellington
, New Zealand",Showing 2 of 2 directors,,,,
844,37104,9429040786544,06 Nov 1980,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco37104,37104,,"C/-initiom Limited, 14 Knox Street, Hamilton
, New Zealand","C/-initiom Limited, 14 Knox Street, Hamilton
, New Zealand",Showing 2 of 2 directors,,,,
845,1027412,9429037299057,31 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1027412,1027412,,"131 Taupaki Road, Taupaki, Auckland, 0000
, New Zealand","131 Taupaki Road, Taupaki, Auckland, 0000
, New Zealand",Showing 2 of 2 directors,,,,
846,2202865,9429032424249,16 Jan 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2202865,2202865,,"136 Schnapper Rock Rd, Albany
, New Zealand","136 Schnapper Rock Rd, Albany
, New Zealand",Showing 1 of 1 directors,,,,
847,10258,9429040942278,27 Nov 1956,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco10258,10258,,"Bdo House, 99-105 Customhouse Quay, Wellington
, New Zealand","Bdo House, 99-105 Customhouse Quay, Wellington
, New Zealand",Showing 2 of 3 directors,,,,
848,1209662,9429036500918,07 May 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1209662,1209662,,"81, Hepburn Road, Glendene, Auckland
, New Zealand","81, Hepburn Road, Glendene, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
