,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,address.Type of entity,Status:,Reports:,ACN Number:
792,1857064,9429033914961,11 Oct 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1857064,1857064,,"61, Colway Street, Ngaio, Wellington
, New Zealand","61, Colway Street, Ngaio, Wellington
, New Zealand",,,,,,,,,,,,,,,
793,952754,9429037621933,29 Mar 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco952754,952754,,"3 Cooks Lookout, Whitianga
, New Zealand","3 Cooks Lookout, Whitianga
, New Zealand",,,,,,,,,,,,,,,
794,1183560,9429036654376,17 Jan 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1183560,1183560,,"36 Botanic View, Manurewa, Auckland, 2105
, New Zealand","36 Botanic View, Manurewa, Auckland, 2105
, New Zealand",,,,,,,,,,,,,,,
795,1859579,9429033901404,28 Aug 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1859579,1859579,,"34b Links Road, New Lynn, Auckland
, New Zealand","34b Links Road, New Lynn, Auckland
, New Zealand",,,,,,,,,,,,,,,
796,2182444,9429032514728,22 Oct 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2182444,2182444,,"42 Brunner Road, Glen Eden, Waitakere 0602
, New Zealand","42 Brunner Road, Glen Eden, Waitaker 0602
, New Zealand",,,,,,,,,,,,,,,
797,2191985,9429032473544,25 Nov 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2191985,2191985,,"52 Bluebird Cres, Albany, Auckland
, New Zealand","52 Bluebird Cres, Albany, Auckland
, New Zealand",,,,,,,,,,,,,,,
798,631239,9429038683183,31 May 1994,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco631239,631239,,"Michele Ann Saunders, 22 Glengarry Avenue, Manly, Whangaparaoa, 0930
, New Zealand","Michele Ann Saunders, 22 Glengarry Avenue, Manly, Whangaparaoa, 0930
, New Zealand",,,,,,,,,,,,,,,
799,2060072,9429033025445,20 Dec 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2060072,2060072,,"19 Main Street, Te Kauwhata
, New Zealand","Rangiriri Road, Rd 2, Te Kauwhata
, New Zealand",,,,,,,,,,,,,,,
800,1175790,9429036696550,04 Dec 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1175790,1175790,,"37 Campion Road, Waikanae, Kapiti Coast
, New Zealand","37 Campion Road, Waikanae, Kapiti Coast
, New Zealand",,,,,,,,,,,,,,,
801,1550572,9429035207863,16 Sep 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1550572,1550572,,"Ainger Tomlin Ltd, 12 Sayers Crescent, Ilam, Christchurch, 8041
, New Zealand","Ainger Tomlin Ltd, 12 Sayers Crescent, Ilam, Christchurch, 8041
, New Zealand",,,,,,,,,,,,,,,
802,6751874,9429046640260,08 Mar 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6751874,6751874,,"Flat 1, 309 Wairau Road, Totara Vale, Auckland, 0627
, New Zealand","Flat 1, 309 Wairau Road, Totara Vale, Auckland, 0627
, New Zealand",,,,,,,,,,,,,,,
803,1653483,9429034686874,28 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1653483,1653483,,"1/75 Wintere Rd, Papatoetoe, Auckland
, New Zealand","1/75 Wintere Rd, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,,,,
804,1917512,9429033552903,09 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1917512,1917512,,"TFS Chartered Accountants, 214 Main Road, Tawa, Wellington, 5028
, New Zealand","214 Main Road, Tawa, Wellington, 5028
, New Zealand",,,,,,,,,,,,,,,
805,1220388,9429036441013,18 Jul 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1220388,1220388,,"CooperAitken Limited, 42 Moorhouse Street, Morrinsville, 3300
, New Zealand","CooperAitken Limited, 42 Moorhouse Street, Morrinsville, 3300
, New Zealand",,,,,,,,,,,,,,,
806,1276770,9429036123742,19 Feb 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1276770,1276770,,"Raynes Gibson & Matthews Accountants Ltd, 110 St Lukes Rd, Sandringham, Auckland
, New Zealand","Raynes Gibson & Matthews Accountants Ltd, 110 St Lukes Rd, Sandringham, Auckland
, New Zealand",,,,,,,,,,,,,,,
807,713129,9429038370564,27 Feb 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco713129,713129,,"1st Floor, 11 Beach Road, Auckland City
, New Zealand","1st Floor, 11 Beach Road, Auckland City
, New Zealand",,,,,,,,,,,,,,,
808,705299,9429038389450,15 Mar 1996,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco705299,705299,,"Level 15, Grant Thornton House, 215 Lambton Quay, Wellington, 6143
, New Zealand","Level 15, Grant Thornton House, 215 Lambton Quay, Wellington, 6143
, New Zealand",,,,,,,,,,,,,,,
809,1171365,9429036720347,19 Nov 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1171365,1171365,,"10 Manuka Road, Oneroa, Waiheke Island
, New Zealand","10 Manuka Road, Oneroa, Waiheke Island
, New Zealand",,,,,,,,,,,,,,,
810,1871244,9429033837628,02 Oct 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1871244,1871244,,"16 Royal Street, Upper Hutt
, New Zealand","16 Royal Street, Upper Hutt
, New Zealand",,,,,,,,,,,,,,,
811,1153404,9429036818860,30 Jul 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 6 directors,httpsapp.companiesoffice.govt.nzco1153404,1153404,,"Offices Of Hayes Knight (bah), Parnell House, 470 Parnell Road, Parnell Auckland 1
, New Zealand","Offices Of Hayes Knight (bah), Parnell House, 470 Parnell Road, Parnell Auckland 1
, New Zealand",,,,,,,,,,,,,,,
812,1516436,9429035378129,19 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1516436,1516436,,"Forward Accountants Limited, Chartered Accountants, 77 Landing Road, Whakatane
, New Zealand","Forward Accountants Limited, Chartered Accountants, 77 Landing Road, Whakatane
, New Zealand",,,,,,,,,,,,,,,
813,2216518,9429032362329,06 Apr 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2216518,2216518,,"Ohope Beach 4 U Ltd, 136 Pohutukawa Avenue, Ohope, 3121
, New Zealand","Ohope Beach 4 U Ltd, 136 Pohutukawa Avenue, Ohope, 3121
, New Zealand",,,,,,,,,,,,,,,
814,7274756,9429047277540,18 Feb 2019,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7274756,7274756,,"16 Foley Grove, Pyes Pa, Tauranga, 3110
, New Zealand","16 Foley Grove, Pyes Pa, Tauranga, 3110
, New Zealand",,,,,,,,,,,,,,,
815,876795,9429037996178,15 Oct 1997,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco876795,876795,,"Hall & Parsons C Ltd, 1 Ihumata Road, Milford, Auckland, 0620
, New Zealand","Hall & Parsons C Ltd, 1 Ihumata Road, Milford, Auckland, 0620
, New Zealand",,,,,,,,,,,,,,,
816,987148,9429037445089,28 Oct 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco987148,987148,,"6g Hobson Garden Apt, 205 Hobson Street, Auckland
, New Zealand","6g Hobson Garden Apt, 205 Hobson Street, Auckland
, New Zealand",,,,,,,,,,,,,,,
817,2139328,9429032709292,06 Jun 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2139328,2139328,,"Shop131 North City Plaza, 4 Titahi Bay Rd Porirua, Wellington
, New Zealand","Shop131 North City Plaza, 4 Titahi Bay Rd Porirua, Wellington
, New Zealand",,,,,,,,,,,,,,,
818,1271296,9429036156894,26 Feb 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1271296,1271296,,"384 Ilam Road, Fendalton, Christchurch, 8540
, New Zealand","384 Ilam Road, Fendalton, Christchurch, 8540
, New Zealand",,,,,,,,,,,,,,,
819,9272402,9429052314612,30 Aug 2024,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9272402,9272402,,"HENDL BUSINESS & ACCOUNTING LTD, 151 Aerodrome Road, Whakatane, 3191
, New Zealand","75 Aerodrome Road, Rd 1, Whakatane, 3191
, New Zealand",,,,,,,,,,,,,,,
820,8135728,9429048747639,02 Nov 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8135728,8135728,,"70 Kalaugher Road, Rd 21, Geraldine, 7991
, New Zealand","70 Kalaugher Road, Rd 21, Geraldine, 7991
, New Zealand",,,,,,,,,,,,,,,
821,1800290,9429034185216,07 Apr 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1800290,1800290,,"172 Hereford Street, Christchurch
, New Zealand","172 Hereford Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,
822,1687740,9429034568057,04 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1687740,1687740,,"12 Cajero Place, Green Bay, Auckland
, New Zealand","12 Cajero Place, Green Bay, Auckland
, New Zealand",,,,,,,,,,,,,,,
823,4070498,9429030467354,25 Oct 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4070498,4070498,,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,,,,,,,
824,920762,9429037784362,24 Aug 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco920762,920762,,"12/33 Yates Road, Mangere
, New Zealand","12/33 Yates Road, Mangere
, New Zealand",,,,,,,,,,,,,,,
825,160628,9429040236858,31 Oct 1958,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco160628,160628,,"818a Karamu Road North, Hastings
, New Zealand","818a Karamu Road North, Hastings
, New Zealand",,,,,,,,,,,,,,,
826,2514930,9429031496407,23 Jun 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2514930,2514930,,"4 Ada Place Lake Hayes Estate, Frankton, Queenstown, 9304
, New Zealand","4 Ada Place Lake Hayes Estate, Frankton, Queenstown, 9304
, New Zealand",,,,,,,,,,,,,,,
827,1908991,9429033610405,12 Feb 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1908991,1908991,,"41 Park Terrace, Blenheim 7201
, New Zealand","41 Park Terrace, Blenheim 7201
, New Zealand",,,,,,,,,,,,,,,
828,2210739,9429032389975,13 Feb 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2210739,2210739,,"40 Mt Eden Road, Mt Eden, Auckland 1024
, New Zealand","40 Mt Eden Road, Mt Eden, Auckland 1024
, New Zealand",,,,,,,,,,,,,,,
829,3259154,9429031229678,16 Feb 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3259154,3259154,,"641b Ridge Road, Rd 3, Albany, 0793
, New Zealand","641b Ridge Road, Rd 3, Albany, 0793
, New Zealand",,,,,,,,,,,,,,,
830,1768314,9429034303726,13 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1768314,1768314,,"265 Riccarton Road, Riccarton, Christchurch
, New Zealand","265 Riccarton Road, Riccarton, Christchurch
, New Zealand",,,,,,,,,,,,,,,
831,6306169,9429046178602,08 Jun 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6306169,6306169,,"65 Rosario Crescent, Red Beach, Red Beach, 0932
, New Zealand","65 Rosario Crescent, Red Beach, Red Beach, 0932
, New Zealand",,,,,,,,,,,,,,,
832,198791,9429040042923,23 Jan 1980,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco198791,198791,,"Suite 5, 2nd Floor, 309 Broadway, Newmarket, Auckland
, New Zealand","-
, New Zealand",,,,,,,,,,,,,,,
833,1863136,9429033883380,26 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1863136,1863136,,"5 Aplin Place, Birkdale, Auckland
, New Zealand","5 Aplin Place, Birkdale, Auckland
, New Zealand",,,,,,,,,,,,,,,
834,1937252,9429033428604,28 May 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1937252,1937252,,"Rapid 164 Mcdonnell Road, Arrowtown, Central Otago 9351
, New Zealand","Rapid 164 Mcdonnell Road, Arrowtown, Central Otago 9351
, New Zealand",,,,,,,,,,,,,,,
835,1025920,9429037306441,11 Apr 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1025920,1025920,,"51 Charters Street, Kaiapoi
, New Zealand","51 Charters Street, Kaiapoi
, New Zealand",,,,,,,,,,,,,,,
836,1880846,9429033781082,06 Nov 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1880846,1880846,,"10a Orchard Road, Rd 2, Te Kauwhata 3782
, New Zealand","10a Orchard Road, Rd 2, Te Kauwhata 3782
, New Zealand",,,,,,,,,,,,,,,
837,1467524,9429035625094,10 Dec 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1467524,1467524,,"Laurenson Chartered Accountants, Level 6, Cbd Towers, Main Street, Upper Hutt
, New Zealand","296 Main Road North, Upper Hutt
, New Zealand",,,,,,,,,,,,,,,
838,1238239,9429036338801,04 Sep 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1238239,1238239,,"23 Gunns Crescent, Cashmere, Christchurch
, New Zealand","23 Gunns Crescent, Cashmere, Christchurch
, New Zealand",,,,,,,,,,,,,,,
839,695808,9429038418624,25 Sep 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco695808,695808,,"Ingham Mora Malcolm & Rassell, Second Floor Realty House, 60 Durham Street, Tauranga
, New Zealand","Ingham Mora Malcolm & Rassell, Second Floor Realty House, 60 Durham Street, Tauranga
, New Zealand",,,,,,,,,,,,,,,
840,967993,9429037543778,06 Jul 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco967993,967993,,"1/214 Hillsborough Road, Hillsborough, Auckland
, New Zealand","1/214 Hillsborough Road, Hillsborough, Auckland
, New Zealand",,,,,,,,,,,,,,,
841,7897140,9429047964976,27 Feb 2020,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7897140,7897140,,"Tania Henderson, 5922 State Highway 10, Rd 3, Awanui, 0483
, New Zealand","Tania Henderson, 5922 State Highway 10, Rd 3, Awanui, 0483
, New Zealand",,,,,,,,,,,,,,,
842,7003214,9429046993694,04 Sep 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7003214,7003214,,"20 Seymour Street, Hawarden, 7385
, New Zealand","20 Seymour Street, Hawarden, 7385
, New Zealand",,,,,,,,,,,,,,,
843,1280802,9429036098132,06 Mar 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1280802,1280802,,"Yovich Hayward Pevats Johnston Limited, 23 Rathbone Street, Whangarei, 0110
, New Zealand","Yovich Hayward Pevats Johnston Limited, 23 Rathbone Street, Whangarei, 0110
, New Zealand",,,,,,,,,,,,,,,
844,6368852,9429046278661,02 Aug 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6368852,6368852,,"Flat 404, 11 Union Street, Auckland Central, Auckland, 1010
, New Zealand","Flat 404, 11 Union Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,,,,
845,1949215,9429033357300,01 Jun 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1949215,1949215,,"Unit 43 21 Armoy Drive, Botany
, New Zealand","Unit 43 21 Amoy Drive, Botany
, New Zealand",,,,,,,,,,,,,,,
846,51503,9429040718996,22 Jul 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco51503,51503,,"Post Office, Parua Bay
, New Zealand",,,,,,,,,,,,,,,,
847,495072,9429039147127,25 Oct 1985,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco495072,495072,,"1st Floor, N.z.i. Building, 507 Lake Rd, Takapuna
, New Zealand",,,,,,,,,,,,,,,,
848,1939017,9429033419046,03 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1939017,1939017,,"47 Kairanga Street, Mangere East, Auckland
, New Zealand","47 Kairanga Street, Mangere East, Auckland
, New Zealand",,,,,,,,,,,,,,,
849,897778,9429037897239,31 Mar 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco897778,897778,,"421 Roscommon Road, Manurewa, Auckland
, New Zealand","421 Roscommon Road, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,,,,
850,8200047,9429049447224,01 Jul 2021,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8200047,8200047,,"11 Nikau Place, Matamata, Matamata, 3400
, New Zealand","11 Nikau Place, Matamata, Matamata, 3400
, New Zealand",,,,,,,,,,,,,,,
851,2199466,9429032436440,15 Jan 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2199466,2199466,,"24 Forest Road, Waitarere Beach, Levin, 5510
, New Zealand","24 Forest Road, Waitarere Beach, Levin, 5510
, New Zealand",,,,,,,,,,,,,,,
852,1767111,9429034308974,24 Feb 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1767111,1767111,,"C/-ager Riley & Cocks, Chartered Accountants, 167 Victoria Street, Christchurch
, New Zealand","C/-ager Riley & Cocks, Chartered Accountants, 167 Victoria Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,
853,1073944,9429037135409,06 Oct 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1073944,1073944,,"2 South Street, Petone, Lower Hutt 5012
, New Zealand","2 South Street, Petone, Lower Hutt
, New Zealand",,,,,,,,,,,,,,,
854,1586479,9429035035060,10 Dec 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1586479,1586479,,"No 4 Estelle Place, Farm Cove, Pakuranga, Manukau
, New Zealand","No 4 Estelle Place, Farm Cove, Pakuranga, Manukau
, New Zealand",,,,,,,,,,,,,,,
855,46820,9429040735818,27 Jul 1948,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco46820,46820,,"Corbett Carter, 1st Fl, 230 Great South Road, Hunters Corner, Papatoetoe
, New Zealand","Corbett Carter, 1st Fl, 230 Great South Road, Hunters Corner, Papatoetoe
, New Zealand",,,,,,,,,,,,,,,
856,1047816,9429037200602,20 Jul 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1047816,1047816,,"2 Hythe Terrace, Mairangi Bay, Auckland
, New Zealand","2 Hythe Terrace, Mairangi Bay, Auckland
, New Zealand",,,,,,,,,,,,,,,
857,56766,9429040699783,03 Apr 1958,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco56766,56766,,"C/o R C Scott, 12 Ruskin St, Parnell, Auckland
, New Zealand","C/o R C Scott, 12 Ruskin St, Parnell, Auckland
, New Zealand",,,,,,,,,,,,,,,
858,1065183,9429037149703,18 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1065183,1065183,,"Grant Rae Chartered Accountant Limited, 4 Leslie Hills Drive, Riccarton, Christchurch
, New Zealand","Grant Rae Chartered Accountant Limited, 4 Leslie Hills Drive, Riccarton, Christchurch
, New Zealand",,,,,,,,,,,,,,,
859,1202760,9429036541249,09 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1202760,1202760,,"17a Clinker Street, Mt Roskill, Auckland
, New Zealand","17a Clinker Street, Mt Roskill, Auckland
, New Zealand",,,,,,,,,,,,,,,
860,8039180,9429048393706,25 Jun 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8039180,8039180,,"Affleck O'Meara Accountants, Level 2, 45 Camp Street, Queenstown, 9348
, New Zealand","Affleck O'Meara Accountants, Level 2, 45 Camp Street, Queenstown, 9348
, New Zealand",,,,,,,,,,,,,,,
861,1637994,9429034751312,11 Jul 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1637994,1637994,,"Staples Rodway, 132 First Avenue, Tauranga
, New Zealand","11 Miles Lane, Tauriko, Tauranga
, New Zealand",,,,,,,,,,,,,,,
862,2216280,9429032362893,04 Mar 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2216280,2216280,,"540 State Highway 17, Albany, Auckland
, New Zealand","540 State Highway 17, Albany, Auckland
, New Zealand",,,,,,,,,,,,,,,
863,2271373,9429032181234,17 Jul 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2271373,2271373,,"2/11 Cotswold Lane, Mt Wellington, Auckland
, New Zealand","2/11 Cotswold Lane, Mt Wellington, Auckland
, New Zealand",,,,,,,,,,,,,,,
864,1332662,9429035929864,17 Jun 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1332662,1332662,,"25 Kissell St, Templeton, Christchurch
, New Zealand","25 Kissell St, Templeton, Christchurch
, New Zealand",,,,,,,,,,,,,,,
865,6598914,9429046505422,08 Dec 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6598914,6598914,,"2 Archer Rayner Place, Greenhithe, Auckland, 0632
, New Zealand","2 Archer Rayner Place, Greenhithe, Auckland, 0632
, New Zealand",,,,,,,,,,,,,,,
866,867892,9429038037016,29 Jul 1997,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco867892,867892,,"9 Van Den Brock Poultry, 2394 State Highway 30, R D 2, Whakatane
, New Zealand","Tania Van Den Broek, Onepu, R D 2, Whakatane
, New Zealand",,,,,,,,,,,,,,,
867,834339,9429038202339,06 Dec 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco834339,834339,,"6 Tamahere Drive, Glenfield
, New Zealand","6 Tamahere Drive, Glenfield
, New Zealand",,,,,,,,,,,,,,,
868,621834,9429038723285,16 May 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco621834,621834,,"20 Amberley Avenue, Te Atatu South
, New Zealand","20 Amberley Avenue, Te Atatu South
, New Zealand",,,,,,,,,,,,,,,
869,1153849,9429036818266,02 Aug 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1153849,1153849,,"9, Plumpton Ave, Mt. Roskill, Auckland
, New Zealand","9, Plumpton Ave, Mt. Roskill, Auckland
, New Zealand",,,,,,,,,,,,,,,
870,7028153,9429047018532,11 Sep 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7028153,7028153,,"45 Holbrook Street, Blockhouse Bay, Auckland, 0600
, New Zealand","45 Holbrook Street, Blockhouse Bay, Auckland, 0600
, New Zealand",,,,,,,,,,,,,,,
871,1900855,9429033657257,15 Jan 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1900855,1900855,,"18 Doralto Road, New Plymouth, Taranaki
, New Zealand","18 Doralto Road, New Plymouth, Taranaki
, New Zealand",,,,,,,,,,,,,,,
872,1692780,9429034549841,13 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1692780,1692780,,"4/19 Seddon Street, Te Kuiti
, New Zealand","4/19 Seddon Street, Te Kuiti
, New Zealand",,,,,,,,,,,,,,,
873,943187,9429037676032,02 Feb 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco943187,943187,,"26 Caulfield Place, Pukehangi, Rotorua 3201
, New Zealand","18 Taui Street, Ngongotaha, Rotorua
, New Zealand",,,,,,,,,,,,,,,
874,6284891,9429046135049,16 May 2017,Removed,Overseas NonASIC Company,Yes,,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6284891,6284891,,,,March,Hong Kong,"7 Kingsford Smith Place, Mangere, Auckland, 2022
, New Zealand","Ge ZHANG, 73 Castlederg Drive, Flat Bush, Auckland, 2019
, New Zealand",,,,,,,,,,,
875,1670524,9429034631157,27 Jul 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1670524,1670524,,"McIsaacs Limited, 159 Hurstmere Road, Takapuna, Auckland, 0622
, New Zealand","McIsaacs Limited, 159 Hurstmere Road, Takapuna, Auckland, 0622
, New Zealand",,,,,,,,,,,,,,,
