,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
790,88514,9429040530444,30 Aug 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco88514,88514,,"Hoy & Sullivan Bricklayers Ltd, 80 Litten Rd, Howick
, New Zealand",,,,,,,,,,,,,
791,1852616,9429033939339,15 Aug 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1852616,1852616,,"Leech & Partners Limited, Level 2, Kettlewell House, 680 Colombo Street, Christchurch Central, Christchurch, 8011
, New Zealand","Leech & Partners Limited, Level 2, Kettlewell House, 680 Colombo Street, Christchurch Central, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
792,295131,9429039768964,09 Apr 1986,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco295131,295131,,"37 Edward Street, Lincoln Cantererbury
, New Zealand","-
, New Zealand",,,,,,,,,,,,
793,72104,9429040631387,31 Jan 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco72104,72104,,"Mountain Road, Hikurangi
, New Zealand",,,,,,,,,,,,,
794,604321,9429038794919,07 Oct 1993,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco604321,604321,,"6/2 Proteus Place, Half Moon Bay
, New Zealand","6/2 Proteus Place, Half Moon Bay
, New Zealand",,,,,,,,,,,,
795,190105,9429040100975,15 Jul 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco190105,190105,,"Taupo Rd, Taumarunui
, New Zealand",,,,,,,,,,,,,
796,8078621,9429048515818,05 Aug 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8078621,8078621,,"Hattie Cleary, 26a Cologne Street, Martinborough, Martinborough, 5711
, New Zealand","Hattie Cleary, 26a Cologne Street, Martinborough, Martinborough, 5711
, New Zealand",,,,,,,,,,,,
797,1766855,9429034309513,13 Feb 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1766855,1766855,,"9 Grassmere Rd, Henderson
, New Zealand","9 Grassmere Road, Henderson Valley, Auckland, 0612
, New Zealand",,,,,,,,,,,,
798,60998,9429040686066,23 Feb 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco60998,60998,,"Broadway Centre, 239 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,,
799,8148928,9429048883436,18 Dec 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8148928,8148928,,"DENNIS O'GRADY LIMITED, 7 Oates Street, Stokes Valley, Lower Hutt, 5019
, New Zealand","DENNIS O'GRADY LIMITED, 7 Oates Street, Stokes Valley, Lower Hutt, 5019
, New Zealand",,,,,,,,,,,,
800,6226287,9429045941467,07 Feb 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6226287,6226287,,"Ian Parker, 239 Cambridge Road, Hillcrest, Hamilton, 3216
, New Zealand","Ian Parker, 239 Cambridge Road, Hillcrest, Hamilton, 3216
, New Zealand",,,,,,,,,,,,
801,1363913,9429035848929,20 Aug 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1363913,1363913,,"Bayliss Sharr & Hansen, Cjartered Accountants, Level 4, 249 Madras Street, Christchurch
, New Zealand","Bayliss Sharr & Hansen, Cjartered Accountants, Level 4, 249 Madras Street, Christchurch
, New Zealand",,,,,,,,,,,,
802,33422,9429040819143,27 Apr 1977,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco33422,33422,,"3 Rishworth Street, Waiwhetu, Lower Hutt, 5010
, New Zealand","Dieselgas Building, 69 Gracefield Rd, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
803,3783825,9429030704190,20 Apr 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3783825,3783825,,"Level 18, Asb Bank Centre, 135 Albert Street
, New Zealand","Level 18, Asb Bank Centre, 135 Albert Street
, New Zealand",,,,,,,,,,,,
804,1897410,9429033678214,09 Jan 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1897410,1897410,,"C/-ward Wilson Ltd, 10 Athol Street, Queenstown
, New Zealand","C/-ward Wilson Ltd, 10 Athol Street, Queenstown
, New Zealand",,,,,,,,,,,,
805,158891,9429040243856,30 Jul 1935,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco158891,158891,,"C/- Dent Robertson & Partners, Chartered Accountants, Cnr Queen & Warren Streets, Hastings
, New Zealand","-
, New Zealand",,,,,,,,,,,,
806,1635203,9429034762516,17 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1635203,1635203,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",,,,,,,,,,,,
807,2185950,9429032499766,18 Nov 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2185950,2185950,,"154 Carruth Road, Papatoetoe, Manukau -2025
, New Zealand","154 Carruth Road, Papatoetoe, Manukau -2025
, New Zealand",,,,,,,,,,,,
808,8319442,9429050381579,25 Mar 2022,Removed,NZ Limited Company,Yes,WE'RE DOUGHIN' IT NZ LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8319442,8319442,,"161 Cashel Street, Christchurch Central, Christchurch 8011
, New Zealand","161 Cashel Street, Christchurch Central, Christchurch 8011
, New Zealand",,,,,,,,,,,,
809,141387,9429040342511,21 Sep 1981,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco141387,141387,,"C/-bdo Spicers, 148 Victoria Street, Christchurch
, New Zealand","C/-bdo Spicers, 148 Victoria Street, Christchurch
, New Zealand",,,,,,,,,,,,
810,3775738,9429030712096,11 Apr 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3775738,3775738,,"393 Sawyers Arms Road, Harewood, Christchurch, 8051
, New Zealand","393 Sawyers Arms Road, Harewood, Christchurch, 8051
, New Zealand",,,,,,,,,,,,
811,1221810,9429036431472,16 Jul 2002,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1221810,1221810,,"inBalance Ltd, 35 May Street, Mount Maunganui, Mount Maunganui, 3116
, New Zealand","inBalance Ltd, 35 May Street, Mount Maunganui, Mount Maunganui, 3116
, New Zealand",,,,,,,,,,,,
812,1154671,9429036812585,13 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1154671,1154671,,"2/14 Green Street, Papakura
, New Zealand","2/14 Green Street, Papakura
, New Zealand",,,,,,,,,,,,
813,935126,9429037715830,10 Dec 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco935126,935126,,"Harvie Green Wyatt, Chartered Accountants, Level 5, 229 Moray Place, Dunedin, 9016
, New Zealand","Harvie Green Wyatt, Chartered Accountants, Level 5, 229 Moray Place, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
814,17537,9429040911380,02 Jun 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17537,17537,,"6 Hair Street, Marton
, New Zealand",,,,,,,,,,,,,
815,890858,9429037928551,23 Jan 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco890858,890858,,"360 Anglesea Street, Hamilton, 3240
, New Zealand","360 Anglesea Street, Hamilton, 3240
, New Zealand",,,,,,,,,,,,
816,24883,9429040873961,05 May 1971,Removed,NZ Limited Company,Yes,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco24883,24883,,"Accountants Plus Limited, Chartered Accountants, 1st Floor, 8 Raroa Road, Lower Hutt
, New Zealand","Accountants Plus Limited, Chartered Accountants, 1st Floor, 8 Raroa Road, Lower Hutt
, New Zealand",,,,,,,,,,,,
817,5492921,9429041479209,31 Oct 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5492921,5492921,,"246 Dowse Drive, Maungaraki, Lower Hutt, 5010
, New Zealand","246 Dowse Drive, Maungaraki, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
818,2214408,9429032371994,06 Mar 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2214408,2214408,,"172a Kamo Road, Whangarei 0112
, New Zealand","172a Kamo Road, Whangarei 0112
, New Zealand",,,,,,,,,,,,
819,73625,9429040625218,26 Nov 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco73625,73625,,"1st Floor 3 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,,
820,1217564,9429036456543,10 Jul 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1217564,1217564,,"Med Building, 33 Bowen St, , Wellington
, New Zealand","Med Building, 33 Bowen St, , Wellington
, New Zealand",,,,,,,,,,,,
821,5085661,9429041164990,10 Apr 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5085661,5085661,,"Gateway Accounting & Taxation Ltd, 5 Willowbank Close, East Tamaki Heights, Auckland, 2016
, New Zealand","Gateway Accounting & Taxation Ltd, 5 Willowbank Close, East Tamaki Heights, Auckland, 2016
, New Zealand",,,,,,,,,,,,
822,1051088,9429037189846,04 Aug 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1051088,1051088,,"Kpmg, 10th Floor Kpmg Centre, 85 Alexandra Street, Hamilton
, New Zealand","Kpmg, 10th Floor Kpmg Centre, 85 Alexandra Street, Hamilton
, New Zealand",,,,,,,,,,,,
823,502695,9429039124128,20 Mar 1991,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco502695,502695,,"J & G Haack, 16 Brook Street, Springlands, Blenheim, 7201
, New Zealand","WK Advisors and Accountants Limited, 22 Scott Street, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
824,55223,9429040705316,24 May 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco55223,55223,,"7th Floor, Air New Zealand House, 1 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,,
825,1580262,9429035062042,24 Nov 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1580262,1580262,,"119 Exelby Road, Rd 9, Hamilton
, New Zealand","119 Exelby Road, Rd 9, Hamilton
, New Zealand",,,,,,,,,,,,
826,20182,9429040898391,15 Aug 1967,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco20182,20182,,"99 Mana Esplanade, Paremata, Wellington
, New Zealand",,,,,,,,,,,,,
827,2351210,9429031809498,11 Nov 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2351210,2351210,,"106b Richmond Street, Petone, Lower Hutt, 5012
, New Zealand","106b Richmond Street, Petone, Lower Hutt, 5012
, New Zealand",,,,,,,,,,,,
828,3178365,9429031331937,02 Nov 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3178365,3178365,,"1665 Korokipo Road,, Rd3, Napier,, 4145
, New Zealand","Enable Business Limited, 1665 Korokipo Road,, Rd3, Napier,, 4145
, New Zealand",,,,,,,,,,,,
829,615169,9429038750656,26 Apr 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco615169,615169,,"9 Bracken Gable, Invercargill
, New Zealand","9 Bracken Gable, Invercargill
, New Zealand",,,,,,,,,,,,
830,80849,9429040585161,23 Dec 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco80849,80849,,"240 The Strand, Whakatane
, New Zealand",,,,,,,,,,,,,
831,25058,9429040871417,25 Jun 1971,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco25058,25058,,"Ground Floor, Insurance House, 51 Dudley Street, Lower Hutt
, New Zealand",,,,,,,,,,,,,
832,1202526,9429036542895,19 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1202526,1202526,,"175a Greerton Road, Tauranga
, New Zealand","175a Greerton Road, Tauranga
, New Zealand",,,,,,,,,,,,
833,625146,9429038709876,18 Mar 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco625146,625146,,"108 Mountain Road, Mangere Bridge, Auckland
, New Zealand","108 Mountain Road, Mangere Bridge, Auckland
, New Zealand",,,,,,,,,,,,
834,3837896,9429030658950,18 May 2012,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3837896,3837896,,"Level 4, Moran Building, 8 The Octagon, Dunedin, 9016
, New Zealand","Level 4, Moran Building, 8 The Octagon, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
835,1790158,9429034231739,23 Mar 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1790158,1790158,,"Markhams Hawkes Bay Ltd, 405n King Street, Hastings, 4122
, New Zealand","405n King Street, Hastings, 4122
, New Zealand",,,,,,,,,,,,
836,2191910,9429032472851,09 Dec 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2191910,2191910,,"Southey Sayer Limited, 110 Dixon Street, Masterton, 5810
, New Zealand","Southey Sayer Limited, 110 Dixon Street, Masterton, 5810
, New Zealand",,,,,,,,,,,,
837,6068668,9429042486435,12 Aug 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6068668,6068668,,"Suite 3, 277 Te Irirangi Drive, Flat Bush, Auckland, 2019
, New Zealand","17 Church View Road, Waiau Pa, Pukekohe, 2679
, New Zealand",,,,,,,,,,,,
838,2252323,9429032221275,27 May 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2252323,2252323,,"7th Floor, Norris Ward Mckinnon House, 711 Victoria Street, Hamilton, 3204
, New Zealand","7th Floor, Norris Ward Mckinnon House, 711 Victoria Street, Hamilton, 3204
, New Zealand",,,,,,,,,,,,
839,188383,9429040112466,22 Dec 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco188383,188383,,"7 George St, Te Kuiti
, New Zealand",,,,,,,,,,,,,
840,85636,9429040551630,07 Nov 1972,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco85636,85636,,"C/- Iles Casey, Pacioli House, 1081 Hinemoa Street, Rotorua
, New Zealand","C/- Iles Casey, Pacioli House, 1081 Hinemoa Street, Rotorua
, New Zealand",,,,,,,,,,,,
841,167581,9429040192048,01 Apr 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco167581,167581,,"159 Hardy Street, Nelson
, New Zealand",,,,,,,,,,,,,
842,3250864,9429031239820,26 Jan 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3250864,3250864,,"37 Mckerrow Street, Shiel Hill, Dunedin, 9013
, New Zealand","37 Mckerrow Street, Shiel Hill, Dunedin, 9013
, New Zealand",,,,,,,,,,,,
843,1620958,9429034833384,11 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1620958,1620958,,"16 Ryan Place, Manukau
, New Zealand","9 Corscia Way, Karaka Harbourside Estate, Karaka 2113
, New Zealand",,,,,,,,,,,,
844,156507,9429040257471,23 Aug 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco156507,156507,,"47 Riccarton Road, Christchurch
, New Zealand",,,,,,,,,,,,,
845,136454,9429031840156,05 May 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco136454,136454,,"Kpmg, 15th Floor Clarendon Tower, 78 Worcester Street, Christchurch
, New Zealand","Kpmg, 15th Floor Clarendon Tower, 78 Worcester Street, Christchurch
, New Zealand",,,,,,,,,,,,
846,643649,9429038627569,25 Aug 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco643649,643649,,"30 Gaunt Street, Freemans Bay, Auckland
, New Zealand","30 Gaunt Street, Freemans Bay, Auckland
, New Zealand",,,,,,,,,,,,
847,528315,9429039041418,02 Dec 1991,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco528315,528315,,"C/- Ferrier Hodgson & Co, Level 16, Southpac Tower, 45 Queen Street, Auckland 1
, New Zealand","8/15 Piermark Drive, North Harbour Industrial Estate, Albany
, New Zealand",,,,,,,,,,,,
848,931271,9429037733179,16 Oct 1998,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco931271,931271,,"74 Ferndown Avenue, Papatoetoe, Auckland
, New Zealand","74 Ferndown Avenue, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,
849,2343035,9429031829663,20 Oct 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2343035,2343035,,"Harrington Mason Chartered Accountants, Level 3, 21-29 Broderick Road, Johnsonville, Wellington, 6440
, New Zealand","Harrington Mason Chartered Accountants, Level 3, 21-29 Broderick Road, Johnsonville, Wellington, 6440
, New Zealand",,,,,,,,,,,,
850,178134,9429040143682,01 Oct 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco178134,178134,,"Official Assignee,, 2nd Floor Asb Building, 500 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,,
851,6130587,9429043369355,12 Oct 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6130587,6130587,,"5 Verona Court, Rolleston, Rolleston, 7604
, New Zealand","5 Verona Court, Rolleston, Rolleston, 7604
, New Zealand",,,,,,,,,,,,
852,3320451,9429031178563,17 Mar 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3320451,3320451,,"68 York Street, Picton, Picton, 7220
, New Zealand","68 York Street, Picton, Picton, 7220
, New Zealand",,,,,,,,,,,,
853,97552,9429040460529,25 Mar 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco97552,97552,,"Westhoe Rd, Orewa
, New Zealand",,,,,,,,,,,,,
854,2233809,9429032286403,28 Apr 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2233809,2233809,,"c/o PWC, 5 Sir Gil Simpson Drive, Burnside, Christchurch, 8053
, New Zealand","C/o Pwc, 5 Sir Gill Simpson Drive, Burnside, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
855,161612,9429040231099,06 May 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco161612,161612,,"C/o Mcculloch Menzies, 8 Station St, Napier
, New Zealand",,,,,,,,,,,,,
856,163107,9429040221328,12 May 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco163107,163107,,"C/o Barr Burgess & Stewart, 202-204n Warren St Box 1040, Hastings
, New Zealand",,,,,,,,,,,,,
857,54075,9429040710372,15 Aug 1956,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco54075,54075,,"Cnr Victoria Rd & Hokianga Rd, Dargaville
, New Zealand","Trappitt & Associates Ltd, 18 Parenga Street, Dargaville
, New Zealand",,,,,,,,,,,,
858,8192208,9429049374728,04 Jun 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8192208,8192208,,"22 Gadsby Street, Avalon, Lower Hutt, 5011
, New Zealand","22 Gadsby Street, Avalon, Lower Hutt, 5011
, New Zealand",,,,,,,,,,,,
859,8145289,9429048844529,03 Dec 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8145289,8145289,,"30 Stanley Road, Te Hapara, Gisborne, 4010
, New Zealand","30 Stanley Road, Te Hapara, Gisborne, 4010
, New Zealand",,,,,,,,,,,,
860,8271561,9429050140398,14 Dec 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8271561,8271561,,"78 Nelson Crescent, Napier South, Napier, 4110
, New Zealand","78 Nelson Crescent, Napier South, Napier, 4110
, New Zealand",,,,,,,,,,,,
861,93295,9429040499031,13 Dec 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco93295,93295,,"1978 Great North Rd, Avondale, Auckland 7
, New Zealand",,,,,,,,,,,,,
862,105481,9429040395043,27 Apr 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco105481,105481,,"1230 Dominion Rd, Auckland 4
, New Zealand",,,,,,,,,,,,,
863,127900,9429031935814,01 Jul 1964,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco127900,127900,,"Level 2, 161 Burnett Street, Ashburton, 0000
, New Zealand","Level 2, 161 Burnett Street, Ashburton, 0000
, New Zealand",,,,,,,,,,,,
864,3537754,9429030958630,14 Sep 2011,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3537754,3537754,,"KENDONS SCOTT MACDONALD LIMITED, Level 3, 6 Show Place, Addington, Christchurch, 8024
, New Zealand","KENDONS SCOTT MACDONALD LIMITED, Level 3, 6 Show Place, Addington, Christchurch, 8024
, New Zealand",,,,,,,,,,,,
865,1857222,9429033915562,21 Aug 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1857222,1857222,,"C/- Restructuring Services Limited, 12 Findlay Street, Ellerslie, Auckland, 1051
, New Zealand","C/- Restructuring Services Limited, 12 Findlay Street, Ellerslie, Auckland, 1051
, New Zealand",,,,,,,,,,,,
866,2628,9429040970646,08 Aug 1933,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2628,2628,,"80a Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
867,110610,9429032142280,26 Feb 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco110610,110610,,"C/o 13th Flr Quay Tower, 29 Customs St West, Auckland 1
, New Zealand","C/o 13th Flr Quay Tower, 29 Customs St West, Auckland 1
, New Zealand",,,,,,,,,,,,
868,1201942,9429036547012,26 Apr 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1201942,1201942,,"Unit F, Level 1, 100 Moorhouse Ave, Addington, Christchurch, 8011
, New Zealand","Unit F, Level 1, 100 Moorhouse Ave, Addington, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
869,898488,9429037894436,10 Mar 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco898488,898488,,"112 Allum Street, Kohimarama, Auckland
, New Zealand","112 Allum Street, Kohimarama, Auckland
, New Zealand",,,,,,,,,,,,
870,1881712,9429033773179,02 Nov 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1881712,1881712,,"57 Palmerston Road, Birkenhead, Auckland, 0626
, New Zealand","57 Palmerston Road, Birkenhead, Auckland, 0626
, New Zealand",,,,,,,,,,,,
871,17500,9429040908649,24 May 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17500,17500,,"33 Waterloo Road, Lower Hutt
, New Zealand",,,,,,,,,,,,,
872,18805,9429040902425,03 Jun 1966,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco18805,18805,,"Kmg Kendons, 69 Rutherford Street, Lower Hutt
, New Zealand",,,,,,,,,,,,,
873,4096118,9429030453692,05 Nov 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4096118,4096118,,"68 York Street, Picton, Picton, 7220
, New Zealand","68 York Street, Picton, Picton, 7220
, New Zealand",,,,,,,,,,,,
874,699643,9429038408526,24 Oct 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco699643,699643,,"40a Devore Street, St Heliers, Auckland
, New Zealand","40a Devore Street, St Heliers, Auckland
, New Zealand",,,,,,,,,,,,
875,1547155,9429035222927,18 Aug 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1547155,1547155,,"1387 Coatesville Riverhead Highway, Rd2, Kumeu, Auckland, 0892
, New Zealand","1387 Coatesville Riverhead Highway, Rd2, Kumeu, Auckland, 0892
, New Zealand",,,,,,,,,,,,
876,78851,9429040592374,06 Apr 1970,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco78851,78851,,"61 Rimu Street, New Lynn, Auckland, 0600
, New Zealand","61 Rimu Street, New Lynn, Auckland, 0600
, New Zealand",,,,,,,,,,,,
877,110612,9429032142563,26 Feb 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco110612,110612,,"Hogg Young Cathie & Co, 13th Flr Quay Tower, 29 Customs St W, Auckland 1
, New Zealand","Hogg Young Cathie & Co, 13th Flr Quay Tower, 29 Customs St W, Auckland 1
, New Zealand",,,,,,,,,,,,
878,59822,9429040689050,15 Jun 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco59822,59822,,"Philpott & Carman, 9 Water St, Whangarei
, New Zealand",,,,,,,,,,,,,
879,1354168,9429035864189,28 Jul 2003,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1354168,1354168,,"127 Main Highway, Ellerslie, Auckland, 1051
, New Zealand","Jolly Duncan & Wells Limited, 127 Main Highway, Ellerslie, Auckland, 1051
, New Zealand",,,,,,,,,,,,
