,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:
827,8564566,9429051042318,05 Jan 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8564566,8564566,,"94a Moa Road, Point Chevalier, Auckland, 1022
, New Zealand","94a Moa Road, Point Chevalier, Auckland, 1022
, New Zealand",,,,,,,,
828,151593,9429040283692,09 Nov 1955,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco151593,151593,,"204 Gladstone Rd, Gisborne
, New Zealand",,,,,,,,,
829,1952142,9429033336398,03 Jul 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1952142,1952142,,"44 Galsworthy Place, Bucklands Beach, Auckland, 2014
, New Zealand","44 Galsworthy Place, Bucklands Beach, Auckland, 2014
, New Zealand",,,,,,,,
830,1933616,9429033451961,17 Apr 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1933616,1933616,,"69 Ridge Road, Albany, Auckland
, New Zealand","69 Ridge Road, Albany, Auckland
, New Zealand",,,,,,,,
831,975489,9429037504076,24 Aug 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco975489,975489,,"189 Collingwood Street, Hamilton
, New Zealand","189 Collingwood Street, Hamilton
, New Zealand",,,,,,,,
832,1564000,9429035142522,27 Oct 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1564000,1564000,,"C/o Johnston O'shea Ltd, Third Floor, 4 Vinery Lane, Whangarei
, New Zealand","C/o Johnston O'shea Ltd, Third Floor, 4 Vinery Lane, Whangarei
, New Zealand",,,,,,,,
833,61187,9429040684727,29 Mar 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco61187,61187,,"113 St Georges St, Papatoetoe
, New Zealand",,,,,,,,,
834,59468,9429040690711,06 Apr 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco59468,59468,,"8 Gordon Rd, Otahuhu
, New Zealand",,,,,,,,,
835,2119329,9429032794960,14 Apr 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2119329,2119329,,"6-8 Monte Cassino Pl., Birkdale, Auckland
, New Zealand","6-8 Monte Cassino Pl., Birkdale, Auckland
, New Zealand",,,,,,,,
836,57166,9429040699127,01 Jul 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco57166,57166,,"4th Fl, Dingwall Bldg, 87 Queen St, Auckland
, New Zealand",,,,,,,,,
837,289574,9429039787316,25 Nov 1985,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco289574,289574,,"Unit 12, 10 Brighton Rd, Parnell, Auckland
, New Zealand",,,,,,,,,
838,882961,9429037966447,04 Nov 1997,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco882961,882961,,"C/-walthall & Associates Limited, Ground Floor, 642 Great South Road, Penrose, Auckland
, New Zealand","C/-walthall & Associates Limited, Ground Floor, 642 Great South Road, Penrose, Auckland
, New Zealand",,,,,,,,
839,96719,9429040469430,01 Dec 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco96719,96719,,"311 Richmond Rd, Grey Lynn, Auckland
, New Zealand",,,,,,,,,
840,133464,9429031877152,08 Mar 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco133464,133464,,"154 Tuam Street, Christchurch
, New Zealand",,,,,,,,,
841,1441961,9429035676188,11 Nov 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1441961,1441961,,"C/o Joyce & Co, First Floor 11 Leslie Hills Drive, Riccarton, Christchurch
, New Zealand","First Floor, 11 Leslie Hills Drive, Riccarton, Christchurch
, New Zealand",,,,,,,,
842,1921558,9429033527604,16 Mar 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1921558,1921558,,"5a Mars Avenue, Sandringham, Auckland, 1041
, New Zealand","5a Mars Avenue, Sandringham, Auckland, 1041
, New Zealand",,,,,,,,
843,110302,9429032145809,24 Dec 1980,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco110302,110302,,"172 Ellett Road, Karaka, Rd 1, Papakura 2580
, New Zealand","172 Ellett Road, Karaka, Rd 1, Papakura 2580
, New Zealand",,,,,,,,
844,1147572,9429036851713,05 Jul 2001,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1147572,1147572,,"Armstrong Sinkinson & Associates Ltd, 40 Taharoto Road, Takapuna, Auckland, 0622
, New Zealand","26 Bell Street, Kawerau, 3127
, New Zealand",,,,,,,,
845,168839,9429040183763,19 Nov 1976,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco168839,168839,,"C/o West Yates & Anderson, 72 Trafalgar St, Nelson
, New Zealand","-
, New Zealand",,,,,,,,
846,144722,9429040318516,13 Oct 1952,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco144722,144722,,"23 Elisha Drive, Blenheim
, New Zealand","23 Elisha Drive, Blenheim
, New Zealand",,,,,,,,
847,643092,9429038630910,31 Mar 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco643092,643092,,"382 Lower Styx Road, Christchurch
, New Zealand","382 Lower Styx Road, Christchurch
, New Zealand",,,,,,,,
848,3566773,9429030934801,29 Sep 2011,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3566773,3566773,,"WHITELAW WEBER LIMITED, 10 Fairway Drive, Kerikeri, Kerikeri, 0230
, New Zealand","WHITELAW WEBER LIMITED, 10 Fairway Drive, Kerikeri, Kerikeri, 0230
, New Zealand",,,,,,,,
849,1488694,9429035508250,02 Mar 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1488694,1488694,,"163 Tennyson Street, Napier
, New Zealand","163 Tennyson Street, Napier
, New Zealand",,,,,,,,
850,1717457,9429034463710,27 Oct 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1717457,1717457,,"59 Coverdale Street, Onekawa, Napier
, New Zealand","59 Coverdale Street, Onekawa, Napier
, New Zealand",,,,,,,,
851,1908946,9429033611303,09 Feb 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1908946,1908946,,"15 Pencarrow Avenue, Mount Eden, Auckland, 1024
, New Zealand","15 Pencarrow Avenue, Mount Eden, Auckland, 1024
, New Zealand",,,,,,,,
852,258818,9429039890931,20 Nov 1984,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco258818,258818,,"21 Macdonald Road, Hamilton
, New Zealand",,,,,,,,,
853,76902,9429040605258,26 Jun 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco76902,76902,,"22 Regent St, Papatoetoe
, New Zealand",,,,,,,,,
854,4556559,9429030129351,26 Jul 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4556559,4556559,,"113a Thackeray Street, Trentham, Upper Hutt, 5018
, New Zealand","113a Thackeray Street, Trentham, Upper Hutt, 5018
, New Zealand",,,,,,,,
855,2211523,9429032386349,19 Feb 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2211523,2211523,,"321 Staunton Road, No 9 R D, Invercargill
, New Zealand","321 Staunton Road, No 9 R D, Invercargill
, New Zealand",,,,,,,,
856,3249,9429040968858,02 Nov 1936,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco3249,3249,,"22a Scott Street, Blenheim
, New Zealand",,,,,,,,,
857,446877,9429039285683,18 Sep 1989,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco446877,446877,,"85 Birkenhead Avenue, Birkenhead, Auckland
, New Zealand",,,,,,,,,
858,5744092,9429041842010,07 Jul 2015,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5744092,5744092,,"CARY MOSSMAN LIMITED, Suite 1, 202 Eastbourne Street, Hastings, Hastings, 4122
, New Zealand","CARY MOSSMAN LIMITED, Suite 1, 202 Eastbourne Street, Hastings, Hastings, 4122
, New Zealand",,,,,,,,
859,844541,9429038153006,20 Mar 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco844541,844541,,"C/-mcdonald Vague, Level 4, 143 Nelson Street, Auckland
, New Zealand","C/-mcdonald Vague, Level 4, 143 Nelson Street, Auckland
, New Zealand",,,,,,,,
860,54120,9429040710075,23 Aug 1956,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco54120,54120,,"8 Manukau Road, Newmarket, Auckland 1
, New Zealand","8 Manukau Road, Newmarket, Auckland 1
, New Zealand",,,,,,,,
861,1032924,9429037273156,27 Apr 2000,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1032924,1032924,,"Level 16, 157 Lambton Quay, Wellington, Wellington, 6011
, New Zealand","Level 16, 157 Lambton Quay, Wellington, Wellington, 6011
, New Zealand",,,,,,,,
862,1256257,9429036243297,19 Nov 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1256257,1256257,,"Strawbridge & Associates Limited, Level 1, 47 Bridge Street, Nelson, 7040
, New Zealand","Strawbridge & Associates Limited, Level 1, 47 Bridge Street, Nelson, 7040
, New Zealand",,,,,,,,
863,200804,9429040019970,21 May 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco200804,200804,,"Uings Crawford & Co, Canada St, P O Box 194, Morrinsville
, New Zealand",,,,,,,,,
864,1963034,9429033263830,02 Jul 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1963034,1963034,,"55 Levers Road, Matua, Tauranga, 3110
, New Zealand","55 Levers Road, Matua, Tauranga, 3110
, New Zealand",,,,,,,,
865,5828133,9429042017875,21 Oct 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5828133,5828133,,"9 Irvine Place, Poremoremre, Auckland, 0626
, New Zealand","354 Glenfield Road, Glenfield, Auckland, 0629
, New Zealand",,,,,,,,
866,813031,9429038300783,17 Jun 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco813031,813031,,"C/ Tax Planning Services, Level 1 Tech Rentals House, 209 Victoria Street, Wellington
, New Zealand","C/- Tax Planning Services, Level 1 Tech Rentals House, 209 Victoria Street, Wellington
, New Zealand",,,,,,,,
867,201510,9429040013718,06 May 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco201510,201510,,"Mackrell Murcott, 17 Clifton Road, Hamilton
, New Zealand","Mackrell Murcott, 17 Clifton Road, Hamilton
, New Zealand",,,,,,,,
868,6677273,9429046571526,29 Jan 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6677273,6677273,,"Anson Betts, 67a Beachville Road, Redcliffs, Christchurch, 8081
, New Zealand","Anson Betts, 67a Beachville Road, Redcliffs, Christchurch, 8081
, New Zealand",,,,,,,,
869,1570005,9429035112907,28 Oct 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1570005,1570005,,"33 Lynfield Ave, Ilam, Christchurch
, New Zealand","33 Lynfield Ave, Ilam, Christchurch
, New Zealand",,,,,,,,
870,26397,9429040867137,26 Apr 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco26397,26397,,"C/o John Wootton, 115 Harris Road, East Tamaki, Auckland
, New Zealand",,,,,,,,,
871,9033597,9429051800420,21 Dec 2023,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco9033597,9033597,,"Marlyn Salvador, 22 Torquay Street, Kaitangata, 9210
, New Zealand","Marlyn Salvador, 22 Torquay Street, Kaitangata, 9210
, New Zealand",,,,,,,,
872,1045343,9429037212667,24 Jul 2000,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1045343,1045343,,"27 Kiwi Street, Alicetown, Lower Hutt, 5010
, New Zealand","27 Kiwi Street, Alicetown, Lower Hutt, 5010
, New Zealand",,,,,,,,
873,689587,9429038439032,13 Sep 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco689587,689587,,"Unit No 8, 207-211 Akersten Street, Nelson
, New Zealand","Unit No 8, 207-211 Akersten Street, Nelson
, New Zealand",,,,,,,,
874,831950,9429038210426,24 Oct 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco831950,831950,,"Grant Thornton, 8th Floor Mrl House, 120 Victoria Street, Wellington
, New Zealand","Grant Thornton, 8th Floor Mrl House, 120 Victoria Street, Wellington
, New Zealand",,,,,,,,
875,92523,9429040501680,18 Sep 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco92523,92523,,"27 East Tamaki Rd, Papatoetoe
, New Zealand",,,,,,,,,
876,6177607,9429045838675,23 Nov 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6177607,6177607,,"21 Finchley Place, Hamilton East, Hamilton, 3216
, New Zealand","21 Finchley Place, Hamilton East, Hamilton, 3216
, New Zealand",,,,,,,,
877,1621829,9429034830376,18 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1621829,1621829,,"141 Wordsworth Rd, Manurewa, Auckland
, New Zealand","141 Wordsworth Rd, Manurewa, Auckland
, New Zealand",,,,,,,,
878,3637891,9429030895003,18 Nov 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3637891,3637891,,"27 Waterbridge Way, Rolleston, Rolleston, 7614
, New Zealand","27 Waterbridge Way, Rolleston, Rolleston, 7614
, New Zealand",,,,,,,,
879,2085017,9429032946864,17 Jan 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2085017,2085017,,"83 Pine Harbour Parade, Beachlands, Auckland, 2018
, New Zealand","83 Pine Harbour Parade, Beachlands, Auckland, 2018
, New Zealand",,,,,,,,
880,53374,9429040712833,13 Feb 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco53374,53374,,"55 Speight Rd, Kohimaramara, Auckland 5
, New Zealand",,,,,,,,,
881,293507,9429039772794,22 Jan 1986,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco293507,293507,,"Robinson Building, 1110-1112 Haupapa Street, Rotorua, 3040
, New Zealand","Robinson Building, 1110-1112 Haupapa Street, Rotorua, 3040
, New Zealand",,,,,,,,
882,5638807,9429041660386,19 Mar 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5638807,5638807,,"BAY ACCOUNTING & FINANCIAL SERVICES LIMITED, 2 Orange Lane, Bethlehem, Tauranga, 3110
, New Zealand","BAY ACCOUNTING & FINANCIAL SERVICES LIMITED, 2 Orange Lane, Bethlehem, Tauranga, 3110
, New Zealand",,,,,,,,
883,3566091,9429030935495,23 Sep 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3566091,3566091,,"Unit 3, 150 Pakuranga Road, Pakuranga, Auckland, 2010
, New Zealand","Unit 3, 150 Pakuranga Road, Pakuranga, Auckland, 2010
, New Zealand",,,,,,,,
884,1299922,9429035999287,14 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1299922,1299922,,"5 Puketapu Grove, Waiwhetu, Lower Hutt
, New Zealand","5 Puketapu Grove, Waiwhetu, Lower Hutt
, New Zealand",,,,,,,,
885,8265722,9429050107797,24 Nov 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8265722,8265722,,"2 Fitzwilliam Drive, Torbay, Auckland, 0630
, New Zealand","2 Fitzwilliam Drive, Torbay, Auckland, 0630
, New Zealand",,,,,,,,
886,116853,9429032042986,25 Mar 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco116853,116853,,"48 Bruce Road, Glenfield
, New Zealand",,,,,,,,,
887,878196,9429037988142,09 Oct 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco878196,878196,,"Staples Rodway, 11th Floor, Tower Centre, 45 Queen Street, Auckland
, New Zealand","Staples Rodway, 11th Floor, Tower Centre, 45 Queen St, Auckland
, New Zealand",,,,,,,,
888,45515,9429040739953,12 Jun 1946,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco45515,45515,,"6 Simmental Crescent, Somerville, Auckland, 2014
, New Zealand","6 Simmental Crescent, Somerville, Auckland, 2014
, New Zealand",,,,,,,,
889,108750,9429032242812,27 Jun 1980,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco108750,108750,,"222 Main Road, Albany, Auckland, 0632
, New Zealand","222 Main Road, Albany, Auckland, 0632
, New Zealand",,,,,,,,
890,1860849,9429033896786,26 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1860849,1860849,,"Unit 6 135 Cryers Rd, East Tamaki, Manukau 2013
, New Zealand","Unit 6 135 Cryers Rd, East Tamaki, Manukau 2013
, New Zealand",,,,,,,,
891,1356822,9429035858812,24 Jul 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1356822,1356822,,"CooperAitken Limited, 309b Pollen Street, Thames, Thames, 3500
, New Zealand","CooperAitken Limited, 309b Pollen Street, Thames, Thames, 3500
, New Zealand",,,,,,,,
892,1748421,9429034379493,19 Dec 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1748421,1748421,,"32 Duggan Avenue, Mangere, Auckland
, New Zealand","32 Duggan Avenue, Mangere, Auckland
, New Zealand",,,,,,,,
893,1888264,9429033733579,11 Dec 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1888264,1888264,,"6/21 Saltburn Road, Milford, Auckland
, New Zealand","6/21 Saltburn Road, Milford, Auckland
, New Zealand",,,,,,,,
894,1144385,9429036868988,25 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1144385,1144385,,"12/8 Mckerrow Place, Queenstown
, New Zealand","12/8 Mckerrow Place, Queenstown
, New Zealand",,,,,,,,
895,1624335,9429034816745,15 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1624335,1624335,,"Ingham Mora Limited, 2nd Floor Realty House, 60 Durham Street, Tauranga
, New Zealand","Ingham Mora Limited, 2nd Floor Realty House, 60 Durham Street, Tauranga
, New Zealand",,,,,,,,
896,113414,9429032105766,12 Feb 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco113414,113414,,"102 King Edward Ave, Bayswater, Auckland 9
, New Zealand",,,,,,,,,
897,4006938,9429030516328,14 Sep 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4006938,4006938,,"Level 2, 21 Elliot Street Auckland, Auckland, 1010
, New Zealand","Level 2, 21 Elliot Street Auckland, Auckland, 1010
, New Zealand",,,,,,,,
898,116377,9429032053579,26 Jan 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco116377,116377,,"25 Fernaig St, Papakura
, New Zealand",,,,,,,,,
899,62053,9429040679938,21 Sep 1961,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco62053,62053,,"1 Hall Str, Pukekohe, Being The Offices, Of Craig Periam Ltd, Chartered, Accountants (first Floor)
, New Zealand","1 Hall Str, Pukekohe, Being The Offices, Of Craig Periam Ltd, Chartered, Accountants (first Floor)
, New Zealand",,,,,,,,
900,6308307,9429046183330,12 Jun 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6308307,6308307,,"Murali Krishna Devabhaktuni, 61 Solar Road, Glen Eden, Auckland, 0602
, New Zealand","Murali Krishna Devabhaktuni, 61 Solar Road, Glen Eden, Auckland, 0602
, New Zealand",,,,,,,,
901,103008,9429040415574,17 May 1978,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco103008,103008,,"C/o Barr Burgess & Stewart, 3 Osterley Way, Manukau City
, New Zealand","C/o Barr Burgess & Stewart, 3 Osterley Way, Manukau City
, New Zealand",,,,,,,,
902,1869951,9429033843704,25 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1869951,1869951,,"16/16 Lambei Drive, Manukau Auckland
, New Zealand","16/16 Lambei Drive, Manukau Auckland
, New Zealand",,,,,,,,
903,75697,9429040617381,01 Jul 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco75697,75697,,"Peat Marwick Mitchell & Co, 560 Great South Rd, Otahuhu
, New Zealand",,,,,,,,,
904,1267681,9429036177981,10 Jan 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1267681,1267681,,"7 Hardy Street, Waterloo, Lower Hutt
, New Zealand","7 Hardy Street, Waterloo, Lower Hutt
, New Zealand",,,,,,,,
905,1846881,9429033967684,26 Jul 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1846881,1846881,,"9 Artesia Close, Howick, Auckland
, New Zealand","9 Artesia Close, Howick, Auckland
, New Zealand",,,,,,,,
906,1292521,9429036030866,06 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1292521,1292521,,"15 Edsel Street, Henderson, Auckland
, New Zealand","15 Edsel Street, Henderson, Auckland
, New Zealand",,,,,,,,
907,173711,9429040153025,24 Jun 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco173711,173711,,"7 Liardet Street, New Plymouth
, New Zealand","-
, New Zealand",,,,,,,,
908,103385,9429040414430,06 Jul 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco103385,103385,,"70 Williamson Ave, Grey Lynn, Auckland
, New Zealand",,,,,,,,,
909,179431,9429040140148,13 Jul 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco179431,179431,,"C/o Southwick Curtis & Co, 29 Hinemaru St Box 234, Rotorua
, New Zealand",,,,,,,,,
910,1284647,9429036077113,19 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1284647,1284647,,"142 Rodney Street, Wellsford
, New Zealand","142 Rodney Street, Wellsford
, New Zealand",,,,,,,,
911,18422,9429040904955,25 Feb 1966,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco18422,18422,,"Baker Tilly Staples Rodway Wellington, Level 6, 95 Customhouse Quay, Wellington, 6011
, New Zealand","Baker Tilly Staples Rodway Wellington, Level 6, 95 Customhouse Quay, Wellington, 6011
, New Zealand",,,,,,,,
912,61872,9429040682174,14 Aug 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco61872,61872,,"8th Flr, Reserve Bank Bldg, 67 Customs St East, Auckland 1
, New Zealand",,,,,,,,,
913,1854214,9429033930800,14 Aug 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1854214,1854214,,"Markhams Christchurch Limited, 116 Marshland Road, Shirley, Christchurch, 8061
, New Zealand","Markhams Christchurch Limited, 116 Marshland Road, Shirley, Christchurch, 8061
, New Zealand",,,,,,,,
914,2135947,9429032725414,03 Jun 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2135947,2135947,,"Kendons Scott Macdonald Limited, 119 Blenheim Road, Riccarton, Christchurch
, New Zealand","Kendons Scott Macdonald Limited, 119 Blenheim Road, Riccarton, Christchurch
, New Zealand",,,,,,,,
915,1026095,9429037307233,29 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1026095,1026095,,"93b The Esplanade, Raumati South
, New Zealand","93b The Esplanade, Raumati South
, New Zealand",,,,,,,,
916,2341030,9429031832403,23 Oct 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2341030,2341030,,"McPhail O'Connell Brigden, Unit 23, 150 Cavendish Road, Northcote, Christchurch, 8051
, New Zealand","McPhail O'Connell Brigden, Unit 23, 150 Cavendish Road, Northcote, Christchurch, 8051
, New Zealand",,,,,,,,
917,2218447,9429032353082,12 Mar 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2218447,2218447,,"27a Maich Road, Manurewa, Auckland
, New Zealand","27a Maich Road, Manurewa, Auckland
, New Zealand",,,,,,,,
918,1409013,9429035745167,26 Sep 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1409013,1409013,,"72 Access Road, Kumeu, Kumeu, 0810
, New Zealand","72 Access Road, Kumeu, Kumeu, 0810
, New Zealand",,,,,,,,
919,166019,9429040200958,15 Sep 1981,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco166019,166019,,"45 St Andrews Drive, Bethlehem, Tauranga
, New Zealand","45 St Andrews Drive, Bethlehem, Tauranga
, New Zealand",,,,,,,,
