,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,FRA Reporting Month:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
824,1958419,9429033295169,18 Jul 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1958419,1958419,,"38 Mayfield Avenue, Wakari, Dunedin, 9010
, New Zealand","38 Mayfield Avenue, Wakari, Dunedin, 9010
, New Zealand",,,,,,,,,,,,
825,1046213,9429037208028,30 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1046213,1046213,,"Level 2, 116 Harris Road, East Tamaki
, New Zealand","Level 2, 116 Harris Road, East Tamaki
, New Zealand",,,,,,,,,,,,
826,1706426,9429034504321,03 Oct 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1706426,1706426,,"Level 16, 119 Armagh Street, Christchurch
, New Zealand","Level 16, 119 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,
827,2477735,9429031547949,04 May 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2477735,2477735,,"c/- Deloitte (Recovery), 10 Brandon Street, Wellington, 6011
, New Zealand","c/- Deloitte (Recovery), 10 Brandon Street, Wellington, 6011
, New Zealand",,,,,,,,,,,,
828,193505,9429040079776,06 Aug 1973,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco193505,193505,,"Mc Laren Guise Associates, Lincoln Manor, 293 Lincoln Road, Waitakere City
, New Zealand","-
, New Zealand",,,,,,,,,,,,
829,805112,9429038337482,29 Apr 1996,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco805112,805112,,"Peat Johnson Murray Limited, 642 Great South Road, Ellerslie, Auckland, 1051
, New Zealand","Peat Johnson Murray Limited, 642 Great South Road, Ellerslie, Auckland, 1051
, New Zealand",,,,,,,,,,,,
830,2392658,9429031691253,26 Jan 2010,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2392658,2392658,,"D E & J O Bogardus, 92 Porotu Road, Rd 2, Haruru, 0472
, New Zealand","D E & J O Bogardus, 92 Porotu Road, Rd 2, Haruru, 0472
, New Zealand",,,,,,,,,,,,
831,61391,9429040684383,11 May 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco61391,61391,,"95 Gillies St, Kawakawa
, New Zealand",,,,,,,,,,,,,
832,7320016,9429047329799,14 Mar 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7320016,7320016,,"Christopher James, 13 Nursery Road, Phillipstown, Christchurch, 8011
, New Zealand","Christopher James, 13 Nursery Road, Phillipstown, Christchurch, 8011
, New Zealand",,,,,,,,,,,,
833,1938479,9429033423265,07 May 2007,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1938479,1938479,,"30a Hathaway Avenue, Boulcott, Lower Hutt, 5010
, New Zealand","30a Hathaway Avenue, Boulcott, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
834,6210892,9429045935275,01 Feb 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6210892,6210892,,"BJ Tyres, 30 Springs Road, East Tamaki, Auckland, 2013
, New Zealand","BJ Tyres, 30 Springs Road, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,,,,
835,1603979,9429034933121,03 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1603979,1603979,,"2nd Floor Public Trust Building, 69 Bank Street, Whangarei
, New Zealand","2nd Floor Public Trust Building, 69 Bank Street, Whangarei
, New Zealand",,,,,,,,,,,,
836,50834,9429040723013,13 Nov 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco50834,50834,,"Rosemont Road, Box 171, Waihi
, New Zealand",,,,,,,,,,,,,
837,55531,9429040704739,22 Jul 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco55531,55531,,"16 Elliott St, Papakura, Auckland
, New Zealand",,,,,,,,,,,,,
838,6076968,9429042501008,05 Aug 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6076968,6076968,,"BAY ACCOUNTING & FINANCIAL SERVICES LIMITED, 2 Orange Lane, Bethlehem, Tauranga, 3110
, New Zealand","4 Atuaroa Avenue, Te Puke, Te Puke, 3119
, New Zealand",,,,,,,,,,,,
839,3025665,9429031462020,12 Jul 2010,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3025665,3025665,,"Candy Gillespie Limited, 20 Arawa Street, Matamata, Matamata, 3400
, New Zealand","Candy Gillespie Limited, 20 Arawa Street, Matamata, Matamata, 3400
, New Zealand",,,,,,,,,,,,
840,968418,9429037539443,02 Jul 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco968418,968418,,"8 Grange Road, Mt Eden, Auckland
, New Zealand","136 Peary Road, Mt Eden, Auckland
, New Zealand",,,,,,,,,,,,
841,129665,9429031919043,20 Jan 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco129665,129665,,"C/o H P Hanna, 37 Latimer Sq Box 2266, Christchurch 1
, New Zealand",,,,,,,,,,,,,
842,1947356,9429033367200,28 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1947356,1947356,,"C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand","C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,,,,,
843,4510158,9429030168206,28 Jun 2013,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4510158,4510158,,"FALVEY REEVE, 19 Herbert Street, Greymouth, 7805
, New Zealand","FALVEY REEVE, 19 Herbert Street, Greymouth, 7805
, New Zealand",,,,,,,,,,,,
844,1830620,9429034042151,16 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1830620,1830620,,"30 A Gibraltar St, Howick, Auckland
, New Zealand","30 A Gibraltar St, Howick, Auckland
, New Zealand",,,,,,,,,,,,
845,1731599,9429034423561,22 Nov 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1731599,1731599,,"26 Marlborough Cres, Richmond, Nelson
, New Zealand","26 Marlborough Cres, Richmond, Nelson
, New Zealand",,,,,,,,,,,,
846,1469551,9429035612520,17 Dec 2003,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1469551,1469551,,"McGreevy & Associates, 1 Puketapu Road, Taradale, Napier, 4112
, New Zealand","McGreevy & Associates, 1 Puketapu Road, Taradale, Napier, 4112
, New Zealand",,,,,,,,,,,,
847,22963,9429040882390,24 Nov 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco22963,22963,,"150 Marua Rd, Mt Wellington, Auckland
, New Zealand",,,,,,,,,,,,,
848,1818964,9429034106396,24 May 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1818964,1818964,,"Marshall Street, Paeroa
, New Zealand","Marshall Street, Paeroa
, New Zealand",,,,,,,,,,,,
849,3826856,9429030665903,15 May 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3826856,3826856,,"Des Price, 24 Caxton Street, Onekawa, Napier, 4110
, New Zealand","Des Price, 24 Caxton Street, Onekawa, Napier, 4110
, New Zealand",,,,,,,,,,,,
850,901432,9429037878054,17 Apr 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco901432,901432,,"125 Solway Crescent, Masterton
, New Zealand","125 Solway Crescent, Masterton
, New Zealand",,,,,,,,,,,,
851,36922,9429040790220,11 Sep 1980,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco36922,36922,,"7a Lavina Grove, Waikanae
, New Zealand","Level 1 Grand Arcade, 16-20 Willis Street, Wellington
, New Zealand",,,,,,,,,,,,
852,1225537,9429036411351,23 Jul 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1225537,1225537,,"2 North Avon Rd, Christchurch
, New Zealand","2 North Avon Rd, Christchurch
, New Zealand",,,,,,,,,,,,
853,882457,9429037968335,13 Nov 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco882457,882457,,"C/- Rodewald Hart & Associates Limited, Corner Queen And Jocelyn Streets, Te Puke
, New Zealand","C/- Rodewald Hart & Associates Limited, Corner Queen And Jocelyn Streets, Te Puke
, New Zealand",,,,,,,,,,,,
854,610812,9429038768668,12 Nov 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco610812,610812,,"185 Marua Road, Ellerslie, Auckland 1051
, New Zealand","185 Marua Road, Ellerslie, Auckland 1051
, New Zealand",,,,,,,,,,,,
855,8221741,9429049581737,23 Aug 2021,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8221741,8221741,,"Leon Hohepa, 15 Castor Crescent, Cannons Creek, Porirua, 5024
, New Zealand","Leon Hohepa, 15 Castor Crescent, Cannons Creek, Porirua, 5024
, New Zealand",,,,,,,,,,,,
856,8329258,9429050418886,28 Mar 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8329258,8329258,,"Flat 2, 69 Victoria Road, Papatoetoe, Auckland, 2025
, New Zealand","Flat 2, 69 Victoria Road, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,,,,,
857,1523688,9429035341864,11 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1523688,1523688,,"Hubbard Churcher & Co, Chartered Accountants, 39 George Street, Timaru
, New Zealand","Hubbard Churcher & Co, Chartered Accountants, 39 George Street, Timaru
, New Zealand",,,,,,,,,,,,
858,139806,9429040352220,09 Aug 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco139806,139806,,"C/o Coopers & Lybrand, 208 Oxford Terrace, Christchurch
, New Zealand",,,,,,,,,,,,,
859,2160405,9429032619737,05 Aug 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2160405,2160405,,"2 Mull Place, Mahia Park, Manurewa
, New Zealand","2 Mull Place, Mahia Park, Manurewa
, New Zealand",,,,,,,,,,,,
860,163056,9429040220895,27 Nov 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco163056,163056,,"The Official Assignees Office, Tennyson Street, Napier
, New Zealand",,,,,,,,,,,,,
861,85364,9429040551975,10 Oct 1972,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco85364,85364,,"Mclaren Guise Associates Limited, 293 Lincoln Road, Henderson, Auckland, 0610
, New Zealand","Mclaren Guise Associates Limited, 293 Lincoln Road, Henderson, Auckland, 0610
, New Zealand",,,,,,,,,,,,
862,517698,9429039075703,16 Aug 1991,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco517698,517698,,"McIntyre Flannery Tait Ltd, Level 2, 77 Centennial Avenue, Alexandra, 9320
, New Zealand","McIntyre Flannery Tait Ltd, Level 2, 77 Centennial Avenue, Alexandra, 9320
, New Zealand",,,,,,,,,,,,
863,1175350,9429036698004,21 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1175350,1175350,,"5/374 Tinakori Road, Thorndon, Wellington, 6011
, New Zealand","5/374 Tinakori Road, Thorndon, Wellington, 6011
, New Zealand",,,,,,,,,,,,
864,20852,9429040893181,05 Apr 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco20852,20852,,"5 Dalmeny Close, Mairangi Bay, Auckland
, New Zealand",,,,,,,,,,,,,
865,1824572,9429034078365,23 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1824572,1824572,,"8 Chardon Place, Henderson, Auckland
, New Zealand","8 Chardon Place, Henderson, Auckland
, New Zealand",,,,,,,,,,,,
866,886485,9429037950804,28 Nov 1997,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco886485,886485,,"C/- 2/17 Galsworthy Place, Howick, Auckland
, New Zealand","C/- 2/17 Galsworthy Place, Howick, Auckland
, New Zealand",,,,,,,,,,,,
867,200192,9429040032160,07 Sep 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco200192,200192,,"C/o Gary R Chapman, Ruapehu St, Taupo
, New Zealand",,,,,,,,,,,,,
868,1112883,9429037024178,25 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1112883,1112883,,"The Offices Of Craig, Anderson & Co, 270a Queen Street, Richmond, Nelson
, New Zealand","The Offices Of Craig, Anderson & Co, 270a Queen Street, Richmond, Nelson
, New Zealand",,,,,,,,,,,,
869,1260552,9429036217519,03 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1260552,1260552,,"39 Gibson Crescent, Naenae, Lower Hutt
, New Zealand","39 Gibson Crescent, Naenae, Lower Hutt
, New Zealand",,,,,,,,,,,,
870,962162,9429037571214,25 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco962162,962162,,"32 Mc Donnell Street, Omokoroa, Bay Of Plenty
, New Zealand","32 Mc Donnell Street, Omokoroa, Bay Of Plenty
, New Zealand",,,,,,,,,,,,
871,67975,9429040655178,26 Feb 1965,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco67975,67975,,"Suite 4, 44 Khyber Pass Road, Grafton, Aucklan
, New Zealand","Suite 4, 44 Khyber Pass Road, Auckland, Auckland
, New Zealand",,,,,,,,,,,,
872,1534109,9429035286653,14 Jul 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1534109,1534109,,"129 Grace Road, Tauranga
, New Zealand","129 Grace Road, Tauranga
, New Zealand",,,,,,,,,,,,
873,4473018,9429030193024,12 Jul 2013,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4473018,4473018,,"MGI Auckland Limited, Chartered Accountants, Level 2, 81 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand","MGI Auckland Limited, Chartered Accountants, Level 2, 81 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
874,51922,9429040718255,12 Nov 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco51922,51922,,"23 Tutere St, Papatoetoe
, New Zealand",,,,,,,,,,,,,
875,1878242,9429033794655,24 Oct 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1878242,1878242,,"Ground Floor, Areena Building, Velocity Office, 8 Heather Street, Parnell, Auckland
, New Zealand","Ground Floor, Areena Building, Velocity Office, 8 Heather Street, Parnell, Auckland
, New Zealand",,,,,,,,,,,,
876,1478416,9429035565192,27 Jan 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1478416,1478416,,"31 Lochiel Road, Greenlane, Auckland
, New Zealand","31 Lochiel Road, Greenlane, Auckland
, New Zealand",,,,,,,,,,,,
877,6819280,9429046743947,21 May 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6819280,6819280,,"Hayley Greenwood & Chris Harris, 37 Dunlops Road, Bottle Lake, Christchurch, 8083
, New Zealand","Hayley Greenwood & Chris Harris, 37 Dunlops Road, Bottle Lake, Christchurch, 8083
, New Zealand",,,,,,,March,,,,,
878,198198,9429040050690,10 Apr 1979,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco198198,198198,,"The Village Park, 267 Parton Road, Papamoa
, New Zealand","The Village Park, 267 Parton Road, Papamoa
, New Zealand",,,,,,,,,,,,
879,102807,9429040416762,19 Apr 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco102807,102807,,"32a Lewisham Street, Howick
, New Zealand",,,,,,,,,,,,,
880,152344,9429040280714,07 Sep 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco152344,152344,,"9 Gladstone Rd, Gisborne
, New Zealand",,,,,,,,,,,,,
881,1128023,9429036951864,30 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1128023,1128023,,"39b Gemstone Drive, Birchville, Upper Hutt
, New Zealand","39b Gemstone Drive, Birchville, Upper Hutt
, New Zealand",,,,,,,,,,,,
882,3312228,9429031185271,17 Mar 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3312228,3312228,,"CALINE RURI-KERR, 15 Tawa Crescent, Manurewa, Manukau, 2102
, New Zealand","CALINE RURI-KERR, 15 Tawa Crescent, Manurewa, Manukau, 2102
, New Zealand",,,,,,,,,,,,
883,1541839,9429035247029,16 Aug 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1541839,1541839,,"Unit 6, 8 Lipman Street, Mt. Victoria, Wellington
, New Zealand","Unit 6, 8 Lipman Street, Mt. Victoria, Wellington
, New Zealand",,,,,,,,,,,,
884,6127307,9429043362059,07 Oct 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6127307,6127307,,"6 Pajaro Place, Golflands, Auckland, 2013
, New Zealand","6 Pajaro Place, Golflands, Auckland, 2013
, New Zealand",,,,,,,,,,,,
885,3529231,9429030967212,29 Aug 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3529231,3529231,,"17 Claverton Grove, Churton Park, Wellington, 6037
, New Zealand","17 Claverton Grove, Churton Park, Wellington, 6037
, New Zealand",,,,,,,,,,,,
886,37537,9429040785707,27 Mar 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco37537,37537,,"C/o Basil-jones & Stevens, 2 Princes Street, Upper Hutt
, New Zealand",,,,,,,,,,,,,
887,201304,9429040013596,02 Feb 1983,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco201304,201304,,"Graeme Lee & Associates (2015) Limited, Chartered Accountants, 43 Kakahoroa Drive, Whakatane, 3120
, New Zealand","Graeme Lee & Associates (2015) Limited, Chartered Accountants, 43 Kakahoroa Drive, Whakatane, 3120
, New Zealand",,,,,,,,,,,,
888,1770437,9429034296424,16 Feb 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1770437,1770437,,"C/-accountability Net Limited, Unit 6, 39 Apollo Drive, Mairangi Bay, Auckland
, New Zealand","C/-accountability Net Limited, Unit 6, 39 Apollo Drive, Mairangi Bay, Auckland
, New Zealand",,,,,,,,,,,,
889,8384009,9429050633524,10 Jun 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8384009,8384009,,"Libu Sabu, 26 Puriri Terrace, Roslyn, Palmerston North, 4414
, New Zealand","Libu Sabu, 26 Puriri Terrace, Roslyn, Palmerston North, 4414
, New Zealand",,,,,,,,,,,,
890,81201,9429040578187,18 Mar 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco81201,81201,,"35 Carlton St, Rotorua
, New Zealand",,,,,,,,,,,,,
891,1537773,9429035269274,21 Jul 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1537773,1537773,,"C/-suite 3, 135 Parnell Road, Auckland 1151
, New Zealand","C/-suite 3, 135 Parnell Road, Auckland 1151
, New Zealand",,,,,,,,,,,,
892,1302809,9429035987642,12 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1302809,1302809,,"Walker Davey Limited, 92 Russley Road, Russley, Christchurch, 8042
, New Zealand","92 Russley Road, Russley, Christchurch, 8042
, New Zealand",,,,,,,,,,,,
893,154525,9429040267845,23 Jun 1937,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco154525,154525,,"44 Thurso St, Invercargill
, New Zealand",,,,,,,,,,,,,
894,8324,9429040950327,02 Oct 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco8324,8324,,"Ti St, Rotorua
, New Zealand",,,,,,,,,,,,,
895,198847,9429040044484,22 Feb 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco198847,198847,,"C/o Shoosmith & Lynch, Normanby Rd, Paeroa
, New Zealand",,,,,,,,,,,,,
896,1543314,9429035241157,01 Sep 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1543314,1543314,,"C/-lowthers Auckland Ltd, Level 12, 191 Queen Street, Auckland Central, Auckland
, New Zealand","C/-lowthers Auckland Ltd, Level 12, 191 Queen Street, Auckland Central, Auckland
, New Zealand",,,,,,,,,,,,
897,1899248,9429033670485,17 Jan 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1899248,1899248,,"C/-jl Accounting Services Ltd, 19d Milne Drive, Paraparaumu
, New Zealand","14 -16 The Strand, Wainuiomata
, New Zealand",,,,,,,,,,,,
898,1184595,9429036649181,29 Jan 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1184595,1184595,,"Whangatane Drive, Kaitaia, Northland
, New Zealand","Whangatane Drive, Kaitaia, Northland
, New Zealand",,,,,,,,,,,,
899,6278942,9429046115300,05 May 2017,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6278942,6278942,,"59 Apollo Drive, Albany, Auckland, 0632
, New Zealand","59 Apollo Drive, Albany, Auckland, 0632
, New Zealand",,,,,,,,,,,,
900,575433,9429038891052,02 Mar 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco575433,575433,,"527 Blockhouse Bay, Blockhouse Bay, Auckland
, New Zealand",,,,,,,,,,,,,
901,7379,9429040954905,20 Aug 1951,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco7379,7379,,"42 Carroll St, Palmerston North
, New Zealand",,,,,,,,,,,,,
902,2156020,9429032642575,24 Jul 2008,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2156020,2156020,,"Laurenson Chartered Accountants Limited, 1st Floor, 11-13 Broderick Road, Johnsonville, Wellington, 6037
, New Zealand","Laurenson Chartered Accountants Limited, 1st Floor, 11-13 Broderick Road, Johnsonville, Wellington, 6037
, New Zealand",,,,,,,,,,,,
903,1943734,9429033390741,15 May 2007,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1943734,1943734,,"11 Puriri Place, Tokoroa, Tokoroa, 3420
, New Zealand","11 Puriri Place, Tokoroa, Tokoroa, 3420
, New Zealand",,,,,,,,,,,,
904,83466,9429040564142,28 Feb 1972,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco83466,83466,,"11a Central Avenue, Papatoetoe
, New Zealand",,,,,,,,,,,,,
905,122452,9429031987554,30 Aug 1946,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco122452,122452,,"144 Tancred Street, Ashburton
, New Zealand",,,,,,,,,,,,,
906,149479,9429034063392,16 Dec 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco149479,149479,,"29 Pacific St, Dunedin
, New Zealand",,,,,,,,,,,,,
907,2160238,9429032622980,05 Aug 2008,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2160238,2160238,,"Myaccountants (2010) Limited, Chartered Accountants, 18 Parenga Street, Dargaville, 0310
, New Zealand","Myaccountants (2010) Limited, Chartered Accountants, 18 Parenga Street, Dargaville, 0310
, New Zealand",,,,,,,,,,,,
908,364340,9429039542564,28 Sep 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco364340,364340,,"Offices Of Walker & Co Ltd, Level 3, 12 Kent St, Newmarket, Auckland
, New Zealand","Offices Of Walker & Co Ltd, Level 3, 12 Kent Street, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
909,33305,9429040818368,18 Mar 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco33305,33305,,"80a Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
910,884622,9429037959081,26 Nov 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco884622,884622,,"1st Floor, Hannah's Building, 93 Cuba Mall, Wellington
, New Zealand","1st Floor, Hannah's Building, 93 Cuba Mall, Wellington
, New Zealand",,,,,,,,,,,,
911,1614177,9429034870747,29 Mar 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1614177,1614177,,"PKF Tauranga Limited, 23 Brown Street, Tauranga, 3110
, New Zealand","PKF Tauranga Limited, 23 Brown Street, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
912,1684439,9429034582206,22 Aug 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1684439,1684439,,"Unita 4, Upper Queen St, Auckland City
, New Zealand","Unita 4, Upper Queen St, Auckland City
, New Zealand",,,,,,,,,,,,
913,1195446,9429036586073,08 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1195446,1195446,,"Level 1, 101 Station Road, Penrose, Auckland
, New Zealand","Level 1, 101 Station Road, Penrose, Auckland
, New Zealand",,,,,,,,,,,,
