,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,address.Type of entity,Country of Origin:,FRA Reporting Month:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports,Status:,Liquidator:
813,865640,9429038046445,05 Aug 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco865640,865640,,"575 Colombo Street, Christchurch
, New Zealand","575 Colombo Street, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
814,43842,9429040746098,13 Oct 1936,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco43842,43842,,"Fletcher Challenge House, 810 Great South Road, Penrose, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
815,1196868,9429036576562,25 Mar 2002,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1196868,1196868,,"Drk Chartered Accountants Limited, 83b Ingram Road, Rd 3, Drury, 2579
, New Zealand","Drk Chartered Accountants Limited, 83b Ingram Road, Rd 3, Drury, 2579
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
816,972127,9429037519308,12 Aug 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco972127,972127,,"77 Halton St, Strowan,christchurch
, New Zealand","77 Halton St, Strowan, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
817,1126500,9429036953417,17 Apr 2001,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1126500,1126500,,"3/80 14th Ave, Tauranga
, New Zealand","3/80 14th Ave, Tauranga
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
818,1108274,9429037046422,04 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1108274,1108274,,"Markhams, Chartered Accountants, 249 Wicksteed Street, Wanganui
, New Zealand","Markhams, Chartered Accountants, 249 Wicksteed Street, Wanganui
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
819,44161,9429040744681,14 Mar 1938,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco44161,44161,,"6-10 Kitchener St, Auckland 1
, New Zealand",,,,,,,,,,,,,,,,,
820,1960556,9429033278766,26 Jun 2007,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1960556,1960556,,"Middleton Holland & Associates Limited, 27c William Pickering Drive, Albany, Auckland, 0632
, New Zealand","Middleton Holland & Associates Limited, 27c William Pickering Drive, Albany, Auckland, 0632
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
821,1875832,9429033809762,17 Oct 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1875832,1875832,,"59 Regent Drive, Paraparaumu Beach, Paraparaumu, 5032
, New Zealand","59 Regent Drive, Paraparaumu Beach, Paraparaumu, 5032
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
822,3556892,9429030942677,22 Sep 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3556892,3556892,,"7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand","7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
823,807036,9429038328732,29 Apr 1996,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco807036,807036,,"Carnegie Centre, 110 Moray Place, Dunedin
, New Zealand","Carnegi Centre, 110 Moray Place, Dunedin
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
824,488687,9429039166357,05 Nov 1990,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco488687,488687,,"985 Colombo Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,,,
825,1201916,9429036546343,09 Apr 2002,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1201916,1201916,,"B B SIGNS LIMITED, 108 Vickerman Street, Grovetown, Blenheim, 7202
, New Zealand","B B SIGNS LIMITED, 108 Vickerman Street, Grovetown, Blenheim, 7202
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
826,1664779,9429034651636,18 Jul 2005,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1664779,1664779,,"KENDONS SCOTT MACDONALD LIMITED, 119 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand","KENDONS SCOTT MACDONALD LIMITED, 119 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
827,87561,9429040536897,13 Jun 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco87561,87561,,"B Coplestone Limited, 18a Eastern Beach Road, Eastern Beach, Auckland
, New Zealand","B Coplestone Limited, 18a Eastern Beach Road, Eastern Beach, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
828,89653,9429040521435,04 Dec 1973,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco89653,89653,,"201 Onewa Road, Birkenhead, Auckland 10
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
829,4549482,9429030136588,19 Jul 2013,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco4549482,4549482,,"1670 Waingake Road, Rd 1, Manutuke, 4078
, New Zealand","1670 Waingake Road, Rd 1, Manutuke, 4078
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
830,91221,9429040512853,24 May 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco91221,91221,,"52 Rosebank Rd, Avondale
, New Zealand","52 Rosebank Rd, Avondale
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
831,926990,9429037756512,05 Oct 1998,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco926990,926990,,"Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand","Level 1, 547 Te Atatu Road, Te Atatu Peninsula, Auckland, 0610
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
832,135371,9429031855860,20 Mar 1974,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco135371,135371,,"C/o J F Butchard, Bnz Building, 137 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,,,
833,126155,9429031953689,18 May 1960,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco126155,126155,,"Unit 1, Level 1, Amuri Park, 25 Churchill Street, Christchurch, 8640
, New Zealand","Unit 1, Level 1, Amuri Park, 25 Churchill Street, Christchurch, 8640
, New Zealand",Showing 2 of 3 directors,,,,,,,PS ALEXANDER  ASSOCIATES LTD,64 3 3649330,suzyalexanders.net.nz,29 Oct 2013,02 Sep 2021,,"Liquidator Six Monthly Report 
                  
                    
                      Filed
                  
                  
                 
                14 Oct 2016",Suspended,"ALEXANDER, Pita Shand"
834,1831954,9429034033852,27 Jul 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1831954,1831954,,"Level 10, 17 Albert Street, Auckland
, New Zealand","Level 10, 17 Albert Street, Auckland Cbd
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
835,1198989,9429036564491,28 Mar 2002,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1198989,1198989,,"Moore Markhams Otago Limited, 2 Clark Street, Dunedin Central, Dunedin, 9016
, New Zealand","Moore Markhams Otago Limited, 2 Clark Street, Dunedin Central, Dunedin, 9016
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
836,5392663,9429041327647,23 Jul 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5392663,5392663,,"Firstmate, Level 1, 63 Ponsonby Road, Ponsonby, Auckland, 1011
, New Zealand","Firstmate, Level 1, 63 Ponsonby Road, Ponsonby, Auckland, 1011
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
837,1668549,9429034639252,20 Jul 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1668549,1668549,,"815 State Highway 2, Arataki, Mt Maunganui
, New Zealand","815 State Highway 2, Arataki, Mt Maunganui
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
838,198931,9429040041902,27 Mar 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco198931,198931,,"Second Level, Guardian Royal Exchange Building, Garden Place, Hamilton
, New Zealand",,Showing 1 of 1 directors,,,,,,,,,,,,,,,
839,1044173,9429037218751,11 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1044173,1044173,,"Ainger Tomlin Ltd, Level 1-116 Riccarton Road, Riccarton, Christchurch
, New Zealand","Ainger Tomlin Ltd, Level 1-116 Riccarton Road, Riccarton, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
840,1282141,9429036092116,03 Apr 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1282141,1282141,,"50 Orchard East Road, Ngatea
, New Zealand","50 Orchard East Road, Ngatea
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
841,691545,9429038434495,11 Aug 1995,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco691545,691545,,"C/- Bkr Walker Wayland Ltd, Level 8, 53 Fort St, Auckland
, New Zealand","C/- Bkr Walker Wayland Ltd, Level 8, 53 Fort St, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
842,1602841,9429034939246,18 Feb 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1602841,1602841,,"182 New Windsor Road, Avondale, Auckland
, New Zealand","182 New Windsor Road, Avondale, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
843,1954859,9429033319995,14 Jun 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1954859,1954859,,"6 Hogarth Lane, Ilam, Christchurch
, New Zealand","6 Hogarth Lane, Ilam, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
844,109204,9429032159851,19 Aug 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco109204,109204,,"27 Gollan Rd, Auckland 6
, New Zealand",,,,,,,,,,,,,,,,,
845,1547975,9429035219613,24 Aug 2004,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1547975,1547975,,"C/-paul Jackson & Associates Ltd., Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand","C/-paul Jackson & Associates Ltd., Chartered Accountants, Level 2, 3, Margot Str, Newmarket, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
846,1819286,9429034104538,29 May 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1819286,1819286,,"7 Paine Place, Mangere, Auckland, 2022
, New Zealand","7 Paine Place, Mangere, Auckland, 2022
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
847,546548,9429038990472,16 Jun 1992,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco546548,546548,,"1380a Hibiscus Coast Highway, Puhoi, Warkworth, 0994
, New Zealand","1380a Hibiscus Coast Highway, Puhoi, Warkworth, 0994
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
848,83633,9429040564784,05 Apr 1966,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco83633,83633,,"Official Assignee, 6th Floor Justice Dept Bldg, 3 Kingston St, Auckland 1
, New Zealand",,,,,,,,,,,,,,,,,
849,2075779,9429032982398,18 Dec 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2075779,2075779,,"113 Marlow Street, Dunedin, 9013
, New Zealand","113 Marlow Street, Dunedin, 9013
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
850,882499,9429037970970,30 Oct 1997,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco882499,882499,,"C/- Port Fitzroy Store, Kaiarara Bay Road, Gt Barrier Island
, New Zealand","C/- Port Fitzroy Store, Kaiarara Bay Road, Great Barrier Island
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
851,2125472,9429032768442,13 Jun 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2125472,2125472,,"47 Oldwood Street, Harewood, Christchurch
, New Zealand","47 Oldwood Street, Harewood, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
852,8328125,9429050440139,05 Apr 2022,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8328125,8328125,,"Unit 20&22, 19-21 Cain Road, Penrose, Auckland, 1061
, New Zealand","Unit 20&22, 19-21 Cain Road, Penrose, Auckland, 1061
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
853,446486,9429039287625,26 Oct 1989,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco446486,446486,,"Level 5, 345 Queen Street, Auckland
, New Zealand","59 Stanmore Bay Road, Whangaparaoa
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
854,268678,9429039858962,21 May 1985,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco268678,268678,,"Lewis & Lewis, Nat West House, 128-132 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,,,,,
855,861929,9429038064616,13 Jun 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco861929,861929,,"1st Floor, Thomas Cook House, The Plaza, Pakuranga, Auckland
, New Zealand","1st Floor, Thomas Cook House, The Plaza, Pakuranga, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
856,68584,9429040652917,27 May 1965,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco68584,68584,,"82 Puriri Park Road, Maunu, Whangarei
, New Zealand","82 Puriri Park Road, Maunu, Whangarei
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
857,457234,9429039257420,30 Nov 1989,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco457234,457234,,"Offices Of Ian G Donald, 12 Victoria Avenue, Palmerston North
, New Zealand","Ian G Donald, 12 Victoria Avenue, Palmerston North
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
858,8217295,9429049537697,05 Aug 2021,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco8217295,8217295,,"Noone Plus Ltd, 1 Cains Terrace, Timaru, 7910
, New Zealand","Noone Plus Ltd, 1 Cains Terrace, Timaru, 7910
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
859,845836,9429038145865,24 Feb 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco845836,845836,,"Mccombe & Co, 273 Crawford Street, Dunedin
, New Zealand","Mccombe & Co, 273 Crawford Street, Dunedin
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
860,1962853,9429033263564,03 Jul 2007,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1962853,1962853,,"Wh Accounting & Advisory, 6b Midway, Business Park, 303 Blenheim Rd, Upper, Riccarton, Christchurch
, New Zealand","Wh Accounting & Advisory, 6b Midway, Business Park, 303 Blenheim Rd, Upper, Riccarton, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
861,4254719,9429030364585,01 Feb 2013,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4254719,4254719,,"Nelson Alejandro Laurenzano Tio, Flat 2, 18 Liverpool Street, Papakura, Auckland, 2110
, New Zealand","Nelson Alejandro Laurenzano Tio, Flat 2, 18 Liverpool Street, Papakura, Auckland, 2110
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
862,126164,9429031955003,27 May 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco126164,126164,,"Lawrence Godfrey & Co, 208 Oxford Tce Po Box 13250, Christchurch 1
, New Zealand",,,,,,,,,,,,,,,,,
863,1283125,9429036085316,26 Mar 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1283125,1283125,,"100 Burnett Street, Ashburton
, New Zealand","100 Burnett Street, Ashburton
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
864,286509,9429039796752,30 Oct 1985,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco286509,286509,,"C/- D P Middleton, Chartered Accountant, 231 Rodney Street, Wellsford
, New Zealand","C/- D P Middleton, Chartered Accountant, 231 Rodney Street, Wellsford
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
865,2265607,9429032194036,06 Aug 2009,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2265607,2265607,,"20 Pope Street, Camborne, Porirua, 5026
, New Zealand","20 Pope Street, Camborne, Porirua, 5026
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
866,1985344,9429033132655,27 Sep 2007,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1985344,1985344,,"52 Frobisher Street, Island Bay, Wellington, 6023
, New Zealand","52 Frobisher Street, Island Bay, Wellington, 6023
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
867,1823848,9429034084151,31 May 2006,Removed,NZ Limited Company,Yes,DELOITTE LIMITED,httpsapp.companiesoffice.govt.nzco1823848,1823848,,"Deloitte, 80 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","Deloitte, 80 Queen Street, Auckland Central, Auckland, 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
868,835501,9429038192890,04 Dec 1996,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco835501,835501,,"2 Commerce Street, Putaruru
, New Zealand","2 Commerce Street, Putaruru
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
869,1281321,9429036096176,10 Mar 2003,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1281321,1281321,,"Ashton Wheelans Limited, Level 2, 83 Victoria Street, Christchurch, 8013
, New Zealand","Ashton Wheelans Limited, Level 2, 83 Victoria Street, Christchurch, 8013
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
870,1480152,9429035555421,03 Feb 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1480152,1480152,,"47a Frederick Street, Hillsborough, Auckland 1042
, New Zealand","47a Frederick Street, Hillsborough, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
871,2186599,9429032497380,18 Nov 2008,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2186599,2186599,,"Michelle Quek, Stephens Lawyers, 89 The Terrace, Wellington Central, Wellington, 6011
, New Zealand","Michelle Quek, Stephens Lawyers, 89 The Terrace, Wellington Central, Wellington, 6011
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
872,1004125,9429037421557,06 Dec 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1004125,1004125,,"C/- Coffey Davidson Limited, 303n Karamu Road, Hastings
, New Zealand","C/- Coffey Davidson Limited, 303n Karamu Road, Hastings
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
873,2322364,9429031921503,14 Sep 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2322364,2322364,,"Croys Ltd, Level 2, 161 Burnett Street, Ashburton 7700
, New Zealand","Croys Ltd, Level 2, 161 Burnett Street, Ashburton 7700
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
874,1249655,9429036271832,24 Oct 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1249655,1249655,,"154 Carruth Road, Papatoetoe, Auckland
, New Zealand","154 Carruth Road, Papatoetoe, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
875,921058,9429037782627,02 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco921058,921058,,"13-17 Putaitai Street, Stoke, Nelson
, New Zealand","13-17 Putaitai Street, Stoke, Nelson
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
876,3232989,9429031263320,05 Jan 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3232989,3232989,,"Deloitte, 10 Brandon Street, Wellington Central, Wellington, 6011
, New Zealand","Deloitte, 10 Brandon Street, Wellington Central, Wellington, 6011
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
877,7906797,9429047980488,05 Mar 2020,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7906797,7906797,,"B Spooner, Unit 2f, 5 Ceres Court, Rosedale, 0757
, New Zealand","B Spooner, Unit 2f, 5 Ceres Court, Rosedale, 0757
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
878,1071620,9429037138387,14 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1071620,1071620,,"128 Richardson Road, Mt Albert, Auckland
, New Zealand","128 Richardson Road, Mt Albert, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
879,1740479,9429034398470,02 Dec 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1740479,1740479,,"Paku Vista, Pauanui
, New Zealand","Paku Vista, Pauanui
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
880,66716,9429040660400,26 Jun 1964,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco66716,66716,,"4b/6 The Promenade, Takapuna, Auckland 9
, New Zealand",,,,,,,,,,,,,,,,,
881,8892832,9429051585488,07 Sep 2023,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8892832,8892832,,"281 Main South Road, Green Island, Dunedin, 9018
, New Zealand","281 Main South Road, Green Island, Dunedin, 9018
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
882,6268234,9429046078841,26 Apr 2017,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6268234,6268234,,"HAYWARD MCAUSLAN & CO., 17 -19 John Street, Balclutha, Balclutha, 9230
, New Zealand","HAYWARD MCAUSLAN & CO., 17 -19 John Street, Balclutha, Balclutha, 9230
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
883,1108645,9429037044930,19 Dec 2000,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1108645,1108645,,"Adept Accountants Limited, 184 Glasgow Street, College Estate, Whanganui, 4500
, New Zealand","Adept Accountants Limited, 184 Glasgow Street, College Estate, Whanganui, 4500
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
884,5794173,9429041958544,10 Sep 2015,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5794173,5794173,,"McVeagh Fleming, 5-7 Corinthian Drive, Albany, Auckland, 0632
, New Zealand","McVeagh Fleming, 5-7 Corinthian Drive, Albany, Auckland, 0632
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
885,30291,9429040843674,11 Nov 1974,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco30291,30291,,"C&M Legal, 53 Brougham Street, New Plymouth, New Plymouth, 4310
, New Zealand","C&M Legal, 53 Brougham Street, New Plymouth, New Plymouth, 4310
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
886,866777,9429038040832,08 Aug 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco866777,866777,,"C/- Peter Blacklaws Chartered Accountant, 283 Lincoln Road, Addington, Christchurch
, New Zealand","C/-peter Blacklaws Chartered Accountant, 283 Lincoln Road, Addington, Christchurch
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
887,5495722,9429041490709,11 Nov 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5495722,5495722,,"B Cool Xpress Limited, 121 Sawyers Arms Road, Northcote, Christchurch, 8052
, New Zealand","B Cool Xpress Limited, 121 Sawyers Arms Road, Northcote, Christchurch, 8052
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
888,165526,9429040207148,01 Jun 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco165526,165526,,"366 Gloucester St, Taradale
, New Zealand",,,,,,,,,,,,,,,,,
889,940555,9429037687298,19 Jan 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco940555,940555,,"178 Sturges Road, Henderson, Auckland
, New Zealand","178 Sturges Road, Henderson, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
890,125158,9429031963022,10 Apr 1957,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco125158,125158,,"396 Colombo St, Christchurch
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
891,4274,9429040965918,06 Aug 1943,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4274,4274,,"111 Waterloo Road, Lower Hutt
, New Zealand",,Showing 2 of 3 directors,,,,,,,,,,,,,,,
892,1773211,9429034284728,06 Mar 2006,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1773211,1773211,,"Vogue House, First Floor, 9 Prince Avenue, Mount Maunganui
, New Zealand","Vogue House, First Floor, 9 Prince Avenue, Mount Maunganui
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
893,1019963,9429037339036,14 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1019963,1019963,,"445 Makara Road, Makara R.d. 2, Wellington
, New Zealand","445 Makara Road, Makara R.d. 2, Wellington
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
894,201562,9429040013749,01 Jun 1983,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco201562,201562,,"16-20 Clarence Street, Hamilton
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
895,145854,9429040312620,09 Oct 1959,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco145854,145854,,"Price Waterhouse, 139 Moray Pce, Dunedin
, New Zealand","-
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
896,54097,9429040711089,20 Aug 1956,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco54097,54097,,"Kipling Hse, 145 Manukau Rd Epsom, Auckland 3
, New Zealand",,,,,,,,,,,,,,,,,
897,8298421,9429050263769,02 Feb 2022,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8298421,8298421,,"45 Bayswater Crescent, Bromley, Christchurch, 8062
, New Zealand","45 Bayswater Crescent, Bromley, Christchurch, 8062
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
