,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports
722,118685,9429032018387,30 Jul 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco118685,118685,,"59 High Street, Blenheim
, New Zealand",,,,,,,,,,
723,4020458,9429030507296,19 Sep 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4020458,4020458,,"8a Campion Place, Halswell, Christchurch, 8025
, New Zealand","8a Campion Place, Halswell, Christchurch, 8025
, New Zealand",,,,,,,,,
724,6387673,9429046296160,14 Aug 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6387673,6387673,,"203 Houghton Bay Road, Houghton Bay, Wellington, 6023
, New Zealand","203 Houghton Bay Road, Houghton Bay, Wellington, 6023
, New Zealand",,,,,,,,,
725,1537285,9429035272878,26 Jul 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1537285,1537285,,"Ashton Wheelans Limited, Level 2, 83 Victoria Street, Christchurch, 8013
, New Zealand","Ashton Wheelans Limited, Level 2, 83 Victoria Street, Christchurch, 8013
, New Zealand",,,,,,,,,
726,125101,9429031962827,14 Feb 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco125101,125101,,"Boyd Knight & Co, 776 Colombo St, Christchurch
, New Zealand",,,,,,,,,,
727,118746,9429032019018,23 Dec 1954,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco118746,118746,,"22 Scott Street, Blenheim
, New Zealand","22 Scott Street, Blenheim
, New Zealand",,,,,,,,,
728,970672,9429037526689,21 Jul 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco970672,970672,,"46 Walmsley Road, Otahuhu, Auckland
, New Zealand","46 Walmsley Road, Otahuhu, Auckland
, New Zealand",,,,,,,,,
729,1019302,9429037342760,06 Mar 2000,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1019302,1019302,,"108 Khandallah Road, Khandallah, Wellington, 6035
, New Zealand","108 Khandallah Road, Khandallah, Wellington, 6035
, New Zealand",,,,,,,,,
730,5547,9429040962160,15 Dec 1947,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco5547,5547,,"7 Victoria Avenue, Wanganui
, New Zealand",,,,,,,,,,
731,5710414,9429041771228,25 May 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5710414,5710414,,"Flat 2, 12 Glendhu Road, Bayview, Auckland, 0629
, New Zealand","Flat 2, 12 Glendhu Road, Bayview, Auckland, 0629
, New Zealand",,,,,,,,,
732,9974,9429040943268,17 Jul 1956,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9974,9974,,"12 Myrtle Street, Lower Hutt
, New Zealand","12 Myrtle Street, Lower Hutt
, New Zealand",,,,,,,,,
733,2313503,9429031964999,01 Sep 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2313503,2313503,,"5a Houhere Close, Albany, Auckland, 0632
, New Zealand","109 Walker Road, Point Chevalier, Auckland, 1022
, New Zealand",,,,,,,,,
734,201499,9429040019147,02 May 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco201499,201499,,"C/o Official Assignee, 16-20 Clarence Street, Hamilton
, New Zealand",,,,,,,,,,
735,6016740,9429042394938,09 Jun 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6016740,6016740,,"HC PARTNERS LP, 39 George Street, Timaru, 7910
, New Zealand","HC PARTNERS LP, 39 George Street, Timaru, 7910
, New Zealand",,,,,,,,,
736,163555,9429040217444,29 Sep 1971,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco163555,163555,,"P R Watson Chartered Account Limited, 7 Northumberland Street, Waipukurau
, New Zealand","C/-j D Arlidge, 166 Omapere Road, Crownthorpe
, New Zealand",,,,,,,,,
737,625537,9429038707766,24 Mar 1994,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco625537,625537,,"146 Riddell Road, Glendowie, Auckland, 1071
, New Zealand","146 Riddell Road, Glendowie, Auckland, 1071
, New Zealand",,,,,,,,,
738,6367152,9429046277343,07 Aug 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6367152,6367152,,"Janet Crook Ltd, 62 Langdons Road, Papanui, Christchurch, 8053
, New Zealand","Janet Crook Ltd, 62 Langdons Road, Papanui, Christchurch, 8053
, New Zealand",,,,,,,,,
739,1833176,9429034026595,27 Jun 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1833176,1833176,,"K J BROWN CA, Level 2, 20 Pretora Street, Lower Hutt
, New Zealand","K J BROWN CA, Level 2, 20 Pretora Street, Lower Hutt
, New Zealand",,,,,,,,,
740,123857,9429031976190,26 Nov 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco123857,123857,,"C/o 306 Stafford St, Timaru
, New Zealand",,,,,,,,,,
741,965481,9429037555467,17 Jun 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco965481,965481,,"2a Sandown Road, Rothesay Bay, North Shore, Auckland
, New Zealand","2a Sandown Road, Rothesay Bay, North Shore, Auckland
, New Zealand",,,,,,,,,
742,2301961,9429032026238,17 Aug 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2301961,2301961,,"Elena Skorykh, 21 Story Street, Foxton Beach, Foxton, 4815
, New Zealand","Elena Skorykh, 21 Story Street, Foxton Beach, Foxton, 4815
, New Zealand",,,,,,,,,
743,1165310,9429036753536,28 Sep 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1165310,1165310,,"C/- Berry & Co, Chester Building, Cnr Camp & Shotover Streets, Queenstown
, New Zealand","C/- Berry & Co, Chester Building, Cnr Camp & Shotover Streets, Queenstown
, New Zealand",,,,,,,,,
744,1825113,9429034075937,01 Jun 2006,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1825113,1825113,,"581 New North Road, Kingsland, Auckland, 1021
, New Zealand","581 New North Road, Kingsland, Auckland, 1021
, New Zealand",,,,,,,,,
745,193233,9429040086491,22 May 1973,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco193233,193233,,"Ernst & Whinney House, Fifth Floor, Corner Victoria & London Streets, Hamilton
, New Zealand",,,,,,,,,,
746,77129,9429040605067,25 Jul 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77129,77129,,"C/o Clark & Murdoch, 8 Gordon Rd Box 22144, Otahuhu
, New Zealand",,,,,,,,,,
747,63328,9429040676920,24 Jul 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco63328,63328,,"Farming House, 208 Ponsonby Rd, Auckland
, New Zealand",,,,,,,,,,
748,33314,9429040819419,22 Mar 1977,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco33314,33314,,"78 Routley Crescent, Elderslea, Upper Hutt, 5018
, New Zealand","78 Routley Crescent, Elderslea, Upper Hutt, 5018
, New Zealand",,,,,,,,,
749,2072148,9429032989625,11 Dec 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2072148,2072148,,"The Stamford Residences, Apartment 1709, 26 Albert Street, Auckland, 1010
, New Zealand","The Stamford Residences, Apartment 1709, 26 Albert Street, Auckland, 1010
, New Zealand",,,,,,,,,
750,148435,9429040300887,27 Mar 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco148435,148435,,"Clarke Craw & Partners, Cnr Clark St & High St, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,
751,3327996,9429031168731,24 Mar 2011,Removed,NZ Unlimited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3327996,3327996,,"Asb Bank Centre Level 18, 135 Albert Street, Auckland,  1010
, New Zealand","Asb Bank Centre Level 18, 135 Albert Street, Auckland,  1010
, New Zealand",,,,,,,,,
752,3669575,9429030872004,25 Nov 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3669575,3669575,,"82 Fields Parade, Oteha, Auckland, 0632
, New Zealand","82 Fields Parade, Oteha, Auckland, 0632
, New Zealand",,,,,,,,,
753,135438,9429031856942,09 Apr 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco135438,135438,,"Cnr Bagnor & Kilmore Sts, Christchurch
, New Zealand",,,,,,,,,,
754,5730688,9429041852798,14 Jul 2015,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5730688,5730688,,"215 Railway Road, Office 3, Level 2, Tower Building, Hastings, 4122
, New Zealand","215 Railway Road, Office 3, Level 2, Tower Building, Hastings, 4122
, New Zealand",,,,,,,,,
755,187928,9429040114903,31 May 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco187928,187928,,"C/o Stacey Mccallum Spurdle & Co, Wallingford Building, 48 Eruera St, Rotorua
, New Zealand",,,,,,,,,,
756,1490918,9429035495024,05 Apr 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1490918,1490918,,"Rubiix Accountants Limited, 7-9 Mccoll Street, Newmarket, Auckland, 1023
, New Zealand","75 David Avenue, Hillpark, Manurewa, Auckland
, New Zealand",,,,,,,,,
757,3713155,9429030811201,26 Jan 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3713155,3713155,,"33 Kuripaka Crescent, The Gardens, Auckland, 2105
, New Zealand","33 Kuripaka Crescent, The Gardens, Auckland, 2105
, New Zealand",,,,,,,,,
758,844797,9429038151477,19 Feb 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco844797,844797,,"Rayne Wright Associates, 59 Heu Heu Street, Taupo
, New Zealand","Rayne Wright Associates, 59 Heu Heu Street, Taupo
, New Zealand",,,,,,,,,
759,131549,9429031902281,23 Sep 1969,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco131549,131549,,"Mackay Bailey Butchard, 291 Madras Street, Christchurch
, New Zealand","Mackay Bailey Butchard, 291 Madras Street, Christchurch
, New Zealand",,,,,,,,,
760,198589,9429040044743,04 Oct 1979,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco198589,198589,,"144 The Strand,, Whakatane.
, New Zealand","-
, New Zealand",,,,,,,,,
761,1042253,9429037226626,13 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1042253,1042253,,"Athenaeum Road, Tuapeka West, Rd1, Lawrence, South Otago
, New Zealand","Athenaeum Road, Tuapeka West, Rd 1, Lawrence, South Otago
, New Zealand",,,,,,,,,
762,1514295,9429035388593,19 May 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1514295,1514295,,"88 Fraser Cres, Upper Hutt, Wellington
, New Zealand","88 Fraser Cres, Upper Hutt, Wellington
, New Zealand",,,,,,,,,
763,1940217,9429033411798,08 May 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1940217,1940217,,"38 San Valentino Drive, Henderson Heights, Auckland
, New Zealand","38 San Valentino Drive., Henderson Heights, Auckland
, New Zealand",,,,,,,,,
764,159657,9429040240299,20 Dec 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco159657,159657,,"High St, Waipawa
, New Zealand",,,,,,,,,,
765,26945,9429040862781,22 Nov 1972,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco26945,26945,,"25 Kent Terrace, Wellington
, New Zealand",,,,,,,,,,
766,78339,9429040598727,22 Jul 1969,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco78339,78339,,"3 Lincoln St, Ponsonby, Auckland
, New Zealand",,,,,,,,,,
767,11299,9429040938622,31 Mar 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco11299,11299,,"C/o D A Dale, Dic Bldg, Lambton Quay, Wellington
, New Zealand",,,,,,,,,,
768,98629,9429040455785,29 Jul 1976,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco98629,98629,,"22 Onslow Ave, Epsom, Auckland
, New Zealand","22 Onslow Avenue, Epsom, Auckland
, New Zealand",,,,,,,,,
769,144859,9429040317243,25 Nov 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco144859,144859,,"4 Dall St, Abbotsford, Green Island
, New Zealand",,,,,,,,,,
770,1980175,9429033165127,07 Sep 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1980175,1980175,,"Brown Glassford & Co Limited, 504 Wairakei Road, Burnside, Christchurch, 8053
, New Zealand","Brown Glassford & Co Limited, 504 Wairakei Road, Burnside, Christchurch, 8053
, New Zealand",,,,,,,,,
771,3187315,9429031321235,04 Nov 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3187315,3187315,,"52 Grove Road, Mayfield, Blenheim, 7201
, New Zealand","K & J Consultants 2007 Limited, 28b Abraham Heights, Washington Valley, Nelson, 7010
, New Zealand",,,,,,,,,
772,2214394,9429032370805,02 Mar 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2214394,2214394,,"1356 State Highway 3, Te Kuiti 3941
, New Zealand","1356 State Highway 3, Te Kuiti
, New Zealand",,,,,,,,,
773,3775656,9429030711983,17 Apr 2012,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3775656,3775656,,"2nd Floor, 50 Princess Street, Dunedin, 9054
, New Zealand","2nd Floor, 50 Princess Street, Dunedin, 9054
, New Zealand",,,,,,,,,
774,164978,9429040209944,12 Jul 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco164978,164978,,"C/o Mr H J Campbell, Marine Parade Box 168, Wairoa
, New Zealand",,,,,,,,,,
775,146278,9429040311579,12 Mar 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco146278,146278,,"M/s Forsyth Barr & Co 3rd Flr, New Zealand Mutual Funds Bldg, 11 Bond St, Dunedin
, New Zealand",,,,,,,,,,
776,1484819,9429035529095,19 Feb 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1484819,1484819,,"Robin French Limited, Level One, 18 New St, Nelson
, New Zealand","Robin French Limited, Level One, 18 New St, Nelson
, New Zealand",,,,,,,,,
777,1899452,9429033665702,08 Jan 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1899452,1899452,,"38 Rosepark Crescent, Remuera Auckland
, New Zealand","38 Rosepark Crescent, Remuera Auckland
, New Zealand",,,,,,,,,
778,8735690,9429051309312,12 May 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8735690,8735690,,"D Channel Limited, 1 Kawariki Road, Helensville, Helensville, 0800
, New Zealand","D Channel Limited, 1 Kawariki Road, Helensville, Helensville, 0800
, New Zealand",,,,,,,,,
779,983673,9429037461447,20 Oct 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco983673,983673,,"171 Landscape Rd, Mt Eden 1004, Auckland
, New Zealand","171 Landscape Rd, Mt Eden 1004, Auckland
, New Zealand",,,,,,,,,
780,9526,9429040945538,27 Oct 1955,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco9526,9526,,"C/- Odlin And Mcgraph,, Chartered Accountants, 3rd Floor, 45 Knights Road,, Lower Hutt.
, New Zealand","C/- Odlin And Mcgraph,, Chartered Accountants, 3rd Floor, 45 Knights Road,, Lower Hutt.
, New Zealand",,,,,,,,,
781,48092,9429040733098,02 May 1950,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco48092,48092,,"719 Dominion Road, Balmoral, Auckland
, New Zealand","719 Dominion Road, Balmoral, Auckland
, New Zealand",,,,,,,,,
782,3019021,9429031469395,20 Jul 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3019021,3019021,,"5 Godden Crescent, Orakei, Auckland, 1071
, New Zealand","5 Godden Crescent, Orakei, Auckland, 1071
, New Zealand",,,,,,,,,
783,1055800,9429037173999,05 Sep 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1055800,1055800,,"142 Brookside Tce, Christchurch
, New Zealand","142 Brookside Tce, Christchurch
, New Zealand",,,,,,,,,
784,3337412,9429031158718,07 Apr 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3337412,3337412,,"501a Mt Albert Road, Mount Roskill, Auckland, 1042
, New Zealand","501a Mt Albert Road, Mount Roskill, Auckland, 1042
, New Zealand",,,,,,,,,
785,162672,9429040225197,26 Jul 1968,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco162672,162672,,"C/-willis Toomey Robinson, 116 Vautier Street, Napier
, New Zealand","405n King Street, Hastings 4122
, New Zealand",,,,,,,,,
786,68753,9429040649443,21 Jun 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco68753,68753,,"C/o Sullivan Fitch & Assoc Ltd, National Mutual Bldg, Box 139, Whangarei
, New Zealand",,,,,,,,,,
787,1925251,9429033503608,29 Mar 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1925251,1925251,,"49 Tarnica Road, Howick, Auckland
, New Zealand","49 Tarnica Road, Howick, Auckland
, New Zealand",,,,,,,,,
788,197756,9429040047973,17 Aug 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco197756,197756,,"129 Orchard Road, Ngatea
, New Zealand",,,,,,,,,,
789,6074712,9429042498391,05 Aug 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6074712,6074712,,"D A Chapman, 10c Wilding Avenue, Epsom, Auckland, 1023
, New Zealand","D A Chapman, 10c Wilding Avenue, Epsom, Auckland, 1023
, New Zealand",,,,,,,,,
790,53851,9429040710129,19 Jun 1956,Removed,NZ Limited Company,Yes,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco53851,53851,,"Dianne M Camilleri, 7b The Glebe, Cockle Bay, Auckland, 2014
, New Zealand","Dianne M Camilleri, 7b The Glebe, Cockle Bay, Auckland, 2014
, New Zealand",,,,,,,,,
791,1904859,9429033632452,29 Jan 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1904859,1904859,,"2/4182 Great North Road, Glendene, Waitakere
, New Zealand","2/4182 Great North Road, Glendene, Waitakere
, New Zealand",,,,,,,,,
792,72232,9429040631165,31 Oct 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco72232,72232,,"10 Maheke St, St Heliers, Auckland
, New Zealand",,,,,,,,,,
793,123799,9429031979252,21 Jul 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco123799,123799,,"C/o Gilfillan Morris & Co, 57 Willis St, Box 996, Wellington
, New Zealand",,,,,,,,,,
794,2401106,9429031670623,18 Feb 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2401106,2401106,,"3 Parakai Avenue, Parakai, Parakai, 0830
, New Zealand","3 Parakai Avenue, Parakai, Parakai, 0830
, New Zealand",,,,,,,,,
795,853394,9429038108587,17 Apr 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco853394,853394,,"8/44 London Street, Christchurch
, New Zealand","6 Brooker Avenue, Christchurch
, New Zealand",,,,,,,,,
796,46481,9429040737775,12 Dec 1947,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco46481,46481,,"422 Riddell Rd, Glendowie, Auckland 5
, New Zealand",,,,,,,,,,
797,95924,9429040477305,29 Sep 1975,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco95924,95924,,"15 Hopkins Crescent, Kohimarama, Auckland, 1071
, New Zealand","24 Milliken Avenue, Mt Roskill
, New Zealand",,,,,,,,,
798,1988406,9429033116259,25 Sep 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1988406,1988406,,"3 Parakai Avenue, Parakai, Parakai, 0830
, New Zealand","3 Parakai Avenue, Parakai, Parakai, 0830
, New Zealand",,,,,,,,,
799,154716,9429040267609,20 Nov 1946,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco154716,154716,,"C/- Official Assignee, Fourth Floor, Nespat House, Cnr Princes & Manse Street, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,
800,186651,9429040119861,23 Sep 1964,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco186651,186651,,"Noble & Lee, Arawa St, Matamata
, New Zealand","-
, New Zealand",,,,,,,,,
801,1938080,9429033425603,11 May 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1938080,1938080,,"33 Anich Road, Massey, Auckland, 0614
, New Zealand","33 Anich Road, Massey, Auckland, 0614
, New Zealand",,,,,,,,,
802,1506234,9429035430704,18 May 2004,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1506234,1506234,,"161 Williams Street, Cambridge, 3434
, New Zealand","161 Williams Street, Cambridge, 3434
, New Zealand",,,,,,,,,
803,193533,9429040081847,15 Aug 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco193533,193533,,"Hyland Cres, Rotorua
, New Zealand",,,,,,,,,,
804,1004770,9429037417680,15 Dec 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1004770,1004770,,"87 Albert Street, Auckland
, New Zealand","Room G, Fourth Floor, 87 Albert Street, Auckland
, New Zealand",,,,,,,,,
805,1703102,9429034514269,27 Sep 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1703102,1703102,,"Level 2, 315 Manchester Street, Christchurch
, New Zealand","Level 2, 315 Manchester Street, Christchurch
, New Zealand",,,,,,,,,
806,2339628,9429031836005,23 Oct 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2339628,2339628,,"Level 11, Sovereign House, 34-42 Manners Street, Wellington 6011
, New Zealand","Level 11, Sovereign House, 34-42 Manners Street, Wellington 6011
, New Zealand",,,,,,,,,
807,32871,9429040824284,05 Oct 1976,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco32871,32871,,"Brandon Ward Evans-scott & Co, 32 Terrace, Wellington
, New Zealand",,,,,,,,,,
808,6763333,9429046655240,13 Mar 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6763333,6763333,,"25 Vintage Drive, Henderson, Auckland, 0612
, New Zealand","25 Vintage Drive, Henderson, Auckland, 0612
, New Zealand",,,,,,,,,
809,6315968,9429046201058,20 Jun 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6315968,6315968,,"T Puru, 64 Bedford Avenue, Gonville, Whanganui, 4501
, New Zealand","T Puru, 64 Bedford Avenue, Gonville, Whanganui, 4501
, New Zealand",,,,,,,,,
810,182136,9429040133928,29 Apr 1959,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco182136,182136,,"Pricewaterhousecoopers, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, 188 Quay Street, Auckland
, New Zealand",,,,,,,,,
811,1820081,9429034100998,23 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1820081,1820081,,"12 Port Lane, Whitby, Porirua
, New Zealand","12 Port Lane, Whitby, Porirua
, New Zealand",,,,,,,,,
812,22604,9429040883496,29 Aug 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco22604,22604,,"44 Kentucky Way, Palmerston North
, New Zealand",,,,,,,,,,
813,814595,9429038293832,04 Jul 1996,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco814595,814595,,"Findex NZ Limited, Level 1, 13 Camp Street, Queenstown, 9300
, New Zealand","Findex NZ Limited, Level 1, 13 Camp Street, Queenstown, 9300
, New Zealand",,,,,,,,,
814,2452369,9429031583497,12 Apr 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2452369,2452369,,"Mackay Bailey Limited, 109 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand","Mackay Bailey Limited, 109 Blenheim Road, Riccarton, Christchurch, 8041
, New Zealand",,,,,,,,,
815,1298278,9429036004232,06 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1298278,1298278,,"98 Gowing Drive, Meadowbank, Auckland
, New Zealand","98 Gowing Drive, Meadowbank, Auckland
, New Zealand",,,,,,,,,
816,1984549,9429033138053,12 Sep 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1984549,1984549,,"9a Sinclair Street, Blenheim
, New Zealand","9a Sinclair Street, Blenheim
, New Zealand",,,,,,,,,
