,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Appointed By:
880,2096951,9429032896039,18 Feb 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2096951,2096951,,"2c -45 Tippett Street, Point England Auckland
, New Zealand","2c -45 Tippett Street, Point England Auckland
, New Zealand",,,,,,,,,,,,
881,1242003,9429036315956,18 Oct 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1242003,1242003,,"C/-mccallum Petterson, Level 8, The Todd Building, 95 Customhouse Quay, Wellington
, New Zealand","C/-mccallum Petterson, Level 8, The Todd Building, 95 Customhouse Quay, Wellington
, New Zealand",,,,,,,,,,,,
882,924905,9429037763862,11 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco924905,924905,,"HC Partners LP, 39 George Street, Timaru, Timaru, 7910
, New Zealand","HC Partners LP, 39 George Street, Timaru, Timaru, 7910
, New Zealand",,,,,,,,,,,,
883,1181585,9429036665716,19 Dec 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1181585,1181585,,"C/- Brown Webb Richardson Limited, 111 Avenue Road East, Hastings
, New Zealand","C/- Brown Webb Richardson Limited, 111 Avenue Road East, Hastings
, New Zealand",,,,,,,,,,,,
884,3514916,9429030982123,17 Aug 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3514916,3514916,,"94 Hurstmere Road, Takapuna, Auckland, 0622
, New Zealand","94 Hurstmere Road, Takapuna, Auckland, 0622
, New Zealand",,,,,,,,,,,,
885,1223239,9429036423941,03 Jul 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1223239,1223239,,"Don Luxton, 179 Batty Road, Rd 1, Pukekohe, 2580
, New Zealand","Don Luxton, 179 Batty Road, Rd 1, Pukekohe, 2580
, New Zealand",,,,,,,,,,,,
886,1028226,9429037294380,04 May 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1028226,1028226,,"C/-mcintyre Dick & Partners, 160 Spey Street, Invercargill
, New Zealand","C/-mcintyre Dick & Partners, 160 Spey Street, Invercargill
, New Zealand",,,,,,,,,,,,
887,3378096,9429031111584,02 May 2011,Removed,NZ Limited Company,Yes,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco3378096,3378096,,"9 Hunt Street, Whangarei, Whangarei, 0110
, New Zealand","9 Hunt Street, Whangarei, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
888,4285578,9429030349506,13 Feb 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4285578,4285578,,"6 Dione Place, Flat Bush, Auckland, 2016
, New Zealand","6 Dione Place, Flat Bush, Auckland, 2016
, New Zealand",,,,,,,,,,,,
889,1019282,9429037344535,09 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1019282,1019282,,"Level 1, 20 Beaumont Street, St Marys Bay, Auckland
, New Zealand","Level 1, 20 Beaumont Street, St Marys Bay, Auckland
, New Zealand",,,,,,,,,,,,
890,170004,9429040176598,06 Feb 1946,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco170004,170004,,"C/o Thomson Cattley & Telfer, 2nd Floor Kings Bldg, Devon St Box 145, New Plymouth
, New Zealand",,,,,,,,,,,,,
891,5324201,9429041290576,09 Jul 2014,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5324201,5324201,,"641 Whitikahu Road, Taupiri, 3792
, New Zealand","641 Whitikahu Road, Taupiri, 3792
, New Zealand",,,,,,,,,,,,
892,3931203,9429030575219,06 Aug 2012,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3931203,3931203,,"59 Hollis Road, Rd 2, Waihi, 3682
, New Zealand","CRAIG PERIAM LIMITED, 59 Hollis Road, Rd 2, Waihi, 3682
, New Zealand",,,,,,,,,,,,
893,5430463,9429041376928,25 Aug 2014,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5430463,5430463,,"1350 Hinemoa Street, Rotorua, Rotorua, 3010
, New Zealand","1350 Hinemoa Street, Rotorua, Rotorua, 3010
, New Zealand",,,,,,,,,,,,
894,200376,9429040024417,09 Nov 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco200376,200376,,"2 Flinders Place, Welcome Bay, Tauranga
, New Zealand","2 Flinders Place, Welcome Bay, Tauranga
, New Zealand",,,,,,,,,,,,
895,4294978,9429030344709,18 Feb 2013,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4294978,4294978,,"W H CONSTRUCTION LIMITED, 2 Baker Street, Caversham, Dunedin, 9012
, New Zealand","W H CONSTRUCTION LIMITED, 2 Baker Street, Caversham, Dunedin, 9012
, New Zealand",,,,,,,,,,,,
896,1517485,9429035371106,24 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1517485,1517485,,"5 Riverhills Avenue, Pakuranga
, New Zealand","5 Riverhills Avenue, Pakuranga
, New Zealand",,,,,,,,,,,,
897,1247644,9429036284313,16 Oct 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1247644,1247644,,"Unit 4, 778 Great South Road, Penrose, Auckland
, New Zealand","Unit 4, 778 Great South Road, Penrose, Auckland
, New Zealand",,,,,,,,,,,,
898,4422018,9429030246911,26 Apr 2013,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4422018,4422018,,"VARJEET SINGH CHHABRA, 62 Queen Street, Auckland Central, Auckland, 1010
, New Zealand","VARJEET SINGH CHHABRA, 62 Queen Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
899,947969,9429037648862,04 Mar 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco947969,947969,,"C/- Jones Young, Solicitors, Level 6, K P M G Centre, 9 Princes Street, Auckland
, New Zealand","C/- Jones Young, Solicitors, Level 6, K P M G Centre, 9 Princes Street, Auckland
, New Zealand",,,,,,,,,,,,
900,102037,9429040426235,18 Nov 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco102037,102037,,"31 Melanesia Rd, Kohimarama, Auckland 5
, New Zealand",,,,,,,,,,,,,
901,7903016,9429047975057,05 Mar 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7903016,7903016,,"381 Great South Road, Opaheke, Papakura, 2113
, New Zealand","381 Great South Road, Opaheke, Papakura, 2113
, New Zealand",,,,,,,,,,,,
902,1829659,9429034045206,21 Jun 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1829659,1829659,,"Chung Associates Limited, Chartered Accountants, 39 Thackeray Street, Hamilton
, New Zealand","Chung Associates Limited, Chartered Accountants, 39 Thackeray Street, Hamilton
, New Zealand",,,,,,,,,,,,
903,1973827,9429033201696,30 Aug 2007,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1973827,1973827,,"136-140 Queens Road, Panmure, Auckland, 1741
, New Zealand","136-140 Queens Road, Panmure, Auckland, 1741
, New Zealand",,,,,,,,,,,,
904,868183,9429038036033,31 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco868183,868183,,"433 Takapu Road, Tawa, Wellington
, New Zealand","433 Takapu Road, Tawa, Wellington
, New Zealand",,,,,,,,,,,,
905,968831,9429037538651,12 Jul 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco968831,968831,,"702 Dominion Road, Auckland
, New Zealand","702 Dominion Road, Auckland
, New Zealand",,,,,,,,,,,,
906,1630912,9429034782491,06 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1630912,1630912,,"275 Oxford Street, Levin
, New Zealand","275 Oxford Street, Levin
, New Zealand",,,,,,,,,,,,
907,17454,9429040909042,11 May 1965,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco17454,17454,,"1st Floor, 7 Anzac Road, Browns Bay, Auckland
, New Zealand","1st Floor, 7 Anzac Road, Browns Bay, Auckland
, New Zealand",,,,,,,,,,,,
908,79614,9429040588803,09 Jul 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco79614,79614,,"453 Mt Albert Road, Mt Roskill, Auckland
, New Zealand",,,,,,,,,,,,,
909,3022280,9429031464956,09 Jul 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3022280,3022280,,"24 Peter Terrace, Castor Bay, North Shore City, 0620
, New Zealand","24 Peter Terrace, Castor Bay, North Shore City, 0620
, New Zealand",,,,,,,,,,,,
910,125281,9429031964616,05 Aug 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco125281,125281,,"C/o Touche Ross & Co, 291 Madras Street, Christchurch
, New Zealand",,,,,,,,,,,,,
911,1819727,9429034103098,19 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1819727,1819727,,"14 Almay Place, Manukau, Auckland
, New Zealand","14 Almay Place, Manukau, Auckland
, New Zealand",,,,,,,,,,,,
912,2082646,9429032954098,15 Jan 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2082646,2082646,,"Craig Anderson Ltd, 270a Queen Street, Richmond, Nelson
, New Zealand","Craig Anderson Ltd, 270a Queen Street, Richmond, Nelson
, New Zealand",,,,,,,,,,,,
913,1035763,9429037258979,11 May 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1035763,1035763,,"66 Bell Road, Papamoa, Tauranga
, New Zealand","66 Bell Road, Papamoa, Tauranga
, New Zealand",,,,,,,,,,,,
914,1509139,9429035416739,19 May 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1509139,1509139,,"C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand","C/- C & C Strategic Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,,,,,
915,1271010,9429036157327,24 Jan 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1271010,1271010,,"C/-deloitte, 80 Queen Street, Auckland, 1010
, New Zealand","C/-deloitte, 80 Queen Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
916,1307676,9429035965671,28 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1307676,1307676,,"96 Papatu Rd, Manutuke, Gisborne
, New Zealand","96 Papatu Rd, Manutuke, Gisborne
, New Zealand",,,,,,,,,,,,
917,8254384,9429050017980,28 Oct 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8254384,8254384,,"349 East Tamaki Road, East Tamaki, Auckland, 2013
, New Zealand","349 East Tamaki Road, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,,,,
918,1488244,9429035510598,09 Mar 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1488244,1488244,,"85 Woodman Drive, Tawa, Welington
, New Zealand","85 Woodman Drive, Tawa, Wellington
, New Zealand",,,,,,,,,,,,
919,1749785,9429034375761,16 Dec 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1749785,1749785,,"275 Oxford Street, Levin
, New Zealand","275 Oxford Street, Levin
, New Zealand",,,,,,,,,,,,
920,30560,9429040837949,25 Feb 1975,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco30560,30560,,"C/-stewart Consulting Ltd, Chartered Accountants, 87 Chapel Street, Masterton
, New Zealand","C/-stewart Consulting Ltd, Chartered Accountants, 87 Chapel Street, Masterton
, New Zealand",,,,,,,,,,,,
921,886416,9429037950026,28 Nov 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco886416,886416,,"Cst Nexia Ltd, Chartered Accountants, L3, Cst Nexia Centre, 22 Amersham, Way, Manukau City
, New Zealand","Cst Nexia Ltd, Chartered Accountants, L3, Cst Nexia Centre, 22 Amersham, Way, Manukau City
, New Zealand",,,,,,,,,,,,
922,6780515,9429046689689,29 Mar 2018,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6780515,6780515,,"Rowe & Co Limited, 125 Queens Road, Panmure, Auckland, 1072
, New Zealand","Rowe & Co Limited, 125 Queens Road, Panmure, Auckland, 1072
, New Zealand",,,,,,,,,,,,
923,3071427,9429031411172,20 Aug 2010,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3071427,3071427,,"32 Main Rakaia Road, Rd 3, Leeston, 7683
, New Zealand","234 Havelock Street, Ashburton, Ashburton, 7700
, New Zealand",,,,,,,,,,,,
924,3956778,9429030550773,16 Aug 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3956778,3956778,,"29 Wycherley Drive, Bucklands Beach, Auckland, 2014
, New Zealand","29 Wycherley Drive, Bucklands Beach, Auckland, 2014
, New Zealand",,,,,,,,,,,,
925,2119709,9429032792980,17 Apr 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2119709,2119709,,"Abacus Administration Limited, 53-61 Whitaker Street, Te Aroha
, New Zealand","Abacus Administration Limited, 53-61 Whitaker Street, Te Aroha
, New Zealand",,,,,,,,,,,,
926,1906648,9429033624822,09 Feb 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1906648,1906648,,"187 Penrose Road,, Mt Wellington,, Auckland
, New Zealand","187 Penrose Road, Mt Wellington, Auckland
, New Zealand",,,,,,,,,,,,
927,112333,9429032123067,17 Sep 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco112333,112333,,"No 1 Parr Terrace, Milford, Auckland 1309
, New Zealand","No 1 Parr Terrace, Milford, Auckland 1309
, New Zealand",,,,,,,,,,,,
928,486261,9429039171849,08 Oct 1990,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco486261,486261,,"The Official Assignees Office, Bower House, Bower Street, Napier
, New Zealand","-
, New Zealand",,,,,,,,,,,,
929,153955,9429040269535,28 Oct 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco153955,153955,,"276 Wai-iti Road, Timaru
, New Zealand",,,,,,,,,,,,,
930,82515,9429040571386,29 Sep 1971,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco82515,82515,,"C/-campbell Tyson Cooper White Ltd, 17 Hall Street, P[ukekohe 2120
, New Zealand","C/-campbell Tyson Cooper White Limited, 17 Hall Street, Pukekohe 2120
, New Zealand",,,,,,,,,,,,
931,2113062,9429032826203,01 Apr 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2113062,2113062,,"Level 1, 24 Manukau Road, Epsom, Auckland
, New Zealand","Level 1, 24 Manukau Road, Epsom, Auckland
, New Zealand",,,,,,,,,,,,
932,44858,9429040742311,04 Mar 1943,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco44858,44858,,"Cnr Roulston Street And, Massey Avenue, Pukekohe
, New Zealand",,,,,,,,,,,,,
933,1275847,9429036130009,25 Feb 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1275847,1275847,,"Carr & Stanton Limited, Chartered Accountants, 119 Queen Street East, Hastings
, New Zealand","Carr & Stanton Limited, Chartered Accountants, 119 Queen Street East, Hastings
, New Zealand",,,,,,,,,,,,
934,1538945,9429035263609,28 Jul 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1538945,1538945,,"83 Prole Road, Rd 2, Tauranga, 3172
, New Zealand","83 Prole Road, Rd 2, Tauranga, 3172
, New Zealand",,,,,,,,,,,,
935,1651360,9429034691854,11 Jul 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1651360,1651360,,"188 Quay Street, Auckland Central, Auckland, 1010
, New Zealand","188 Quay Street, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
936,146386,9429040312590,19 Oct 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco146386,146386,,"Kirk Barclay & Co, 14 Tarbert St, Alexandra
, New Zealand","-
, New Zealand",,,,,,,,,,,,
937,1015358,9429037363567,22 Feb 2000,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1015358,1015358,,"Level 1, John Sullivan House, 62 Tristram Street, Hamilton
, New Zealand","Level 1, John Sullivan House, 62 Tristram Street, Hamilton
, New Zealand",,,,,,,,,,,,
938,2185064,9429032504255,28 Oct 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2185064,2185064,,"12 Westhaven Grove, Palmerston North
, New Zealand","12 Westhaven Grove, Palmerston North
, New Zealand",,,,,,,,,,,,
939,45655,9429040739205,27 Aug 1946,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco45655,45655,,"4 Manutara Avenue, Forrest Hill, Auckland
, New Zealand",,,,,,,,,,,,,
940,176574,9429040146836,31 Aug 1951,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco176574,176574,,"C/o M/s Osborne & Archibald, Tuhoro St Otorohanga
, New Zealand",,,,,,,,,,,,,
941,1667492,9429034644003,29 Jul 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1667492,1667492,,"Agrilateral Limited, 45 Wallath Road, Westown New Plymouth, 4310
, New Zealand","Agrilateral Limited, 45 Wallath Road, Westown New Plymouth, 4310
, New Zealand",,,,,,,,,,,,
942,49837,9429040726793,28 Aug 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco49837,49837,,"Securities House, 76 Symonds St, Auckland
, New Zealand",,,,,,,,,,,,,
943,188706,9429040109305,10 Jul 1967,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco188706,188706,,"2nd Floor, Realty House,, 60 Durham Street,, Tauranga.
, New Zealand","2nd Floor, Realty House, 60 Durham Street, Tauranga
, New Zealand",,,,,,,,,,,,
944,124190,9429031975971,24 Jun 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco124190,124190,,"Barr Burgess & Stewart, 1st Fl Allan Mclean Bldg, 208 Oxford Tce Box 13244, Christchurch
, New Zealand",,,,,,,,,,,,,
945,23978,9429040878270,13 Aug 1970,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco23978,23978,,"197 Bath Street, Levin 5500
, New Zealand","197 Bath Street, Levin 5500
, New Zealand",,,,,,,,,,,,
946,12300,9429040932118,05 Nov 1959,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco12300,12300,,"22 Saturn Cres, Palmerston North
, New Zealand",,,,,,,,,,,,,
947,962541,9429037571931,02 Jun 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco962541,962541,,"114 Darlington Rd, Miramar, Wellington
, New Zealand","114 Darlington Rd, Miramar, Wellington
, New Zealand",,,,,,,,,,,,
948,1144454,9429036867530,14 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1144454,1144454,,"Level 9 Tower Centre, 45 Queen Street, Auckland, 1010
, New Zealand","Level 9 Tower Centre, 45 Queen Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
949,1931097,9429033468716,16 Apr 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 6 directors,httpsapp.companiesoffice.govt.nzco1931097,1931097,,"131 The Drive, Epsom,auckland
, New Zealand","131 The Drive, Epsom,auckland
, New Zealand",,,,,,,,,,,,
950,111765,9429032128253,10 Jul 1981,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco111765,111765,,"2/3 Broadway, Newmarket, Auckland
, New Zealand","2/3 Broadway, Newmarket, Auckland
, New Zealand",March,,,,,,,,,,,
951,3438,9429040968278,17 Aug 1937,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3438,3438,,"28 Walton St, Waikanae 5036
, New Zealand","28 Walton St, Waikanae 5036
, New Zealand",,,,,,,,,,,,
952,162367,9429040226583,22 Feb 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco162367,162367,,"C/o Denton Anderson & Co, 115n King St Box 40, Hastings
, New Zealand",,,,,,,,,,,,,
953,102517,9429040418551,03 Mar 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco102517,102517,,"65 Matipo Rd, Te Atatu Nth
, New Zealand",,,,,,,,,,,,,
954,2183246,9429032510713,17 Nov 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2183246,2183246,,"2/166 Henderson Valley Road, Henderson, Auckland
, New Zealand","2/166 Henderson Valley Road, Henderson, Auckland
, New Zealand",,,,,,,,,,,,
955,2130644,9429032748765,23 May 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2130644,2130644,,"149 High Street, Blenheim, Blenheim, 7201
, New Zealand","149 High Street, Blenheim, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
956,3588811,9429030920620,11 Oct 2011,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3588811,3588811,,"Robertson Bixley Ltd, 33 Coles Crescent, Papakura, Papakura, 2110
, New Zealand","Robertson Bixley Ltd, 33 Coles Crescent, Papakura, Papakura, 2110
, New Zealand",,,,,,,,,,,,
957,6975433,9429046960139,13 Aug 2018,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6975433,6975433,,"251 Parnell Road, Parnell, Auckland, 1052
, New Zealand","251 Parnell Road, Parnell, Auckland, 1052
, New Zealand",,,,,,,,,,,,
958,196535,9429040061924,21 Oct 1976,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco196535,196535,,"1 Peel Street, Gisborne, 4010
, New Zealand","1 Peel Street, Gisborne, 4010
, New Zealand",,,,,,,,,,,,
959,1491785,9429035489849,15 Mar 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1491785,1491785,,"Harris & Co C/A (Matamata) Ltd, 14 Tui Street, Matamata
, New Zealand","Harris & Co C/A (Matamata) Ltd, 14 Tui Street, Matamata
, New Zealand",,,,,,,,,,,,
960,469306,9429039220806,30 Apr 1990,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco469306,469306,,"6 Ronaki Road, Otahuhu
, New Zealand",,,,,,,,,,,,,
961,1011719,9429037383268,26 Jan 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco1011719,1011719,,"Seal Bkr, Chartered Accountants, 137 Vincent Street, Auckland
, New Zealand","Seal Bkr, Chartered Accountants, 137 Vincent Street, Auckland
, New Zealand",,,,,,,,,,,,
962,1832727,9429034030646,22 Jun 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1832727,1832727,,"V C Ward, 70 Duncan Tce, Kilbirnie, Wellington
, New Zealand","V C Ward, 70 Duncan Tce, Kilbirnie, Wellington
, New Zealand",,,,,,,,,,,,
963,5331,9429040961699,01 Aug 1947,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco5331,5331,,"C/- Deloitte Ross Tohmatsu, 20 Kings Road,, Lower Hutt
, New Zealand",,,,,,,,,,,,,
964,95637,9429040480176,09 Sep 1975,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco95637,95637,,"14a Main Road, Te Kauwhata
, New Zealand","14a Main Road, Te Kauwhata
, New Zealand",,,,,,,,,,,,
965,152036,9429040283340,22 Feb 1966,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco152036,152036,,"Roberts Road, Manutuke
, New Zealand","Roberts Road, Manutuke
, New Zealand",,,,,,,,,,,,
966,35280,9429040804286,12 Mar 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco35280,35280,,"180 Ingestre St, Wanganui
, New Zealand",,,,,,,,,,,,,
967,136866,9429031835121,26 Sep 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco136866,136866,,"23 Cheyenne St, Christchurch
, New Zealand",,,,,,,,,,,,,
968,912200,9429037823993,18 Jun 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco912200,912200,,"Shop 10, 18 Clearwater Cove, Westpark Village, Westharbour
, New Zealand","113 Central Park Drive, Henderson, Auckland
, New Zealand",,,,,,,,,,,,
969,635793,9429038663154,15 Dec 1993,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco635793,635793,,"Ashton Wheelans & Hegan Ltd, 4th Floor, 127 Armagh Street, Christchurch
, New Zealand","Ashton Wheelans & Hegan Limited, 4th Floor, 127 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,
